Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Luís Maximiano,pt POR,GK,24.0,33.0,1,0,0,1,3,0,0,0,0,0,1,0,42,4,0,100.0,Matches
Édgar González,es ESP,"DF,MF",26.0,28.0,7,1,1,29,7,3,2,38,21,0,1,0,93,70,59,54.3,Matches
Adri Embarba,es ESP,"FW,MF",31.0,27.5,5,0,0,37,40,16,171,15,37,0,0,0,141,25,43,36.8,Matches
Lucas Robertone,ar ARG,MF,26.0,26.5,11,0,0,38,54,2,67,51,33,0,0,0,163,38,29,56.7,Matches
Juan Brandáriz,es ESP,DF,24.0,27.0,4,0,0,23,8,0,2,14,22,0,1,0,93,43,31,58.1,Matches
Dion Lopy,sn SEN,MF,21.0,21.3,5,0,0,30,40,0,7,15,37,0,0,0,149,31,12,72.1,Matches
Sergio Arribas,es ESP,"MF,FW",21.0,22.7,1,0,0,14,42,1,60,16,17,0,0,0,91,19,24,44.2,Matches
Pubill,es ESP,DF,20.0,20.9,2,0,0,21,34,0,68,15,23,0,0,0,93,25,20,55.6,Matches
Léo Baptistão,br BRA,FW,30.0,20.4,6,1,0,21,29,13,27,11,16,0,0,0,85,48,70,40.7,Matches
César Montes,mx MEX,DF,26.0,19.9,5,0,0,22,11,2,3,11,13,0,0,0,64,59,24,71.1,Matches
Sergio Akieme,es ESP,DF,25.0,18.6,2,0,0,18,17,1,57,10,15,0,2,0,99,10,15,40.0,Matches
Largie Ramazani,be BEL,"FW,MF",22.0,17.3,11,2,2,27,24,9,32,34,7,1,0,0,81,5,25,16.7,Matches
Iddrisu Baba,gh GHA,MF,27.0,15.9,5,0,0,29,34,0,4,11,26,0,1,0,123,30,17,63.8,Matches
Jonathan Viera,es ESP,MF,33.0,10.1,3,1,1,10,16,4,6,4,9,0,0,0,36,3,6,33.3,Matches
Álex Centelles,es ESP,DF,25.0,10.9,2,0,0,10,13,1,44,18,6,0,1,0,42,15,11,57.7,Matches
Gonzalo Melero,es ESP,"MF,FW",29.0,12.3,3,0,0,21,17,1,4,4,8,0,0,0,41,19,22,46.3,Matches
Luis Javier Suárez,co COL,FW,25.0,10.2,3,0,0,18,18,4,7,0,5,0,0,0,17,10,33,23.3,Matches
Anthony Lozano,hn HON,FW,30.0,8.6,1,0,0,22,20,5,4,2,5,1,0,0,20,21,44,32.3,Matches
Alejandro Pozo Pozo,es ESP,"DF,MF",24.0,10.8,3,0,0,16,6,0,41,7,12,0,0,0,50,5,9,35.7,Matches
Bruno Langa,mz MOZ,DF,25.0,9.1,1,1,0,4,12,0,16,4,12,0,0,0,37,2,6,25.0,Matches
Aleksandar Radovanović,rs SRB,DF,29.0,6.3,2,0,0,7,2,0,0,11,7,0,0,0,13,14,9,60.9,Matches
Kaiky,br BRA,DF,19.0,5.8,2,0,0,7,0,0,1,3,4,0,1,0,14,11,11,50.0,Matches
Luka Romero,ar ARG,FW,18.0,4.9,2,0,0,8,11,0,2,1,1,0,0,0,22,2,6,25.0,Matches
Marcos Peña,es ESP,MF,18.0,4.9,3,0,0,8,4,0,0,13,14,0,0,0,26,3,4,42.9,Matches
Houboulang Mendes,gw GNB,DF,25.0,4.4,0,0,0,6,10,1,4,1,13,0,0,0,23,7,5,58.3,Matches
Fernando,es ESP,GK,33.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,100.0,Matches
Arnau Puigmal,es ESP,"FW,DF",22.0,2.8,3,0,0,7,4,0,14,3,1,0,1,0,16,1,3,25.0,Matches
Marko Milovanović,rs SRB,"FW,MF",19.0,3.4,0,0,0,15,6,4,1,0,4,0,0,0,9,13,23,36.1,Matches
Lázaro,br BRA,"FW,MF",21.0,3.2,0,0,0,3,7,2,12,1,1,0,0,0,13,4,11,26.7,Matches
Ibrahima Koné,ml MLI,FW,24.0,3.1,0,0,0,3,4,6,2,0,0,0,0,0,7,9,10,47.4,Matches
Srđan Babić,rs SRB,DF,27.0,1.0,0,0,0,2,0,0,0,0,2,0,0,0,4,3,1,75.0,Matches
Diego Mariño,es ESP,GK,33.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Marciano Tchami,gw GNB,"FW,MF",19.0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,2,4,4,50.0,Matches
Paco Sanz,es ESP,DF,18.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
Rachad Fettal,ma MAR,FW,18.0,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,100.0,Matches
Squad Total,0,0,25.6,38.0,93,6,4,478,493,75,659,313,372,2,9,0,1716,557,587,48.7,0
Opponent Total,0,0,27.1,38.0,72,4,0,509,450,73,828,280,364,6,2,1,1780,587,557,51.3,0
