Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Agustín Rossi,ar ARG,GK,28-304,9.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,Matches
Fabrício Bruno,br BRA,DF,28-129,8.0,9,7,6,3,0,4,4,100.0,0,8,7,1,5,14,35,0,Matches
Pedro,br BRA,FW,27-000,7.9,5,3,0,3,2,0,2,0.0,2,4,1,3,3,8,11,0,Matches
Léo Pereira,br BRA,DF,28-141,7.8,10,8,9,1,0,7,9,77.8,2,9,8,1,4,14,31,0,Matches
Nicolás De La Cruz,uy URU,MF,27-019,6.0,15,10,2,9,4,6,12,50.0,6,7,3,4,4,19,1,0,Matches
Ayrton Lucas,br BRA,DF,27-001,5.7,11,9,7,3,1,4,9,44.4,5,4,1,3,4,15,13,0,Matches
Gerson,br BRA,"FW,MF",27-031,5.8,13,8,7,3,3,3,10,30.0,7,4,0,4,1,14,2,0,Matches
Bruno Henrique,br BRA,FW,33-173,5.8,5,2,2,2,1,0,3,0.0,3,6,0,6,7,12,4,0,Matches
Guillermo Varela,uy URU,DF,31-088,4.6,4,3,3,0,1,1,2,50.0,1,3,1,2,6,10,7,0,Matches
Allan,br BRA,MF,27-109,4.3,8,5,3,4,1,5,6,83.3,1,3,1,2,3,11,8,0,Matches
Everton Soares,br BRA,FW,28-090,2.6,5,4,1,2,2,0,3,0.0,3,3,0,3,1,6,1,0,Matches
Luiz Araújo,br BRA,"FW,MF",28-018,5.8,11,9,4,5,2,4,8,50.0,4,7,2,5,8,19,4,0,Matches
Erick Pulgar,cl CHI,MF,30-157,4.1,8,5,4,4,0,4,11,36.4,7,2,0,2,5,13,8,0,Matches
Giorgian De Arrascaeta,uy URU,MF,30-019,3.8,2,1,0,1,1,1,8,12.5,7,1,1,0,1,3,0,0,Matches
Wesley,br BRA,DF,20-288,3.4,9,9,4,5,0,2,7,28.6,5,6,4,2,7,16,22,0,Matches
Lorran,br BRA,MF,17-352,3.0,5,4,3,2,0,0,3,0.0,3,1,0,1,2,7,0,0,Matches
David Luiz,br BRA,DF,37-059,3.0,2,1,1,1,0,0,2,0.0,2,1,1,0,2,4,13,0,Matches
Leo Ortiz,br BRA,"MF,DF",28-169,2.9,5,2,3,2,0,4,5,80.0,1,4,3,1,1,6,8,0,Matches
Matías Viña,uy URU,DF,26-224,2.1,1,1,1,0,0,1,1,100.0,0,2,0,2,3,4,7,0,Matches
Igor,br BRA,MF,21-105,0.8,4,3,2,1,1,1,1,100.0,0,4,2,2,3,7,0,0,Matches
Carlinhos,br BRA,"FW,DF",27-129,0.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Gabriel Barbosa,br BRA,"FW,MF",27-295,0.9,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Victor Hugo,br BRA,"FW,MF",20-040,0.8,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,1,0,Matches
Evertton,br BRA,MF,21-113,0.2,0,0,0,0,0,0,0,0.0,0,3,1,2,0,0,1,0,Matches
Squad Total,0,0,28.1,9.0,133,95,63,51,19,48,109,44.0,61,82,36,46,70,203,180,0,0
Opponent Total,0,0,27.9,9.0,130,75,66,51,13,68,149,45.6,81,108,35,73,70,200,209,2,0
