Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Agustín Rossi,ar ARG,GK,28-304,9.0,8,1,0,3,0,8.2,0.27,0.2,0.02,40,106,37.7,295,43,28.1,31.0,48,47.9,38.3,119,14,11.8,7,0.78,13.2,Matches
Squad Total,0,0,28.1,9.0,8,1,0,3,0,8.2,0.27,0.2,0.02,40,106,37.7,285,43,29.1,0.0,58,39.7,33.4,119,14,11.8,7,0.78,0.0,0
Opponent Total,0,0,27.9,9.0,16,1,1,3,0,15.3,0.26,-0.7,-0.08,62,135,45.9,249,38,39.0,34.7,73,52.1,41.8,126,7,5.6,6,0.67,13.0,0
