Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Agustín Rossi,ar ARG,GK,28-304,9.0,355,277,353,2,0,0,355,1,0,0.0,1,100.0,229,1117,716,0,0,0,0,0,203,0,Matches
Fabrício Bruno,br BRA,DF,28-129,8.0,553,82,262,281,12,8,553,1,1,100.0,0,0.0,307,1460,824,2,0,0,3,0,394,2,Matches
Pedro,br BRA,FW,27-000,7.9,223,10,22,101,101,40,222,23,9,39.1,12,52.2,125,459,158,9,4,6,16,9,163,42,Matches
Léo Pereira,br BRA,DF,28-141,7.8,480,50,204,238,40,9,480,2,1,50.0,0,0.0,251,1332,794,6,7,0,2,1,302,15,Matches
Nicolás De La Cruz,uy URU,MF,27-019,6.0,482,9,46,289,153,13,482,10,6,60.0,2,20.0,259,1487,832,11,16,2,8,5,335,19,Matches
Ayrton Lucas,br BRA,DF,27-001,5.7,321,13,80,157,88,11,321,17,10,58.8,5,29.4,148,979,568,15,12,4,5,7,172,9,Matches
Gerson,br BRA,"FW,MF",27-031,5.8,374,7,57,173,146,28,374,15,5,33.3,5,33.3,232,1325,634,13,7,9,7,7,279,44,Matches
Bruno Henrique,br BRA,FW,33-173,5.8,232,4,26,95,116,27,232,14,9,64.3,4,28.6,146,1080,690,23,16,8,12,4,171,45,Matches
Guillermo Varela,uy URU,DF,31-088,4.6,292,5,87,133,73,6,292,5,0,0.0,2,40.0,141,587,293,3,8,1,3,1,190,22,Matches
Allan,br BRA,MF,27-109,4.3,255,11,49,169,37,1,255,4,1,25.0,2,50.0,148,826,358,2,7,0,3,1,179,5,Matches
Everton Soares,br BRA,FW,28-090,2.6,107,1,7,32,70,12,107,17,6,35.3,10,58.8,75,630,307,10,6,5,6,4,81,26,Matches
Luiz Araújo,br BRA,"FW,MF",28-018,5.8,265,4,33,112,126,19,265,14,9,64.3,5,35.7,146,958,482,20,13,8,15,4,170,44,Matches
Erick Pulgar,cl CHI,MF,30-157,4.1,260,7,47,175,38,4,260,0,0,0.0,0,0.0,113,516,194,0,1,0,7,4,175,3,Matches
Giorgian De Arrascaeta,uy URU,MF,30-019,3.8,236,2,14,111,113,11,236,7,5,71.4,2,28.6,128,634,275,6,7,2,6,5,197,28,Matches
Wesley,br BRA,DF,20-288,3.4,196,26,70,76,52,5,196,3,1,33.3,2,66.7,83,411,232,4,6,1,3,2,91,24,Matches
Lorran,br BRA,MF,17-352,3.0,161,1,10,67,87,12,161,17,10,58.8,6,35.3,108,723,440,11,10,3,7,6,118,26,Matches
David Luiz,br BRA,DF,37-059,3.0,189,21,78,94,17,7,189,1,1,100.0,0,0.0,100,643,398,3,4,0,2,0,128,3,Matches
Leo Ortiz,br BRA,"MF,DF",28-169,2.9,134,10,43,76,15,2,134,2,0,0.0,2,100.0,64,390,256,1,4,1,0,0,79,1,Matches
Matías Viña,uy URU,DF,26-224,2.1,145,4,35,61,51,4,145,7,4,57.1,3,42.9,64,453,232,4,2,0,4,1,92,20,Matches
Igor,br BRA,MF,21-105,0.8,57,7,17,30,10,1,57,7,3,42.9,4,57.1,27,150,78,2,0,0,4,0,33,0,Matches
Carlinhos,br BRA,"FW,DF",27-129,0.7,18,1,2,8,8,3,18,0,0,0.0,0,0.0,4,16,0,0,0,0,2,1,11,2,Matches
Gabriel Barbosa,br BRA,"FW,MF",27-295,0.9,25,0,3,15,7,2,25,1,0,0.0,0,0.0,18,95,31,1,0,0,2,0,20,4,Matches
Victor Hugo,br BRA,"FW,MF",20-040,0.8,46,1,7,24,17,2,46,1,0,0.0,1,100.0,29,218,57,1,0,0,1,0,32,7,Matches
Evertton,br BRA,MF,21-113,0.2,17,2,5,11,1,1,17,0,0,0.0,0,0.0,9,38,15,0,0,0,0,0,12,1,Matches
Squad Total,0,0,28.1,9.0,5423,555,1557,2530,1378,228,5422,169,81,47.9,68,40.2,2954,16527,8864,147,130,50,118,62,3627,392,0
Opponent Total,0,0,27.9,9.0,4459,620,1572,1951,983,140,4457,122,61,50.0,48,39.3,2295,12301,5892,96,90,20,122,85,2702,282,0
