Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Agustín Rossi,ar ARG,GK,28-304,9.0,268,344,77.9,6971,4805,61,61,100.0,112,114,98.2,95,168,56.5,0,0.0,0.0,0.0,1,5,0,0,1,Matches
Fabrício Bruno,br BRA,DF,28-129,8.0,443,488,90.8,8876,3489,139,148,93.9,248,260,95.4,52,71,73.2,0,0.0,0.2,0.0,2,21,1,0,32,Matches
Pedro,br BRA,FW,27-000,7.9,97,128,75.8,1317,299,49,64,76.6,30,36,83.3,4,6,66.7,3,0.8,0.7,2.2,9,7,5,0,15,Matches
Léo Pereira,br BRA,DF,28-141,7.8,318,420,75.7,5983,2307,133,147,90.5,144,172,83.7,37,87,42.5,0,0.7,0.6,-0.7,5,32,2,1,28,Matches
Nicolás De La Cruz,uy URU,MF,27-019,6.0,344,419,82.1,6120,2153,167,191,87.4,134,159,84.3,37,58,63.8,2,1.7,1.5,0.3,22,68,16,3,60,Matches
Ayrton Lucas,br BRA,DF,27-001,5.7,210,257,81.7,3605,875,99,114,86.8,91,104,87.5,18,26,69.2,0,0.3,0.7,-0.3,6,17,2,2,18,Matches
Gerson,br BRA,"FW,MF",27-031,5.8,285,322,88.5,4348,1110,148,158,93.7,107,119,89.9,15,21,71.4,1,0.5,0.9,0.5,9,22,7,0,38,Matches
Bruno Henrique,br BRA,FW,33-173,5.8,113,156,72.4,1617,385,65,81,80.2,44,57,77.2,3,6,50.0,0,0.2,0.3,-0.2,5,8,6,1,16,Matches
Guillermo Varela,uy URU,DF,31-088,4.6,220,258,85.3,3124,874,116,120,96.7,80,97,82.5,10,18,55.6,0,0.6,0.5,-0.6,5,10,4,3,12,Matches
Allan,br BRA,MF,27-109,4.3,184,216,85.2,3067,685,92,102,90.2,79,88,89.8,11,21,52.4,0,0.1,0.1,-0.1,3,23,1,0,20,Matches
Everton Soares,br BRA,FW,28-090,2.6,50,66,75.8,700,186,33,37,89.2,12,18,66.7,4,5,80.0,2,1.2,0.8,0.8,3,3,3,0,8,Matches
Luiz Araújo,br BRA,"FW,MF",28-018,5.8,134,188,71.3,2409,662,68,80,85.0,42,53,79.2,20,35,57.1,1,0.4,0.6,0.6,8,7,9,2,23,Matches
Erick Pulgar,cl CHI,MF,30-157,4.1,191,220,86.8,2857,718,103,116,88.8,70,77,90.9,7,11,63.6,0,0.0,0.1,0.0,0,23,1,0,18,Matches
Giorgian De Arrascaeta,uy URU,MF,30-019,3.8,180,213,84.5,2661,679,95,103,92.2,70,84,83.3,10,20,50.0,2,0.4,0.7,1.6,9,15,12,2,30,Matches
Wesley,br BRA,DF,20-288,3.4,114,134,85.1,1582,488,78,84,92.9,27,36,75.0,5,6,83.3,1,1.2,0.2,-0.2,5,10,3,1,9,Matches
Lorran,br BRA,MF,17-352,3.0,85,125,68.0,1258,442,54,66,81.8,19,27,70.4,8,14,57.1,1,0.4,0.4,0.6,4,11,6,0,17,Matches
David Luiz,br BRA,DF,37-059,3.0,145,163,89.0,2664,1007,55,63,87.3,75,78,96.2,15,19,78.9,0,0.2,0.2,-0.2,2,16,3,0,13,Matches
Leo Ortiz,br BRA,"MF,DF",28-169,2.9,92,109,84.4,1702,685,30,35,85.7,53,56,94.6,6,10,60.0,0,0.0,0.1,0.0,2,10,1,0,19,Matches
Matías Viña,uy URU,DF,26-224,2.1,100,121,82.6,1617,484,59,67,88.1,29,35,82.9,11,12,91.7,0,0.3,0.2,-0.3,2,9,4,3,7,Matches
Igor,br BRA,MF,21-105,0.8,32,36,88.9,551,147,18,19,94.7,8,9,88.9,4,4,100.0,0,0.2,0.1,-0.2,1,2,1,0,4,Matches
Carlinhos,br BRA,"FW,DF",27-129,0.7,7,10,70.0,76,26,4,6,66.7,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Gabriel Barbosa,br BRA,"FW,MF",27-295,0.9,19,21,90.5,299,58,10,10,100.0,5,6,83.3,3,3,100.0,0,0.0,0.0,0.0,0,2,1,0,2,Matches
Victor Hugo,br BRA,"FW,MF",20-040,0.8,29,39,74.4,578,154,12,16,75.0,12,15,80.0,5,6,83.3,0,0.1,0.0,-0.1,1,2,1,0,4,Matches
Evertton,br BRA,MF,21-113,0.2,11,12,91.7,175,36,6,6,100.0,4,5,80.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Squad Total,0,0,28.1,9.0,3671,4465,82.2,64157,22754,1694,1894,89.4,1497,1708,87.6,381,628,60.7,13,9.2,9.1,3.8,104,324,89,18,396,0
Opponent Total,0,0,27.9,9.0,2732,3510,77.8,51414,19487,1106,1267,87.3,1221,1446,84.4,334,604,55.3,7,5.8,6.6,1.2,80,219,59,18,287,0
