Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Agustín Rossi,ar ARG,GK,28-304,9.0,0,0,0,0,2,0,0,0,0,0,0,0,10,2,0,100.0,Matches
Fabrício Bruno,br BRA,DF,28-129,8.0,3,0,0,3,4,0,0,5,7,0,0,0,28,10,5,66.7,Matches
Pedro,br BRA,FW,27-000,7.9,1,0,0,7,14,0,1,3,3,0,0,0,10,12,19,38.7,Matches
Léo Pereira,br BRA,DF,28-141,7.8,3,0,0,6,8,0,9,4,8,0,1,0,25,13,11,54.2,Matches
Nicolás De La Cruz,uy URU,MF,27-019,6.0,1,0,0,10,18,0,26,4,10,0,0,0,40,9,8,52.9,Matches
Ayrton Lucas,br BRA,DF,27-001,5.7,0,0,0,3,8,0,13,4,9,0,0,0,27,12,11,52.2,Matches
Gerson,br BRA,"FW,MF",27-031,5.8,0,0,0,6,13,1,11,1,8,0,0,0,26,6,10,37.5,Matches
Bruno Henrique,br BRA,FW,33-173,5.8,1,0,0,12,17,2,11,7,2,1,0,0,28,9,11,45.0,Matches
Guillermo Varela,uy URU,DF,31-088,4.6,0,0,0,7,10,0,14,6,3,0,0,0,17,1,4,20.0,Matches
Allan,br BRA,MF,27-109,4.3,2,0,0,11,7,0,3,3,5,0,0,0,11,3,7,30.0,Matches
Everton Soares,br BRA,FW,28-090,2.6,0,0,0,1,2,2,7,1,4,0,0,0,11,0,5,0.0,Matches
Luiz Araújo,br BRA,"FW,MF",28-018,5.8,0,0,0,8,9,0,23,8,9,0,0,0,28,3,7,30.0,Matches
Erick Pulgar,cl CHI,MF,30-157,4.1,1,0,0,7,3,0,0,5,5,0,0,0,18,6,2,75.0,Matches
Giorgian De Arrascaeta,uy URU,MF,30-019,3.8,1,0,0,3,9,0,17,1,1,0,0,0,12,1,3,25.0,Matches
Wesley,br BRA,DF,20-288,3.4,1,0,0,6,4,2,6,7,9,0,0,0,19,9,4,69.2,Matches
Lorran,br BRA,MF,17-352,3.0,0,0,0,5,3,1,12,2,4,0,0,0,11,0,6,0.0,Matches
David Luiz,br BRA,DF,37-059,3.0,0,0,0,5,0,0,2,2,1,0,1,0,6,9,3,75.0,Matches
Leo Ortiz,br BRA,"MF,DF",28-169,2.9,0,0,0,0,1,0,1,1,2,0,0,0,13,8,2,80.0,Matches
Matías Viña,uy URU,DF,26-224,2.1,0,0,0,0,0,0,9,3,1,0,0,0,7,3,5,37.5,Matches
Igor,br BRA,MF,21-105,0.8,1,0,0,1,2,0,0,3,3,0,0,0,6,1,3,25.0,Matches
Carlinhos,br BRA,"FW,DF",27-129,0.7,0,0,0,2,1,0,0,0,0,0,0,0,0,5,4,55.6,Matches
Gabriel Barbosa,br BRA,"FW,MF",27-295,0.9,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,0.0,Matches
Victor Hugo,br BRA,"FW,MF",20-040,0.8,1,0,0,1,0,0,5,0,1,0,0,0,4,2,1,66.7,Matches
Evertton,br BRA,MF,21-113,0.2,1,0,0,1,1,0,0,0,0,0,0,0,1,2,0,100.0,Matches
Squad Total,0,0,28.1,9.0,17,0,0,105,139,9,170,70,95,1,2,0,362,126,131,49.0,0
Opponent Total,0,0,27.9,9.0,29,4,0,141,97,10,153,70,75,1,1,0,340,131,126,51.0,0
