D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2024-04-02,17:00,Libertadores,Group stage,Tue,Away,D,1.0,1.0,co Millonarios,1.6,1.7,53.0,22205.0,Giorgian De Arrascaeta,4-2-3-1,Darío Herrera,Match Report,0
2024-04-10,21:30,Libertadores,Group stage,Wed,Home,W,2.0,0.0,cl Palestino,2.3,0.9,63.0,0.0,Giorgian De Arrascaeta,4-2-3-1,Facundo Tello,Match Report,0
2024-04-14,16:00,Série A,Matchweek 1,Sun,Away,W,2.0,1.0,Atl Goianiense,1.2,1.6,67.0,31617.0,Giorgian De Arrascaeta,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,0
2024-04-17,21:30,Série A,Matchweek 2,Wed,Home,W,2.0,1.0,São Paulo,1.3,0.7,47.0,45166.0,Bruno Henrique,4-2-3-1,Anderson Daronco,Match Report,0
2024-04-21,16:00,Série A,Matchweek 3,Sun,Away,D,0.0,0.0,Palmeiras,0.2,0.4,50.0,29956.0,Giorgian De Arrascaeta,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,0
2024-04-24,20:30,Libertadores,Group stage,Wed,Away,L,1.0,2.0,bo Bolívar,1.5,1.5,37.0,22620.0,Gerson,3-4-3,Alexis Herrera,Match Report,0
2024-04-28,11:00,Série A,Matchweek 4,Sun,Home,L,0.0,2.0,Botafogo (RJ),0.8,1.0,60.0,53683.0,Giorgian De Arrascaeta,4-2-3-1,Raphael Claus,Match Report,0
2024-05-04,18:30,Série A,Matchweek 5,Sat,Away,D,1.0,1.0,Red Bull Bragantino,1.8,0.6,56.0,9917.0,Gerson,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,0
2024-05-07,20:00,Libertadores,Group stage,Tue,Away,L,0.0,1.0,cl Palestino,1.2,0.5,64.0,4217.0,Gerson,4-2-3-1,Esteban Ostojich,Match Report,0
2024-05-11,16:00,Série A,Matchweek 6,Sat,Home,W,2.0,0.0,Corinthians,1.7,1.6,58.0,56829.0,Gerson,4-2-3-1,Ramon Abatti,Match Report,0
2024-05-15,21:30,Libertadores,Group stage,Wed,Home,W,4.0,0.0,bo Bolívar,2.6,0.7,50.0,63169.0,Gerson,4-2-3-1,Andrés Matonte,Match Report,0
