Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Youssouf Fofana,fr FRA,MF,24.0,30.0,4,52,13,25.0,1.74,0.43,0.08,0.31,19.6,0,0,0,5.0,5.0,0.1,-1.0,-1.0,Matches
Wissam Ben Yedder,fr FRA,FW,32.0,25.7,16,63,29,46.0,2.45,1.13,0.24,0.52,11.5,0,1,1,12.4,11.6,0.18,3.6,3.4,Matches
Aleksandr Golovin,ru RUS,"MF,FW",27.0,23.9,6,44,19,43.2,1.84,0.8,0.14,0.32,21.5,6,0,0,3.4,3.4,0.08,2.6,2.6,Matches
Takumi Minamino,jp JPN,MF,28.0,23.5,9,60,28,46.7,2.55,1.19,0.15,0.32,17.1,0,0,0,5.9,5.9,0.1,3.1,3.1,Matches
Wilfried Singo,ci CIV,DF,22.0,24.3,1,19,7,36.8,0.78,0.29,0.05,0.14,16.1,0,0,0,0.8,0.8,0.04,0.2,0.2,Matches
Denis Zakaria,ch SUI,"MF,DF",26.0,23.7,4,26,10,38.5,1.09,0.42,0.15,0.4,21.6,0,0,0,1.4,1.4,0.05,2.6,2.6,Matches
Philipp Köhn,ch SUI,GK,25.0,22.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Guillermo Maripán,cl CHI,DF,29.0,19.6,1,11,5,45.5,0.56,0.25,0.09,0.2,16.6,0,0,0,0.4,0.4,0.04,0.6,0.6,Matches
Vanderson,br BRA,DF,22.0,18.2,3,30,10,33.3,1.65,0.55,0.1,0.3,21.6,0,0,0,2.1,2.1,0.07,0.9,0.9,Matches
Folarin Balogun,us USA,FW,22.0,18.8,7,63,26,41.3,3.35,1.38,0.11,0.27,14.0,0,0,3,11.0,8.5,0.14,-4.0,-1.5,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21.0,17.9,7,36,22,61.1,2.01,1.23,0.19,0.32,15.7,1,0,0,5.4,5.4,0.15,1.6,1.6,Matches
Ismail Jakobs,sn SEN,DF,23.0,16.3,1,21,7,33.3,1.29,0.43,0.05,0.14,15.8,1,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Soungoutou Magassa,fr FRA,"DF,MF",19.0,15.0,0,8,2,25.0,0.53,0.13,0.0,0.0,19.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Thilo Kehrer,de GER,DF,26.0,14.7,1,12,4,33.3,0.82,0.27,0.08,0.25,11.1,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches
Mohamed Camara,ml MLI,MF,23.0,11.5,1,13,3,23.1,1.13,0.26,0.0,0.0,26.0,0,1,1,1.5,0.7,0.05,-0.5,-0.7,Matches
Krépin Diatta,sn SEN,"DF,FW",24.0,13.4,0,9,0,0.0,0.67,0.0,0.0,0.0,23.5,1,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Radosław Majecki,pl POL,GK,23.0,12.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Mohammed Salisu,gh GHA,DF,24.0,11.5,0,4,1,25.0,0.35,0.09,0.0,0.0,14.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Kassoum Ouattara,fr FRA,"DF,FW",18.0,7.1,1,8,5,62.5,1.13,0.71,0.13,0.2,15.2,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches
Caio Henrique Oliveira Silva,br BRA,DF,26.0,6.9,0,6,1,16.7,0.87,0.14,0.0,0.0,26.9,1,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Eliesse Ben Seghir,ma MAR,"MF,FW",18.0,4.8,2,14,4,28.6,2.94,0.84,0.14,0.5,19.8,1,0,0,0.8,0.8,0.06,1.2,1.2,Matches
Chrislain Matsima,fr FRA,DF,21.0,3.3,0,2,0,0.0,0.6,0.0,0.0,0.0,8.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Breel Embolo,ch SUI,FW,26.0,2.0,1,6,3,50.0,2.97,1.48,0.17,0.33,15.9,0,0,0,0.7,0.7,0.12,0.3,0.3,Matches
Mamadou Coulibaly,fr FRA,MF,19.0,1.3,0,2,0,0.0,1.53,0.0,0.0,0.0,20.4,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
Edan Diop,fr FRA,"MF,DF",18.0,1.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Eliot Matazo,be BEL,MF,21.0,1.1,0,1,1,100.0,0.88,0.88,0.0,0.0,22.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Myron Boadu,nl NED,FW,22.0,0.9,1,2,2,100.0,2.12,2.12,0.5,0.5,10.7,0,0,0,0.4,0.4,0.22,0.6,0.6,Matches
Saïmon Bouabré,fr FRA,MF,17.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
