Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Youssouf Fofana,fr FRA,MF,24.0,32,2697.0,84.0,88.1,30.0,31,87.0,24,1,13.0,0,2.0,56.0,33.0,23.0,0.77,0.02,47.4,36.7,10.7,0.36,0.15,Matches
Wissam Ben Yedder,fr FRA,FW,32.0,32,2316.0,72.0,75.7,25.7,26,85.0,14,6,17.0,1,2.0,56.0,32.0,24.0,0.93,0.69,42.3,32.1,10.2,0.4,0.25,Matches
Aleksandr Golovin,ru RUS,"MF,FW",27.0,25,2147.0,86.0,70.2,23.9,25,86.0,16,0,0.0,0,1.96,47.0,31.0,16.0,0.67,-0.32,36.5,30.3,6.1,0.26,-0.27,Matches
Takumi Minamino,jp JPN,MF,28.0,30,2117.0,71.0,69.2,23.5,25,81.0,9,5,17.0,0,2.0,45.0,27.0,18.0,0.77,0.0,40.1,28.9,11.2,0.47,0.44,Matches
Wilfried Singo,ci CIV,DF,22.0,25,2187.0,87.0,71.5,24.3,24,90.0,23,1,28.0,0,2.12,47.0,26.0,21.0,0.86,0.35,39.6,28.4,11.2,0.46,0.43,Matches
Denis Zakaria,ch SUI,"MF,DF",26.0,25,2137.0,85.0,69.8,23.7,24,88.0,18,1,17.0,0,1.76,41.0,32.0,9.0,0.38,-1.28,34.7,31.2,3.6,0.15,-0.62,Matches
Philipp Köhn,ch SUI,GK,25.0,22,1980.0,90.0,64.7,22.0,22,90.0,22,0,0.0,12,1.73,41.0,32.0,9.0,0.41,-1.01,31.4,26.8,4.6,0.21,-0.37,Matches
Guillermo Maripán,cl CHI,DF,29.0,23,1767.0,77.0,57.7,19.6,21,84.0,19,2,1.0,3,1.91,39.0,26.0,13.0,0.66,-0.24,30.1,26.7,3.4,0.17,-0.39,Matches
Vanderson,br BRA,DF,22.0,20,1641.0,82.0,53.6,18.2,20,82.0,11,0,0.0,5,2.0,39.0,25.0,14.0,0.77,0.01,29.3,22.8,6.5,0.35,0.04,Matches
Folarin Balogun,us USA,FW,22.0,29,1692.0,58.0,55.3,18.8,19,77.0,5,10,23.0,0,2.0,37.0,26.0,11.0,0.59,-0.4,31.1,26.7,4.5,0.24,-0.23,Matches
