Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Youssouf Fofana,fr FRA,MF,24.0,30.0,3,0,0,37,33,1,14,37,39,0,1,1,230,17,16,51.5,Matches
Wissam Ben Yedder,fr FRA,FW,32.0,25.7,2,0,0,11,20,32,9,8,3,0,0,0,72,15,28,34.9,Matches
Aleksandr Golovin,ru RUS,"MF,FW",27.0,23.9,8,1,0,25,36,3,110,21,30,1,0,0,133,12,18,40.0,Matches
Takumi Minamino,jp JPN,MF,28.0,23.5,4,0,0,30,32,5,32,11,17,2,0,0,115,6,13,31.6,Matches
Wilfried Singo,ci CIV,DF,22.0,24.3,8,1,0,36,37,2,21,51,25,0,0,1,199,63,29,68.5,Matches
Denis Zakaria,ch SUI,"MF,DF",26.0,23.7,13,2,2,33,13,0,9,47,27,0,1,0,165,10,14,41.7,Matches
Philipp Köhn,ch SUI,GK,25.0,22.0,0,0,0,0,1,0,0,1,1,0,0,0,26,3,0,100.0,Matches
Guillermo Maripán,cl CHI,DF,29.0,19.6,0,1,0,21,6,1,0,30,8,0,0,0,81,47,38,55.3,Matches
Vanderson,br BRA,DF,22.0,18.2,6,1,1,45,17,1,48,35,41,0,0,0,126,12,25,32.4,Matches
Folarin Balogun,us USA,FW,22.0,18.8,1,0,0,31,35,14,7,3,4,1,0,0,48,8,33,19.5,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21.0,17.9,5,0,0,33,31,1,54,9,23,0,0,0,110,4,19,17.4,Matches
Ismail Jakobs,sn SEN,DF,23.0,16.3,0,0,0,25,18,3,76,11,41,0,0,0,75,38,30,55.9,Matches
Soungoutou Magassa,fr FRA,"DF,MF",19.0,15.0,7,0,0,31,13,1,3,21,26,0,1,0,112,24,17,58.5,Matches
Thilo Kehrer,de GER,DF,26.0,14.7,4,1,1,17,5,0,4,30,22,0,1,0,61,22,20,52.4,Matches
Mohamed Camara,ml MLI,MF,23.0,11.5,4,0,0,25,23,0,1,11,21,0,0,0,85,7,8,46.7,Matches
Krépin Diatta,sn SEN,"DF,FW",24.0,13.4,2,0,0,18,24,1,39,16,20,0,0,0,80,30,19,61.2,Matches
Radosław Majecki,pl POL,GK,23.0,12.0,1,0,0,0,2,0,0,0,0,0,0,0,16,4,1,80.0,Matches
Mohammed Salisu,gh GHA,DF,24.0,11.5,2,0,0,12,5,1,1,22,12,0,0,0,65,36,21,63.2,Matches
Kassoum Ouattara,fr FRA,"DF,FW",18.0,7.1,2,0,0,10,9,0,35,13,12,0,0,0,37,16,7,69.6,Matches
Caio Henrique Oliveira Silva,br BRA,DF,26.0,6.9,0,0,0,2,2,1,36,6,7,0,0,0,37,2,5,28.6,Matches
Eliesse Ben Seghir,ma MAR,"MF,FW",18.0,4.8,0,1,0,6,19,1,13,2,6,1,0,0,19,5,8,38.5,Matches
Chrislain Matsima,fr FRA,DF,21.0,3.3,2,0,0,10,2,0,0,4,7,0,1,0,23,10,8,55.6,Matches
Breel Embolo,ch SUI,FW,26.0,2.0,0,0,0,3,7,3,1,1,3,0,0,0,3,1,8,11.1,Matches
Mamadou Coulibaly,fr FRA,MF,19.0,1.3,0,0,0,3,2,0,1,0,4,0,0,0,3,2,0,100.0,Matches
Edan Diop,fr FRA,"MF,DF",18.0,1.8,3,0,0,7,3,0,2,1,8,0,1,0,11,3,2,60.0,Matches
Eliot Matazo,be BEL,MF,21.0,1.1,2,0,0,5,1,0,1,3,1,0,0,0,12,4,1,80.0,Matches
Myron Boadu,nl NED,FW,22.0,0.9,0,0,0,3,2,1,0,0,2,0,0,0,3,1,6,14.3,Matches
Saïmon Bouabré,fr FRA,MF,17.0,0.5,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0.0,Matches
Antonin Cartillier,fr FRA,DF,19.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Lucas Michel,fr FRA,FW,19.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Squad Total,0,0,25.0,34.0,79,8,4,481,400,73,517,394,412,5,6,2,1949,402,394,50.5,0
Opponent Total,0,0,25.7,34.0,62,5,1,421,464,63,568,360,341,6,5,2,1893,394,402,49.5,0
