Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Youssouf Fofana,fr FRA,MF,24.0,30.0,1453,1789,81.2,23800,9039,690,796,86.7,601,706,85.1,106,180,58.9,4,3.4,4.7,0.6,40,194,43,2,249,Matches
Wissam Ben Yedder,fr FRA,FW,32.0,25.7,555,752,73.8,7382,1881,345,430,80.2,149,210,71.0,22,33,66.7,2,4.3,5.7,-2.3,37,53,34,1,96,Matches
Aleksandr Golovin,ru RUS,"MF,FW",27.0,23.9,935,1236,75.6,16293,5324,440,521,84.5,325,413,78.7,124,211,58.8,6,4.7,6.4,1.3,50,99,62,5,172,Matches
Takumi Minamino,jp JPN,MF,28.0,23.5,646,885,73.0,9574,2740,359,455,78.9,213,280,76.1,36,75,48.0,6,4.9,4.3,1.1,34,53,36,3,97,Matches
Wilfried Singo,ci CIV,DF,22.0,24.3,1282,1490,86.0,24364,8674,460,508,90.6,633,706,89.7,158,229,69.0,1,1.0,1.1,0.0,14,125,15,3,145,Matches
Denis Zakaria,ch SUI,"MF,DF",26.0,23.7,1081,1184,91.3,18845,5961,463,502,92.2,515,548,94.0,74,92,80.4,0,1.1,1.1,-1.1,11,102,10,4,107,Matches
Philipp Köhn,ch SUI,GK,25.0,22.0,479,667,71.8,13030,9307,81,81,100.0,238,240,99.2,159,344,46.2,0,0.0,0.0,0.0,0,4,0,0,0,Matches
Guillermo Maripán,cl CHI,DF,29.0,19.6,934,1054,88.6,18953,6908,232,262,88.5,582,622,93.6,105,143,73.4,0,0.5,0.2,-0.5,4,51,1,0,59,Matches
Vanderson,br BRA,DF,22.0,18.2,734,992,74.0,12230,4003,367,443,82.8,274,371,73.9,65,122,53.3,1,1.4,2.0,-0.4,19,47,24,3,71,Matches
Folarin Balogun,us USA,FW,22.0,18.8,263,365,72.1,3304,588,150,187,80.2,73,98,74.5,5,16,31.3,5,3.3,1.9,1.7,26,20,11,0,30,Matches
Maghnes Akliouche,fr FRA,"MF,FW",21.0,17.9,645,833,77.4,9118,2859,380,444,85.6,196,246,79.7,32,69,46.4,4,3.5,3.4,0.5,38,64,38,3,93,Matches
Ismail Jakobs,sn SEN,DF,23.0,16.3,626,874,71.6,9832,3149,317,380,83.4,256,347,73.8,35,100,35.0,2,1.8,2.0,0.2,17,44,20,10,56,Matches
Soungoutou Magassa,fr FRA,"DF,MF",19.0,15.0,871,998,87.3,16582,5928,300,331,90.6,470,511,92.0,87,129,67.4,0,0.1,0.5,-0.1,2,86,2,1,92,Matches
Thilo Kehrer,de GER,DF,26.0,14.7,859,966,88.9,16369,6851,292,325,89.8,463,496,93.3,88,118,74.6,1,1.1,0.3,-0.1,5,88,2,0,90,Matches
Mohamed Camara,ml MLI,MF,23.0,11.5,707,769,91.9,12236,3295,310,331,93.7,298,315,94.6,75,85,88.2,2,0.6,0.9,1.4,14,79,9,1,76,Matches
Krépin Diatta,sn SEN,"DF,FW",24.0,13.4,602,787,76.5,9825,3682,294,352,83.5,245,315,77.8,41,76,53.9,2,1.8,2.2,0.2,23,46,22,5,80,Matches
Radosław Majecki,pl POL,GK,23.0,12.0,277,376,73.7,6996,5167,55,55,100.0,148,150,98.7,73,170,42.9,0,0.0,0.0,0.0,0,1,0,0,1,Matches
Mohammed Salisu,gh GHA,DF,24.0,11.5,657,778,84.4,11352,4819,269,302,89.1,335,372,90.1,37,75,49.3,1,0.2,0.2,0.8,3,88,4,0,72,Matches
Kassoum Ouattara,fr FRA,"DF,FW",18.0,7.1,213,329,64.7,3743,1188,99,137,72.3,92,133,69.2,19,45,42.2,0,1.3,0.8,-1.3,6,15,6,2,22,Matches
Caio Henrique Oliveira Silva,br BRA,DF,26.0,6.9,376,464,81.0,6295,2068,175,196,89.3,168,197,85.3,28,53,52.8,5,1.3,2.3,3.7,13,26,15,2,33,Matches
Eliesse Ben Seghir,ma MAR,"MF,FW",18.0,4.8,174,215,80.9,2671,572,90,104,86.5,63,75,84.0,9,18,50.0,1,0.5,0.6,0.5,5,14,6,1,21,Matches
Chrislain Matsima,fr FRA,DF,21.0,3.3,215,231,93.1,3943,1598,75,84,89.3,120,124,96.8,15,17,88.2,1,0.1,0.1,0.9,3,39,0,0,31,Matches
Breel Embolo,ch SUI,FW,26.0,2.0,37,46,80.4,591,152,18,21,85.7,13,17,76.5,4,4,100.0,0,0.1,0.2,-0.1,3,4,2,0,7,Matches
Mamadou Coulibaly,fr FRA,MF,19.0,1.3,56,70,80.0,800,158,32,42,76.2,21,24,87.5,2,2,100.0,0,0.1,0.1,-0.1,1,6,1,0,5,Matches
Edan Diop,fr FRA,"MF,DF",18.0,1.8,71,97,73.2,1270,460,29,36,80.6,30,40,75.0,8,13,61.5,0,0.0,0.0,0.0,0,9,1,0,7,Matches
Eliot Matazo,be BEL,MF,21.0,1.1,50,63,79.4,817,348,24,28,85.7,19,26,73.1,5,7,71.4,1,1.0,0.7,0.0,2,5,1,0,10,Matches
Myron Boadu,nl NED,FW,22.0,0.9,10,15,66.7,114,23,5,10,50.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Saïmon Bouabré,fr FRA,MF,17.0,0.5,15,17,88.2,220,42,9,11,81.8,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,2,0,0,3,Matches
Antonin Cartillier,fr FRA,DF,19.0,0.1,1,3,33.3,10,7,1,1,100.0,0,0,0.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Lucas Michel,fr FRA,FW,19.0,0.1,1,1,100.0,9,0,1,1,100.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,25.0,34.0,14825,18346,80.8,260568,96791,6362,7376,86.3,6547,7589,86.3,1414,2430,58.2,45,37.7,42.0,7.3,370,1364,365,46,1726,0
Opponent Total,0,0,25.7,34.0,12256,15731,77.9,219586,83339,5256,6125,85.8,5226,6178,84.6,1338,2506,53.4,26,30.4,29.0,-4.4,285,982,240,49,1311,0
