D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,15:00,Ligue 1,Matchweek 1,Sun,Away,W,4,2,Clermont Foot,2.5,1.8,45,10453,Wissam Ben Yedder,3-4-3,François Letexier,Match Report,0
2023-08-20,19:00,Ligue 1,Matchweek 2,Sun,Home,W,3,0,Strasbourg,0.9,0.5,56,10100,Wissam Ben Yedder,3-4-3,Ruddy Buquet,Match Report,0
2023-08-25,21:00,Ligue 1,Matchweek 3,Fri,Away,D,3,3,Nantes,3.3,1.0,65,28429,Wissam Ben Yedder,3-4-3,Jérémie Pignard,Match Report,0
2023-09-02,21:00,Ligue 1,Matchweek 4,Sat,Home,W,3,0,Lens,0.9,0.6,52,9600,Wissam Ben Yedder,3-4-3,Willy Delajod,Match Report,0
2023-09-17,13:00,Ligue 1,Matchweek 5,Sun,Away,D,2,2,Lorient,1.7,0.9,59,15247,Wissam Ben Yedder,3-4-3,Marc Bollengier,Match Report,0
2023-09-22,21:00,Ligue 1,Matchweek 6,Fri,Home,L,0,1,Nice,1.8,0.9,55,10075,Youssouf Fofana,3-4-3,Benoît Millot,Match Report,0
2023-09-30,21:00,Ligue 1,Matchweek 7,Sat,Home,W,3,2,Marseille,1.0,1.0,46,10200,Wissam Ben Yedder,3-4-1-2,Benoît Bastien,Match Report,0
2023-10-07,21:00,Ligue 1,Matchweek 8,Sat,Away,W,3,1,Reims,1.2,1.5,46,19000,Wissam Ben Yedder,3-4-1-2,Hakim Ben El Hadj Salem,Match Report,0
2023-10-22,17:05,Ligue 1,Matchweek 9,Sun,Home,W,2,1,Metz,2.0,1.0,75,6200,Wissam Ben Yedder,4-2-2-2,Romain Lissorgue,Match Report,0
2023-10-29,15:00,Ligue 1,Matchweek 10,Sun,Away,L,0,2,Lille,0.6,0.5,59,40046,Wissam Ben Yedder,4-1-3-2,Clément Turpin,Match Report,0
2023-11-05,17:05,Ligue 1,Matchweek 11,Sun,Home,W,2,0,Brest,0.8,0.8,46,9244,Youssouf Fofana,3-4-3,Eric Wattellier,Match Report,0
2023-11-11,21:00,Ligue 1,Matchweek 12,Sat,Away,D,0,0,Le Havre,0.6,1.4,62,23008,Wissam Ben Yedder,3-4-3,Thomas Léonard,Match Report,0
2023-11-24,21:00,Ligue 1,Matchweek 13,Fri,Away,L,2,5,Paris S-G,1.6,2.6,46,47896,Guillermo Maripán,3-4-3,Benoît Bastien,Match Report,0
2023-12-03,15:00,Ligue 1,Matchweek 14,Sun,Home,W,2,0,Montpellier,2.2,0.9,63,4599,Guillermo Maripán,4-2-3-1,Jeremy Stinat,Match Report,0
2023-12-09,17:00,Ligue 1,Matchweek 15,Sat,Away,W,2,1,Rennes,0.9,1.7,53,26856,Youssouf Fofana,3-4-3,Clément Turpin,Match Report,0
2023-12-15,21:00,Ligue 1,Matchweek 16,Fri,Home,L,0,1,Lyon,1.3,0.7,60,6000,Youssouf Fofana,3-4-3,Ruddy Buquet,Match Report,0
