Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Fábio,br BRA,GK,43-264,10.0,318,290,318,0,0,0,318,0,0,0.0,0,0.0,150,632,308,0,0,0,1,0,118,0,Matches
Marquinhos,br BRA,"FW,DF",21-074,9.3,595,20,137,238,227,23,595,47,14,29.8,29,61.7,337,2138,1171,40,24,13,29,18,422,71,Matches
Martinelli,br BRA,"MF,DF",23-041,8.5,696,90,290,344,63,5,696,11,4,36.4,5,45.5,383,1889,1049,8,5,1,11,14,552,8,Matches
Germán Cano,ar ARG,FW,36-139,7.9,195,14,39,86,75,27,195,9,2,22.2,5,55.6,88,365,103,2,4,2,9,3,118,15,Matches
Lima,br BRA,MF,28-009,7.5,495,30,169,229,101,10,495,23,9,39.1,12,52.2,248,1162,594,8,7,0,11,9,362,15,Matches
Ganso,br BRA,MF,34-252,6.7,476,11,120,252,111,2,476,7,5,71.4,2,28.6,247,896,466,5,6,0,10,3,363,10,Matches
Jhon Arias,co COL,FW,26-273,7.0,399,11,76,171,161,21,399,35,13,37.1,17,48.6,245,1574,816,24,20,3,8,15,314,51,Matches
Marcelo,br BRA,DF,36-039,6.5,472,35,157,199,119,9,471,10,4,40.0,4,40.0,247,1058,586,12,5,2,5,5,289,18,Matches
Manoel,br BRA,DF,34-115,5.5,312,48,172,131,9,2,312,1,1,100.0,0,0.0,162,829,437,0,2,0,4,0,206,0,Matches
Felipe Melo,br BRA,DF,40-360,3.2,219,40,139,77,3,2,219,1,0,0.0,1,100.0,120,490,210,0,2,1,4,2,146,0,Matches
Samuel Xavier,br BRA,DF,34-014,4.2,274,12,95,121,63,5,274,1,0,0.0,1,100.0,126,736,416,9,7,1,4,4,163,11,Matches
Alexsander,br BRA,MF,20-256,3.5,279,20,84,148,50,4,279,18,11,61.1,6,33.3,142,761,424,8,2,2,7,10,189,6,Matches
Diogo Barbosa,br BRA,DF,31-308,3.2,215,6,66,101,49,0,215,8,4,50.0,4,50.0,101,489,223,6,4,0,2,4,143,12,Matches
André,br BRA,"MF,DF",22-340,3.0,269,34,87,156,28,0,269,11,5,45.5,4,36.4,142,622,372,1,1,0,6,3,207,6,Matches
Marlon,br BRA,DF,28-287,3.0,241,41,135,103,3,2,241,1,1,100.0,0,0.0,144,678,292,2,0,0,2,1,176,0,Matches
Keno,br BRA,FW,34-284,2.7,109,1,12,33,66,10,109,11,6,54.5,5,45.5,64,393,238,10,4,5,5,5,86,26,Matches
John Kennedy,br BRA,FW,22-033,3.7,127,5,15,54,60,17,127,23,5,21.7,17,73.9,78,451,139,5,5,3,19,5,102,35,Matches
Douglas Costa,br BRA,FW,33-280,2.8,194,1,22,82,94,6,194,21,13,61.9,8,38.1,123,869,359,11,12,4,6,6,144,22,Matches
Antonio Carlos,br BRA,DF,31-105,2.5,176,34,101,74,2,1,176,1,1,100.0,0,0.0,87,329,138,0,0,0,1,0,122,0,Matches
Renato Augusto,br BRA,"MF,FW",36-133,2.1,149,3,32,67,50,2,149,2,1,50.0,1,50.0,87,357,166,3,4,0,5,1,121,6,Matches
Kauã Elias,br BRA,"FW,MF",18-084,1.4,61,1,5,33,23,2,61,10,4,40.0,6,60.0,31,133,51,1,3,0,6,5,41,8,Matches
Thiago dos Santos,br BRA,DF,34-289,1.2,112,16,68,41,4,1,112,0,0,0.0,0,0.0,66,267,87,0,0,0,0,0,82,0,Matches
Guga,br BRA,DF,25-296,0.6,50,7,27,19,5,0,50,1,1,100.0,0,0.0,18,107,59,3,0,0,0,0,27,1,Matches
Felipe Vieira,0,DF,0,1.5,102,13,63,38,2,0,102,2,1,50.0,1,50.0,54,223,129,1,0,0,3,1,67,0,Matches
David Terans,uy URU,"MF,FW",29-314,0.7,36,1,3,16,18,2,36,4,3,75.0,1,25.0,19,147,90,3,3,2,2,0,28,3,Matches
Lucas Calegari,br BRA,DF,22-114,0.7,55,2,13,31,11,1,55,0,0,0.0,0,0.0,21,43,22,0,1,0,1,0,33,2,Matches
Isaac,br BRA,"FW,DF",20-057,0.6,33,1,4,12,17,2,33,6,3,50.0,3,50.0,20,211,107,6,3,1,3,1,22,9,Matches
Gabriel,br BRA,MF,30-276,0.5,74,3,14,45,16,0,74,1,1,100.0,0,0.0,51,196,94,2,1,0,0,0,68,1,Matches
Squad Total,0,0,30.8,10.0,6733,790,2463,2901,1430,156,6732,265,112,42.3,132,49.8,3601,18045,9146,170,125,40,164,115,4711,336,0
Opponent Total,0,0,27.6,10.0,5027,527,1599,2201,1287,225,5026,131,57,43.5,67,51.1,2692,13492,6348,134,114,44,143,71,2986,289,0
