Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Fábio,br BRA,GK,43-264,10.0,0,0,0,0,0,0,0,1,0,0,0,0,17,3,0,100.0,Matches
Marquinhos,br BRA,"FW,DF",21-074,9.3,2,0,0,12,25,1,36,7,5,0,0,0,35,8,16,33.3,Matches
Martinelli,br BRA,"MF,DF",23-041,8.5,3,0,0,10,11,0,1,3,9,1,0,0,33,7,7,50.0,Matches
Germán Cano,ar ARG,FW,36-139,7.9,1,0,0,2,4,0,2,1,3,0,0,0,14,2,9,18.2,Matches
Lima,br BRA,MF,28-009,7.5,3,0,0,13,18,1,4,10,4,0,0,0,33,5,8,38.5,Matches
Ganso,br BRA,MF,34-252,6.7,6,0,0,8,8,0,13,2,6,0,0,0,22,2,4,33.3,Matches
Jhon Arias,co COL,FW,26-273,7.0,1,0,0,9,18,1,19,3,9,0,0,0,35,6,7,46.2,Matches
Marcelo,br BRA,DF,36-039,6.5,1,0,0,7,10,0,37,5,8,0,0,0,36,0,6,0.0,Matches
Manoel,br BRA,DF,34-115,5.5,1,0,0,9,3,0,0,2,3,0,0,0,16,6,14,30.0,Matches
Felipe Melo,br BRA,DF,40-360,3.2,2,0,0,4,4,0,0,6,3,0,0,0,12,9,3,75.0,Matches
Samuel Xavier,br BRA,DF,34-014,4.2,1,0,0,6,9,0,7,5,8,0,0,0,15,4,3,57.1,Matches
Alexsander,br BRA,MF,20-256,3.5,2,0,0,11,9,0,2,6,3,0,0,0,28,3,4,42.9,Matches
Diogo Barbosa,br BRA,DF,31-308,3.2,2,0,0,8,3,0,5,5,3,0,0,0,17,2,1,66.7,Matches
André,br BRA,"MF,DF",22-340,3.0,2,0,0,4,5,0,0,5,2,0,0,0,16,1,1,50.0,Matches
Marlon,br BRA,DF,28-287,3.0,1,0,0,4,1,0,0,2,2,0,0,0,10,12,7,63.2,Matches
Keno,br BRA,FW,34-284,2.7,0,0,0,1,2,1,7,1,0,0,0,0,8,1,0,100.0,Matches
John Kennedy,br BRA,FW,22-033,3.7,1,0,0,7,8,1,2,0,2,0,0,0,7,6,7,46.2,Matches
Douglas Costa,br BRA,FW,33-280,2.8,0,0,0,3,3,0,20,2,5,0,0,0,13,2,2,50.0,Matches
Antonio Carlos,br BRA,DF,31-105,2.5,0,0,0,0,3,0,1,3,1,0,0,0,11,5,7,41.7,Matches
Renato Augusto,br BRA,"MF,FW",36-133,2.1,0,0,0,1,1,2,3,2,1,0,0,0,10,1,4,20.0,Matches
Kauã Elias,br BRA,"FW,MF",18-084,1.4,0,0,0,3,0,0,0,0,1,0,0,0,7,3,3,50.0,Matches
Thiago dos Santos,br BRA,DF,34-289,1.2,1,0,0,3,1,0,0,2,0,0,1,0,5,2,3,40.0,Matches
Guga,br BRA,DF,25-296,0.6,3,0,0,3,1,0,0,1,1,0,0,0,2,0,0,0.0,Matches
Felipe Vieira,0,DF,0,1.5,0,0,0,1,2,0,0,2,2,0,0,0,4,4,2,66.7,Matches
David Terans,uy URU,"MF,FW",29-314,0.7,0,0,0,2,2,0,2,0,3,0,0,0,0,0,3,0.0,Matches
Lucas Calegari,br BRA,DF,22-114,0.7,0,0,0,1,2,0,1,1,3,0,0,0,7,0,0,0.0,Matches
Isaac,br BRA,"FW,DF",20-057,0.6,0,0,0,0,3,0,2,0,1,0,0,0,1,0,1,0.0,Matches
Gabriel,br BRA,MF,30-276,0.5,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,100.0,Matches
Squad Total,0,0,30.8,10.0,33,0,0,132,159,7,164,77,88,1,1,0,416,95,122,43.8,0
Opponent Total,0,0,27.6,10.0,35,1,1,168,126,26,192,92,154,0,1,1,459,122,95,56.2,0
