Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Fábio,br BRA,GK,43-264,10,900.0,90.0,100.0,10.0,10,90.0,10,0,0.0,0,0.6,10.0,18.0,-8.0,-0.8,0.0,9.8,15.1,-5.3,-0.53,0.0,Matches
Marquinhos,br BRA,"FW,DF",21-074,10,837.0,84.0,93.0,9.3,10,84.0,8,0,0.0,0,0.6,10.0,16.0,-6.0,-0.65,2.21,9.3,13.0,-3.7,-0.4,1.77,Matches
Martinelli,br BRA,"MF,DF",23-041,9,765.0,85.0,85.0,8.5,9,85.0,8,0,0.0,0,0.67,9.0,15.0,-6.0,-0.71,0.63,8.9,12.6,-3.7,-0.44,0.59,Matches
Germán Cano,ar ARG,FW,36-139,9,714.0,79.0,79.3,7.9,9,79.0,2,0,0.0,1,0.67,9.0,14.0,-5.0,-0.63,0.82,8.7,11.9,-3.2,-0.4,0.62,Matches
Lima,br BRA,MF,28-009,9,673.0,75.0,74.8,7.5,8,82.0,5,1,17.0,0,0.56,7.0,13.0,-6.0,-0.8,-0.01,6.2,11.4,-5.2,-0.69,-0.67,Matches
Ganso,br BRA,MF,34-252,8,602.0,75.0,66.9,6.7,8,75.0,3,0,0.0,0,0.75,8.0,11.0,-3.0,-0.45,1.06,7.4,9.5,-2.2,-0.32,0.61,Matches
Jhon Arias,co COL,FW,26-273,7,630.0,90.0,70.0,7.0,7,90.0,7,0,0.0,0,0.86,9.0,13.0,-4.0,-0.57,0.76,8.5,9.7,-1.1,-0.16,1.21,Matches
Marcelo,br BRA,DF,36-039,8,588.0,74.0,65.3,6.5,7,83.0,4,1,6.0,0,0.75,8.0,10.0,-2.0,-0.31,1.42,7.9,9.4,-1.5,-0.23,0.86,Matches
Manoel,br BRA,DF,34-115,7,494.0,71.0,54.9,5.5,6,77.0,3,1,35.0,0,0.57,6.0,12.0,-6.0,-1.09,-0.65,4.8,8.9,-4.1,-0.76,-0.51,Matches
Felipe Melo,br BRA,DF,40-360,6,288.0,48.0,32.0,3.2,6,48.0,0,0,0.0,1,1.0,4.0,4.0,0.0,0.0,1.18,3.0,4.4,-1.4,-0.39,0.22,Matches
