Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Fábio,br BRA,GK,43-264,10.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,7,3,Matches
Marquinhos,br BRA,"FW,DF",21-074,9.3,13,5,6,6,1,8,12,66.7,4,13,0,13,7,20,15,0,Matches
Martinelli,br BRA,"MF,DF",23-041,8.5,13,9,5,6,2,8,13,61.5,5,15,6,9,3,16,13,0,Matches
Germán Cano,ar ARG,FW,36-139,7.9,4,3,1,3,0,1,2,50.0,1,3,2,1,1,5,7,1,Matches
Lima,br BRA,MF,28-009,7.5,14,4,3,8,3,4,9,44.4,5,5,0,5,10,24,5,0,Matches
Ganso,br BRA,MF,34-252,6.7,6,6,1,4,1,3,8,37.5,5,6,1,5,2,8,4,1,Matches
Jhon Arias,co COL,FW,26-273,7.0,15,9,4,5,6,6,11,54.5,5,11,1,10,3,18,6,0,Matches
Marcelo,br BRA,DF,36-039,6.5,10,8,3,5,2,6,19,31.6,13,10,2,8,5,15,8,0,Matches
Manoel,br BRA,DF,34-115,5.5,4,3,3,0,1,1,5,20.0,4,7,6,1,2,6,19,0,Matches
Felipe Melo,br BRA,DF,40-360,3.2,5,3,4,1,0,3,6,50.0,3,5,3,2,6,11,18,0,Matches
Samuel Xavier,br BRA,DF,34-014,4.2,9,8,4,4,1,5,6,83.3,1,5,2,3,5,14,10,0,Matches
Alexsander,br BRA,MF,20-256,3.5,6,3,3,2,1,3,7,42.9,4,7,2,5,6,12,5,0,Matches
Diogo Barbosa,br BRA,DF,31-308,3.2,6,3,3,3,0,4,5,80.0,1,2,0,2,5,11,3,0,Matches
André,br BRA,"MF,DF",22-340,3.0,5,2,0,4,1,2,3,66.7,1,4,2,2,5,10,8,0,Matches
Marlon,br BRA,DF,28-287,3.0,2,2,0,2,0,1,1,100.0,0,3,3,0,2,4,14,1,Matches
Keno,br BRA,FW,34-284,2.7,1,0,0,1,0,1,2,50.0,1,2,0,2,1,2,1,1,Matches
John Kennedy,br BRA,FW,22-033,3.7,3,2,0,2,1,1,2,50.0,1,4,1,3,0,3,4,0,Matches
Douglas Costa,br BRA,FW,33-280,2.8,5,5,2,2,1,1,1,100.0,0,4,0,4,2,7,1,0,Matches
Antonio Carlos,br BRA,DF,31-105,2.5,1,1,0,1,0,0,1,0.0,1,6,5,1,3,4,12,1,Matches
Renato Augusto,br BRA,"MF,FW",36-133,2.1,4,1,1,0,3,3,4,75.0,1,0,0,0,2,6,2,0,Matches
Kauã Elias,br BRA,"FW,MF",18-084,1.4,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,2,0,Matches
Thiago dos Santos,br BRA,DF,34-289,1.2,0,0,0,0,0,0,0,0.0,0,1,1,0,2,2,4,0,Matches
Guga,br BRA,DF,25-296,0.6,1,1,1,0,0,1,1,100.0,0,2,1,1,1,2,3,0,Matches
Felipe Vieira,0,DF,0,1.5,4,2,2,1,1,0,0,0.0,0,1,1,0,2,6,7,0,Matches
David Terans,uy URU,"MF,FW",29-314,0.7,3,3,1,2,0,2,2,100.0,0,1,0,1,0,3,0,0,Matches
Lucas Calegari,br BRA,DF,22-114,0.7,3,3,1,1,1,2,2,100.0,0,1,1,0,1,4,0,0,Matches
Isaac,br BRA,"FW,DF",20-057,0.6,1,1,0,0,1,1,1,100.0,0,1,0,1,0,1,1,0,Matches
Gabriel,br BRA,MF,30-276,0.5,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,Matches
Squad Total,0,0,30.8,10.0,139,88,48,63,28,67,124,54.0,57,120,40,80,77,216,179,8,0
Opponent Total,0,0,27.6,10.0,248,154,111,101,36,133,244,54.5,111,101,24,77,92,340,179,3,0
