Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Fábio,br BRA,GK,43-264,10.0,242,282,85.8,4203,2723,78,80,97.5,84,86,97.7,35,69,50.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Marquinhos,br BRA,"FW,DF",21-074,9.3,350,448,78.1,5215,1258,198,228,86.8,109,137,79.6,25,40,62.5,1,2.0,0.9,-1.0,13,11,7,5,22,Matches
Martinelli,br BRA,"MF,DF",23-041,8.5,565,620,91.1,9538,3114,257,266,96.6,236,247,95.5,45,73,61.6,0,0.3,0.2,-0.3,5,43,2,0,32,Matches
Germán Cano,ar ARG,FW,36-139,7.9,99,129,76.7,1528,256,52,62,83.9,29,39,74.4,10,14,71.4,0,0.2,0.2,-0.2,3,3,1,0,8,Matches
Lima,br BRA,MF,28-009,7.5,360,411,87.6,5183,1385,221,237,93.2,106,118,89.8,21,31,67.7,0,0.2,0.1,-0.2,5,20,2,0,25,Matches
Ganso,br BRA,MF,34-252,6.7,381,442,86.2,5448,2072,238,264,90.2,97,111,87.4,29,38,76.3,2,0.7,0.6,1.3,16,41,6,1,42,Matches
Jhon Arias,co COL,FW,26-273,7.0,259,303,85.5,3261,538,173,180,96.1,68,78,87.2,4,15,26.7,1,0.5,0.7,0.5,8,14,4,0,21,Matches
Marcelo,br BRA,DF,36-039,6.5,304,402,75.6,5145,1796,164,176,93.2,95,123,77.2,36,82,43.9,1,1.5,0.7,-0.5,9,32,7,5,30,Matches
Manoel,br BRA,DF,34-115,5.5,234,270,86.7,3883,1432,110,118,93.2,104,118,88.1,14,25,56.0,0,0.0,0.0,0.0,0,4,0,0,9,Matches
Felipe Melo,br BRA,DF,40-360,3.2,152,176,86.4,2981,1076,52,56,92.9,76,82,92.7,22,34,64.7,0,0.0,0.0,0.0,0,8,0,0,6,Matches
Samuel Xavier,br BRA,DF,34-014,4.2,198,233,85.0,2959,890,111,122,91.0,70,83,84.3,11,14,78.6,1,0.7,0.4,0.3,5,13,2,2,10,Matches
Alexsander,br BRA,MF,20-256,3.5,191,221,86.4,2825,776,106,117,90.6,59,65,90.8,14,21,66.7,1,0.4,0.1,0.6,1,20,3,0,20,Matches
Diogo Barbosa,br BRA,DF,31-308,3.2,162,186,87.1,2536,671,84,92,91.3,67,75,89.3,7,8,87.5,0,0.1,0.1,-0.1,2,13,2,2,12,Matches
André,br BRA,"MF,DF",22-340,3.0,214,233,91.8,3278,966,115,119,96.6,82,86,95.3,12,19,63.2,0,0.0,0.1,0.0,2,19,0,0,20,Matches
Marlon,br BRA,DF,28-287,3.0,185,211,87.7,3237,1150,75,81,92.6,87,94,92.6,17,27,63.0,0,0.0,0.0,0.0,2,7,0,0,6,Matches
Keno,br BRA,FW,34-284,2.7,62,87,71.3,764,216,39,51,76.5,18,24,75.0,1,4,25.0,0,0.1,0.1,-0.1,3,1,5,1,7,Matches
John Kennedy,br BRA,FW,22-033,3.7,50,63,79.4,654,136,39,48,81.3,8,9,88.9,3,4,75.0,0,0.0,0.1,0.0,2,2,2,1,5,Matches
Douglas Costa,br BRA,FW,33-280,2.8,125,165,75.8,1867,522,69,78,88.5,42,55,76.4,8,21,38.1,0,0.5,0.6,-0.5,7,9,4,3,15,Matches
Antonio Carlos,br BRA,DF,31-105,2.5,136,154,88.3,2647,1021,60,62,96.8,63,68,92.6,13,22,59.1,0,0.1,0.1,-0.1,1,8,0,0,11,Matches
Renato Augusto,br BRA,"MF,FW",36-133,2.1,110,131,84.0,1659,463,65,72,90.3,33,38,86.8,8,14,57.1,0,0.1,0.2,-0.1,2,13,4,0,14,Matches
Kauã Elias,br BRA,"FW,MF",18-084,1.4,26,34,76.5,387,163,16,21,76.2,7,8,87.5,2,2,100.0,0,0.3,0.3,-0.3,2,5,1,0,8,Matches
Thiago dos Santos,br BRA,DF,34-289,1.2,84,99,84.8,1631,624,22,26,84.6,50,53,94.3,9,14,64.3,0,0.0,0.0,0.0,0,4,0,0,4,Matches
Guga,br BRA,DF,25-296,0.6,41,44,93.2,608,175,20,20,100.0,20,21,95.2,0,0,0.0,0,0.0,0.0,0.0,1,2,1,0,3,Matches
Felipe Vieira,0,DF,0,1.5,70,79,88.6,1083,358,39,42,92.9,26,28,92.9,4,6,66.7,0,0.0,0.0,0.0,0,3,0,0,1,Matches
David Terans,uy URU,"MF,FW",29-314,0.7,20,27,74.1,327,18,9,11,81.8,9,10,90.0,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
Lucas Calegari,br BRA,DF,22-114,0.7,42,49,85.7,673,166,24,26,92.3,14,18,77.8,3,4,75.0,0,0.0,0.0,0.0,0,3,0,0,2,Matches
Isaac,br BRA,"FW,DF",20-057,0.6,14,18,77.8,188,32,10,12,83.3,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
Gabriel,br BRA,MF,30-276,0.5,65,72,90.3,1123,257,30,33,90.9,29,31,93.5,5,7,71.4,0,0.0,0.0,0.0,0,6,0,0,6,Matches
Squad Total,0,0,30.8,10.0,4741,5589,84.8,74831,24254,2476,2700,91.7,1690,1908,88.6,360,614,58.6,7,7.9,5.7,-0.9,89,306,53,20,340,0
Opponent Total,0,0,27.6,10.0,3020,3915,77.1,55044,19597,1261,1472,85.7,1341,1580,84.9,334,618,54.0,12,10.3,8.2,1.7,126,258,73,23,295,0
