Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Fábio,br BRA,GK,43-264,10.0,282,196,86,14,0,1,0,0,0,0,0,0,242,0,1,Matches
Marquinhos,br BRA,"FW,DF",21-074,9.3,448,400,48,4,0,10,36,43,1,0,1,0,350,0,14,Matches
Martinelli,br BRA,"MF,DF",23-041,8.5,620,587,33,30,0,12,1,1,0,0,0,0,565,0,3,Matches
Germán Cano,ar ARG,FW,36-139,7.9,129,108,21,0,0,5,2,0,0,0,0,0,99,0,4,Matches
Lima,br BRA,MF,28-009,7.5,411,389,20,14,0,4,4,4,2,2,0,0,360,2,10,Matches
Ganso,br BRA,MF,34-252,6.7,442,394,48,23,0,0,13,10,15,7,2,0,381,0,3,Matches
Jhon Arias,co COL,FW,26-273,7.0,303,290,12,4,1,0,19,3,5,3,0,0,259,1,8,Matches
Marcelo,br BRA,DF,36-039,6.5,402,318,82,26,1,10,37,44,12,4,7,0,304,2,6,Matches
Manoel,br BRA,DF,34-115,5.5,270,251,19,19,0,2,0,0,0,0,0,0,234,0,2,Matches
Felipe Melo,br BRA,DF,40-360,3.2,176,173,3,3,1,2,0,0,0,0,0,0,152,0,1,Matches
Samuel Xavier,br BRA,DF,34-014,4.2,233,183,49,6,0,2,7,42,1,0,0,0,198,1,4,Matches
Alexsander,br BRA,MF,20-256,3.5,221,210,11,6,0,5,2,4,1,1,0,0,191,0,5,Matches
Diogo Barbosa,br BRA,DF,31-308,3.2,186,157,29,2,0,1,5,27,0,0,0,0,162,0,4,Matches
André,br BRA,"MF,DF",22-340,3.0,233,225,8,8,0,1,0,0,0,0,0,0,214,0,3,Matches
Marlon,br BRA,DF,28-287,3.0,211,201,10,9,0,4,0,1,0,0,0,0,185,0,2,Matches
Keno,br BRA,FW,34-284,2.7,87,85,2,0,0,0,7,1,0,0,0,0,62,0,5,Matches
John Kennedy,br BRA,FW,22-033,3.7,63,60,3,1,0,0,2,0,0,0,0,0,50,0,2,Matches
Douglas Costa,br BRA,FW,33-280,2.8,165,152,13,3,0,1,20,1,9,5,1,0,125,0,3,Matches
Antonio Carlos,br BRA,DF,31-105,2.5,154,146,8,4,0,2,1,1,0,0,0,0,136,0,1,Matches
Renato Augusto,br BRA,"MF,FW",36-133,2.1,131,128,3,1,1,1,3,1,1,1,0,0,110,0,1,Matches
Kauã Elias,br BRA,"FW,MF",18-084,1.4,34,32,2,0,1,0,0,0,0,0,0,0,26,0,0,Matches
Thiago dos Santos,br BRA,DF,34-289,1.2,99,94,4,4,0,2,0,0,0,0,0,0,84,1,1,Matches
Guga,br BRA,DF,25-296,0.6,44,27,17,2,0,0,0,15,0,0,0,0,41,0,2,Matches
Felipe Vieira,0,DF,0,1.5,79,77,2,2,0,0,0,0,0,0,0,0,70,0,2,Matches
David Terans,uy URU,"MF,FW",29-314,0.7,27,23,4,0,0,0,2,1,2,0,2,0,20,0,0,Matches
Lucas Calegari,br BRA,DF,22-114,0.7,49,41,8,2,0,0,1,6,0,0,0,0,42,0,0,Matches
Isaac,br BRA,"FW,DF",20-057,0.6,18,17,1,0,0,0,2,1,0,0,0,0,14,0,1,Matches
Gabriel,br BRA,MF,30-276,0.5,72,69,3,3,0,0,0,0,0,0,0,0,65,0,0,Matches
Squad Total,0,0,30.8,10.0,5589,5033,549,190,5,65,164,206,49,23,13,0,4741,7,88,0
Opponent Total,0,0,27.6,10.0,3915,3429,460,130,4,27,192,178,66,17,31,1,3020,26,92,0
