Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches
Fábio,br BRA,GK,43-264,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Marquinhos,br BRA,"FW,DF",21-074,10,10,837.0,9.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.0,2.4,40.0,22.0,71.0,0.0,0.11,0.11,0.0,0.11,0.04,0.22,0.26,0.04,0.26,Matches
Martinelli,br BRA,"MF,DF",23-041,9,9,765.0,8.5,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.8,8.0,32.0,8.0,0.12,0.0,0.12,0.12,0.12,0.06,0.03,0.09,0.06,0.09,Matches
Germán Cano,ar ARG,FW,36-139,9,9,714.0,7.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.2,4.2,0.2,4.5,2.0,8.0,15.0,0.25,0.0,0.25,0.25,0.25,0.53,0.03,0.56,0.53,0.56,Matches
Lima,br BRA,MF,28-009,9,8,673.0,7.5,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.6,8.0,25.0,15.0,0.27,0.0,0.27,0.27,0.27,0.06,0.02,0.08,0.06,0.08,Matches
Ganso,br BRA,MF,34-252,8,8,602.0,6.7,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.3,0.3,0.7,1.0,5.0,42.0,10.0,0.3,0.3,0.6,0.3,0.6,0.05,0.11,0.16,0.05,0.16,Matches
Jhon Arias,co COL,FW,26-273,7,7,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,1.3,24.0,21.0,51.0,0.0,0.14,0.14,0.0,0.14,0.12,0.08,0.19,0.12,0.19,Matches
Marcelo,br BRA,DF,36-039,8,7,588.0,6.5,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.2,0.4,1.5,1.9,12.0,30.0,18.0,0.15,0.15,0.31,0.0,0.15,0.18,0.24,0.41,0.06,0.29,Matches
Manoel,br BRA,DF,34-115,7,6,494.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches
Felipe Melo,br BRA,DF,40-360,6,6,288.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
