Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Moritz Nicolas,de GER,GK,25.0,27.0,49,4,0,6,0,45.1,0.26,-3.9,-0.14,112,315,35.6,888,140,26.0,29.7,161,52.2,42.5,460,21,4.6,22,0.81,13.2,Matches
Jonas Omlin,ch SUI,GK,29.0,7.0,18,2,0,1,0,13.3,0.24,-4.7,-0.67,32,90,35.6,242,37,30.2,32.3,34,50.0,41.8,78,7,9.0,12,1.71,15.3,Matches
Squad Total,0,0,25.4,34.0,67,6,0,7,0,58.4,0.26,-8.6,-0.25,144,405,35.6,1059,177,28.7,0.0,266,38.0,33.6,538,28,5.2,34,1.0,0.0,0
Opponent Total,0,0,26.7,34.0,56,5,0,13,1,51.1,0.3,-3.9,-0.12,142,405,35.1,988,127,31.8,32.7,242,37.6,35.1,446,24,5.4,46,1.35,16.7,0
