Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Julian Weigl,de GER,MF,27.0,30.7,1781,95,582,1038,180,11,1779,24,14,58.3,6,25.0,932,3694,1713,14,16,1,17,9,1102,14,Matches
Nico Elvedi,ch SUI,DF,26.0,27.6,1999,289,1047,881,79,25,1999,9,6,66.7,1,11.1,1184,6532,3837,37,19,0,7,4,1270,6,Matches
Franck Honorat,fr FRA,"DF,FW",26.0,26.1,1413,28,249,501,680,66,1413,54,21,38.9,27,50.0,775,4677,2675,97,60,26,26,18,881,242,Matches
Moritz Nicolas,de GER,GK,25.0,27.0,1119,939,1115,4,0,0,1119,0,0,0.0,0,0.0,739,3712,2118,0,0,0,0,0,591,0,Matches
Joe Scally,us USA,DF,20.0,24.8,1581,111,612,707,273,20,1581,33,11,33.3,20,60.6,911,4302,1921,39,33,6,22,21,997,75,Matches
Luca Netz,de GER,DF,20.0,24.7,1498,86,486,611,416,41,1498,48,23,47.9,21,43.8,761,3141,1564,46,33,9,34,28,843,99,Matches
Rocco Reitz,de GER,MF,21.0,23.7,1377,54,380,758,259,46,1377,52,20,38.5,25,48.1,788,3375,1648,41,29,12,40,30,870,58,Matches
Maximilian Wöber,at AUT,DF,25.0,23.0,1798,232,906,757,146,25,1798,4,2,50.0,2,50.0,975,5004,2743,32,19,2,6,2,1066,23,Matches
Alassane Pléa,fr FRA,"FW,MF",30.0,21.3,972,6,71,472,446,90,971,53,21,39.6,26,49.1,635,3074,1633,56,44,21,34,33,766,157,Matches
Ko Itakura,jp JPN,"DF,MF",26.0,17.7,1110,142,522,523,74,29,1110,7,5,71.4,2,28.6,628,3177,1766,14,11,1,7,5,715,7,Matches
Manu Koné,fr FRA,MF,22.0,17.3,925,23,181,525,238,31,925,69,37,53.6,26,37.7,579,3369,1764,42,33,6,41,41,643,56,Matches
Jordan Pefok,us USA,FW,27.0,15.8,470,35,56,273,144,64,470,13,3,23.1,9,69.2,253,934,285,5,4,2,43,30,337,73,Matches
Marvin Friedrich,de GER,DF,27.0,17.4,1089,158,670,375,47,17,1089,3,2,66.7,1,33.3,652,2780,1267,2,7,1,10,1,725,4,Matches
Florian Neuhaus,de GER,MF,26.0,13.6,696,15,123,409,175,36,695,21,11,52.4,8,38.1,428,2227,1211,30,20,5,13,16,518,43,Matches
Nathan N'Goumou,fr FRA,"FW,MF",23.0,15.4,652,19,102,253,306,68,652,58,20,34.5,32,55.2,403,2906,1385,52,38,25,32,14,460,150,Matches
Robin Hack,de GER,"FW,MF",24.0,15.0,753,11,116,337,311,65,753,60,26,43.3,31,51.7,468,2855,1378,50,39,20,49,36,551,103,Matches
Stefan Lainer,at AUT,"DF,MF",30.0,8.3,581,36,195,263,127,13,581,8,2,25.0,6,75.0,295,1315,606,15,14,3,10,4,352,31,Matches
Tomáš Čvančara,cz CZE,FW,22.0,10.0,331,8,26,169,140,45,329,16,5,31.3,10,62.5,188,792,314,12,7,7,28,11,266,47,Matches
Jonas Omlin,ch SUI,GK,29.0,7.0,300,239,299,1,0,0,300,2,2,100.0,0,0.0,196,983,536,0,0,0,0,0,155,0,Matches
Christoph Kramer,de GER,MF,32.0,2.8,227,6,58,109,60,8,227,10,4,40.0,5,50.0,128,575,280,10,3,4,3,4,140,8,Matches
Fabio Chiarodia,it ITA,DF,18.0,1.7,108,18,73,31,5,0,108,0,0,0.0,0,0.0,64,330,148,0,0,0,0,1,70,1,Matches
Patrick Herrmann,de GER,"FW,DF",32.0,1.0,58,2,5,22,32,9,58,1,0,0.0,0,0.0,27,148,92,3,4,1,1,1,34,8,Matches
Grant Ranos,am ARM,"MF,FW",20.0,0.5,36,0,1,15,20,4,36,3,1,33.3,2,66.7,20,82,14,0,1,0,2,5,23,4,Matches
Lukas Ullrich,de GER,"DF,FW",19.0,0.5,29,1,7,9,13,0,29,1,0,0.0,1,100.0,20,79,17,0,1,0,2,3,21,6,Matches
Shiō Fukuda,jp JPN,"FW,MF",19.0,0.4,15,0,2,4,9,5,15,1,1,100.0,0,0.0,8,41,4,0,0,0,1,3,9,2,Matches
Tony Jantschke,de GER,"DF,MF",33.0,0.3,22,5,15,7,0,0,22,0,0,0.0,0,0.0,8,17,4,0,0,0,0,0,9,0,Matches
Yvandro Borges Sanches,lu LUX,"MF,FW",19.0,0.2,14,1,1,4,9,2,14,0,0,0.0,0,0.0,12,36,17,1,0,1,1,0,13,0,Matches
Squad Total,0,0,25.4,34.0,20954,2559,7900,9058,4189,720,20948,550,237,43.1,261,47.5,12077,60157,30940,598,435,153,429,320,13427,1217,0
Opponent Total,0,0,26.7,34.0,23363,1938,5995,11570,6005,923,23357,570,247,43.3,287,50.4,13455,70904,36441,671,510,157,507,295,15946,1590,0
