Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Julian Weigl,de GER,MF,27.0,30.7,10,0,0,33,30,0,3,48,40,0,0,0,168,25,19,56.8,Matches
Nico Elvedi,ch SUI,DF,26.0,27.6,5,0,0,13,18,1,3,43,18,0,0,0,137,72,46,61.0,Matches
Franck Honorat,fr FRA,"DF,FW",26.0,26.1,1,0,0,9,14,6,236,9,13,0,0,0,138,17,19,47.2,Matches
Moritz Nicolas,de GER,GK,25.0,27.0,2,0,0,1,2,0,0,0,0,0,1,0,35,10,0,100.0,Matches
Joe Scally,us USA,DF,20.0,24.8,4,0,0,16,46,1,46,18,28,0,0,0,92,22,32,40.7,Matches
Luca Netz,de GER,DF,20.0,24.7,2,0,0,26,16,1,74,22,22,0,2,0,130,37,29,56.1,Matches
Rocco Reitz,de GER,MF,21.0,23.7,2,0,0,26,45,2,15,44,36,0,0,0,171,13,26,33.3,Matches
Maximilian Wöber,at AUT,DF,25.0,23.0,4,1,1,27,3,5,21,38,31,0,0,0,147,47,32,59.5,Matches
Alassane Pléa,fr FRA,"FW,MF",30.0,21.3,1,0,0,15,29,6,44,2,7,1,0,0,72,15,27,35.7,Matches
Ko Itakura,jp JPN,"DF,MF",26.0,17.7,9,0,0,28,4,0,5,22,21,0,0,0,78,38,30,55.9,Matches
Manu Koné,fr FRA,MF,22.0,17.3,4,1,0,28,35,3,3,15,26,1,1,0,111,21,24,46.7,Matches
Jordan Pefok,us USA,FW,27.0,15.8,2,0,0,35,30,7,0,5,4,1,0,0,35,47,45,51.1,Matches
Marvin Friedrich,de GER,DF,27.0,17.4,1,0,0,10,10,0,2,17,15,0,0,0,68,37,19,66.1,Matches
Florian Neuhaus,de GER,MF,26.0,13.6,4,0,0,9,18,0,10,14,12,0,0,0,70,7,7,50.0,Matches
Nathan N'Goumou,fr FRA,"FW,MF",23.0,15.4,1,0,0,13,18,6,28,5,22,0,1,0,62,9,34,20.9,Matches
Robin Hack,de GER,"FW,MF",24.0,15.0,2,0,0,17,22,9,44,14,8,0,0,0,79,16,22,42.1,Matches
Stefan Lainer,at AUT,"DF,MF",30.0,8.3,2,0,0,8,7,1,19,5,16,0,0,0,33,7,12,36.8,Matches
Tomáš Čvančara,cz CZE,FW,22.0,10.0,4,0,0,9,13,4,3,2,3,0,0,0,16,23,30,43.4,Matches
Jonas Omlin,ch SUI,GK,29.0,7.0,1,0,0,0,2,0,0,0,0,0,0,0,16,3,0,100.0,Matches
Christoph Kramer,de GER,MF,32.0,2.8,4,0,0,6,3,0,3,4,5,0,0,0,20,7,7,50.0,Matches
Fabio Chiarodia,it ITA,DF,18.0,1.7,0,0,0,1,0,0,1,3,5,0,1,0,4,5,3,62.5,Matches
Patrick Herrmann,de GER,"FW,DF",32.0,1.0,1,0,0,3,2,0,5,1,4,0,0,0,6,1,1,50.0,Matches
Grant Ranos,am ARM,"MF,FW",20.0,0.5,0,0,0,0,0,1,1,0,0,0,0,0,5,1,5,16.7,Matches
Lukas Ullrich,de GER,"DF,FW",19.0,0.5,0,0,0,0,1,0,5,0,0,0,0,0,3,0,2,0.0,Matches
Shiō Fukuda,jp JPN,"FW,MF",19.0,0.4,0,0,0,1,0,0,0,1,0,0,0,0,2,3,4,42.9,Matches
Tony Jantschke,de GER,"DF,MF",33.0,0.3,0,0,0,1,2,0,0,1,1,0,0,0,1,2,2,50.0,Matches
Yvandro Borges Sanches,lu LUX,"MF,FW",19.0,0.2,0,0,0,2,2,0,3,0,0,1,0,0,2,0,1,0.0,Matches
Squad Total,0,0,25.4,34.0,66,2,1,337,372,53,574,333,337,4,6,0,1701,485,478,50.4,0
Opponent Total,0,0,26.7,34.0,64,3,2,389,322,46,710,286,358,4,6,1,1770,478,485,49.6,0
