Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Gleison Bremer,br BRA,DF,26.0,36,3233.0,90.0,94.5,35.9,36,90.0,35,0,0.0,1,1.86,50.0,29.0,21.0,0.58,-0.38,51.9,28.4,23.5,0.65,0.12,Matches
Wojciech Szczęsny,pl POL,GK,33.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,0.0,1,1.83,49.0,30.0,19.0,0.54,-0.79,50.2,28.6,21.6,0.62,-0.36,Matches
Manuel Locatelli,it ITA,MF,25.0,36,3008.0,84.0,88.0,33.4,34,87.0,29,2,17.0,1,1.81,46.0,28.0,18.0,0.54,-0.55,48.5,26.8,21.7,0.65,0.02,Matches
Adrien Rabiot,fr FRA,MF,28.0,31,2651.0,86.0,77.5,29.5,30,87.0,28,1,33.0,0,1.9,37.0,24.0,13.0,0.44,-0.73,41.2,23.8,17.4,0.59,-0.24,Matches
Federico Gatti,it ITA,DF,25.0,32,2637.0,82.0,77.1,29.3,30,85.0,23,2,42.0,5,1.91,36.0,27.0,9.0,0.31,-1.3,42.4,23.7,18.7,0.64,-0.03,Matches
Weston McKennie,us USA,"MF,DF",24.0,34,2594.0,76.0,75.8,28.8,29,85.0,17,5,29.0,2,1.88,37.0,21.0,16.0,0.56,-0.21,41.5,19.8,21.7,0.75,0.45,Matches
Andrea Cambiaso,it ITA,"DF,FW",23.0,34,2372.0,70.0,69.4,26.4,28,79.0,4,6,27.0,1,1.82,31.0,22.0,9.0,0.34,-0.86,38.1,20.2,17.9,0.68,0.11,Matches
Danilo,br BRA,DF,32.0,29,2452.0,85.0,71.7,27.2,27,90.0,27,2,11.0,1,1.83,41.0,22.0,19.0,0.7,0.33,36.5,22.2,14.3,0.53,-0.43,Matches
Dušan Vlahović,rs SRB,FW,23.0,33,2307.0,70.0,67.5,25.6,27,80.0,8,6,25.0,0,2.0,35.0,23.0,12.0,0.47,-0.42,36.4,21.9,14.5,0.57,-0.24,Matches
Filip Kostić,rs SRB,DF,30.0,29,1815.0,63.0,53.1,20.2,26,67.0,3,3,24.0,8,2.1,26.0,15.0,11.0,0.55,-0.13,28.7,13.5,15.1,0.75,0.22,Matches
Federico Chiesa,it ITA,FW,25.0,33,2197.0,67.0,64.2,24.4,25,79.0,9,8,29.0,0,1.76,35.0,22.0,13.0,0.53,-0.2,36.7,21.4,15.3,0.62,-0.06,Matches
Fabio Miretti,it ITA,MF,19.0,25,1103.0,44.0,32.3,12.3,16,59.0,0,9,18.0,12,1.88,18.0,8.0,10.0,0.82,0.31,19.9,9.2,10.7,0.88,0.34,Matches
Daniele Rugani,it ITA,DF,29.0,17,1187.0,70.0,34.7,13.2,13,87.0,10,4,14.0,21,2.18,19.0,10.0,9.0,0.68,0.12,19.4,9.2,10.2,0.77,0.2,Matches
Timothy Weah,us USA,"DF,FW",23.0,30,1258.0,42.0,36.8,14.0,12,72.0,3,18,22.0,2,1.77,24.0,12.0,12.0,0.86,0.4,20.8,13.1,7.7,0.55,-0.15,Matches
Kenan Yıldız,tr TUR,"FW,DF",18.0,27,952.0,35.0,27.8,10.6,9,68.0,0,18,19.0,9,1.67,20.0,7.0,13.0,1.23,0.86,14.7,7.2,7.5,0.7,0.08,Matches
Alex Sandro,br BRA,DF,32.0,16,721.0,45.0,21.1,8.0,8,80.0,6,8,10.0,9,1.69,13.0,6.0,7.0,0.87,0.34,11.6,6.9,4.7,0.58,-0.08,Matches
Moise Kean,it ITA,FW,23.0,19,654.0,34.0,19.1,7.3,8,66.0,0,11,11.0,4,1.95,6.0,4.0,2.0,0.28,-0.41,9.0,5.3,3.6,0.5,-0.18,Matches
Arkadiusz Milik,pl POL,FW,29.0,32,919.0,29.0,26.9,10.2,7,71.0,2,25,17.0,0,2.03,24.0,6.0,18.0,1.76,1.58,18.4,5.5,12.8,1.26,0.83,Matches
Samuel Iling-Junior,eng ENG,"DF,MF",19.0,24,810.0,34.0,23.7,9.0,4,84.0,2,20,24.0,14,1.75,18.0,10.0,8.0,0.89,0.37,12.8,8.1,4.7,0.52,-0.17,Matches
Nicolò Fagioli,it ITA,MF,22.0,8,437.0,55.0,12.8,4.9,4,74.0,0,4,36.0,2,1.88,8.0,4.0,4.0,0.82,0.25,5.1,3.4,1.7,0.35,-0.35,Matches
Carlos Alcaraz,ar ARG,MF,20.0,10,380.0,38.0,11.1,4.2,3,75.0,1,7,22.0,3,1.4,8.0,5.0,3.0,0.71,0.12,5.5,6.1,-0.6,-0.14,-0.89,Matches
Hans Nicolussi Caviglia,it ITA,MF,23.0,8,268.0,34.0,7.8,3.0,3,62.0,0,5,16.0,30,2.13,3.0,2.0,1.0,0.34,-0.29,4.3,1.8,2.5,0.84,0.21,Matches
Mattia Perin,it ITA,GK,30.0,3,225.0,75.0,6.6,2.5,3,75.0,2,0,0.0,30,2.33,5.0,1.0,4.0,1.6,1.06,4.0,1.1,3.0,1.19,0.58,Matches
Mattia De Sciglio,it ITA,DF,30.0,1,45.0,45.0,1.3,0.5,1,45.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,-0.61,0.2,0.6,-0.4,-0.88,-1.55,Matches
Paul Pogba,fr FRA,MF,30.0,2,54.0,27.0,1.6,0.6,0,0.0,0,2,27.0,1,2.0,2.0,0.0,2.0,3.33,2.77,1.2,0.2,1.1,1.77,1.14,Matches
Carlo Pinsoglio,it ITA,GK,33.0,1,45.0,45.0,1.3,0.5,0,0.0,0,1,45.0,37,3.0,0.0,0.0,0.0,0.0,-0.61,0.3,0.4,0.0,-0.06,-0.72,Matches
Joseph Nonge,be BEL,MF,18.0,2,24.0,12.0,0.7,0.3,0,0.0,0,2,12.0,20,1.5,2.0,1.0,1.0,3.75,3.17,0.1,1.1,-0.9,-3.46,-4.14,Matches
Tiago Djaló,pt POR,DF,23.0,1,17.0,17.0,0.5,0.2,0,0.0,0,1,17.0,15,3.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.2,-0.2,-0.96,-1.61,Matches
Dean Huijsen,es ESP,DF,18.0,1,13.0,13.0,0.4,0.1,0,0.0,0,1,13.0,14,3.0,0.0,0.0,0.0,0.0,-0.61,0.6,0.0,0.6,4.11,3.47,Matches
Nikola Sekulov,it ITA,FW,21.0,1,11.0,11.0,0.3,0.1,0,0.0,0,1,11.0,0,0.0,0.0,1.0,-1.0,-8.18,-8.82,0.0,0.2,-0.2,-1.44,-2.1,Matches
Leonardo Cerri,it ITA,DF,20.0,1,7.0,7.0,0.2,0.1,0,0.0,0,1,7.0,0,0.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.32,-0.32,Matches
Gian Crespi,it ITA,GK,22.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanni Daffara,it ITA,GK,18.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Giovanni Garofani,it ITA,GK,20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Luis Hasa,it ITA,MF,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tommaso Mancini,it ITA,FW,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Simone Scaglia,it ITA,GK,19.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matìas Soulé,ar ARG,"FW,MF",20.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Squad Total,0,0,26.5,38,3420.0,90.0,100.0,38.0,418,81.0,244,173,20.0,261,1.87,54.0,31.0,23.0,0.61,0.0,54.6,30.1,24.6,0.65,0.0,0
Opponent Total,0,0,26.6,38,3420.0,90.0,100.0,38.0,418,81.0,243,174,19.0,302,0.76,31.0,54.0,-23.0,-0.61,0.0,30.1,54.6,-24.6,-0.65,0.0,0
