D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-20,20:45,Serie A,Matchweek 1,Sun,Away,W,3,0,Udinese,1.8,1.0,51,24911,Danilo,3-1-4-2,Antonio Rapuano,Match Report,0
2023-08-27,18:30,Serie A,Matchweek 2,Sun,Home,D,1,1,Bologna,0.8,0.5,58,36107,Danilo,3-1-4-2,Marco Di Bello,Match Report,0
2023-09-03,20:45,Serie A,Matchweek 3,Sun,Away,W,2,0,Empoli,2.7,0.3,50,15702,Danilo,3-5-2,Giovanni Ayroldi,Match Report,0
2023-09-16,15:00,Serie A,Matchweek 4,Sat,Home,W,3,1,Lazio,2.2,0.6,36,40652,Danilo,3-1-4-2,Fabio Maresca,Match Report,0
2023-09-23,18:00,Serie A,Matchweek 5,Sat,Away,L,2,4,Sassuolo,1.2,1.6,57,20141,Danilo,3-1-4-2,Andrea Colombo,Match Report,0
2023-09-26,20:45,Serie A,Matchweek 6,Tue,Home,W,1,0,Lecce,1.4,0.1,50,37498,Danilo,3-1-4-2,Antonio Giua,Match Report,0
2023-10-01,18:00,Serie A,Matchweek 7,Sun,Away,D,0,0,Atalanta,0.2,1.2,48,14811,Danilo,3-1-4-2,Daniele Chiffi,Match Report,0
2023-10-07,18:00,Serie A,Matchweek 8,Sat,Home,W,2,0,Torino,1.9,0.6,50,38858,Danilo,3-5-2,Davide Massa,Match Report,0
2023-10-22,20:45,Serie A,Matchweek 9,Sun,Away,W,1,0,Milan,1.4,0.3,48,75676,Adrien Rabiot,3-5-2,Maurizio Mariani,Match Report,0
2023-10-28,20:45,Serie A,Matchweek 10,Sat,Home,W,1,0,Hellas Verona,3.3,0.3,54,39429,Adrien Rabiot,3-5-2,Ermanno Feliciani,Match Report,0
