Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Gleison Bremer,br BRA,DF,26.0,35.9,2304,285,1098,1123,97,35,2304,13,10,76.9,3,23.1,1287,6500,3428,7,8,1,18,8,1432,4,Matches
Wojciech Szczęsny,pl POL,GK,33.0,35.0,1070,855,1062,8,0,0,1070,1,1,100.0,0,0.0,660,4408,2908,0,0,0,1,0,546,0,Matches
Manuel Locatelli,it ITA,MF,25.0,33.4,2285,101,542,1418,341,22,2285,19,13,68.4,5,26.3,1262,5525,2702,21,37,2,19,17,1604,26,Matches
Adrien Rabiot,fr FRA,MF,28.0,29.5,1525,69,269,829,447,79,1525,54,28,51.9,21,38.9,893,5580,2746,72,59,10,52,19,1027,106,Matches
Federico Gatti,it ITA,DF,25.0,29.3,1640,122,504,950,201,47,1640,22,9,40.9,10,45.5,963,5225,3233,52,31,1,24,12,1115,43,Matches
Weston McKennie,us USA,"MF,DF",24.0,28.8,1457,92,310,601,559,69,1457,53,18,34.0,29,54.7,732,3889,2061,64,39,8,38,19,884,176,Matches
Andrea Cambiaso,it ITA,"DF,FW",23.0,26.4,1449,48,317,631,521,60,1449,61,26,42.6,27,44.3,857,5413,2832,87,53,23,38,21,993,172,Matches
Danilo,br BRA,DF,32.0,27.2,2118,255,815,1113,200,20,2118,12,8,66.7,1,8.3,1060,4741,2503,18,14,2,13,3,1345,21,Matches
Dušan Vlahović,rs SRB,FW,23.0,25.6,833,14,63,368,410,152,829,43,18,41.9,23,53.5,473,2013,840,36,19,20,71,42,637,174,Matches
Filip Kostić,rs SRB,DF,30.0,20.2,1221,57,257,520,454,32,1221,27,6,22.2,15,55.6,614,3619,2012,64,52,11,30,16,720,95,Matches
Federico Chiesa,it ITA,FW,25.0,24.4,1006,6,77,303,643,130,1005,95,35,36.8,48,50.5,643,4746,2697,111,56,58,54,40,740,216,Matches
Fabio Miretti,it ITA,MF,19.0,12.3,604,12,86,291,237,35,604,42,21,50.0,18,42.9,362,2026,1002,22,17,7,34,25,399,62,Matches
Daniele Rugani,it ITA,DF,29.0,13.2,738,69,329,373,40,12,738,0,0,0.0,0,0.0,451,2006,899,2,4,0,3,2,501,2,Matches
Timothy Weah,us USA,"DF,FW",23.0,14.0,714,22,141,304,273,27,714,13,5,38.5,5,38.5,423,2793,1208,35,19,8,15,10,487,84,Matches
Kenan Yıldız,tr TUR,"FW,DF",18.0,10.6,461,7,58,196,218,36,461,40,23,57.5,12,30.0,311,2178,1175,32,31,11,34,18,365,73,Matches
Alex Sandro,br BRA,DF,32.0,8.0,638,59,217,338,85,8,638,10,3,30.0,3,30.0,343,1804,1068,16,9,0,7,4,408,9,Matches
Moise Kean,it ITA,FW,23.0,7.3,196,6,20,87,91,22,196,32,14,43.8,18,56.3,121,751,302,12,6,7,32,16,142,38,Matches
