Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Gleison Bremer,br BRA,DF,26.0,35.9,3,18,4,22.2,0.5,0.11,0.17,0.75,13.4,0,0,0,1.4,1.4,0.08,1.6,1.6,Matches
Wojciech Szczęsny,pl POL,GK,33.0,35.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Manuel Locatelli,it ITA,MF,25.0,33.4,1,24,3,12.5,0.72,0.09,0.04,0.33,22.3,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Adrien Rabiot,fr FRA,MF,28.0,29.5,5,38,16,42.1,1.29,0.54,0.13,0.31,16.9,0,0,0,3.5,3.4,0.09,1.5,1.6,Matches
Federico Gatti,it ITA,DF,25.0,29.3,4,35,7,20.0,1.19,0.24,0.11,0.57,14.3,0,0,0,5.5,5.5,0.16,-1.5,-1.5,Matches
Weston McKennie,us USA,"MF,DF",24.0,28.8,0,23,5,21.7,0.8,0.17,0.0,0.0,10.5,0,0,0,3.0,3.0,0.13,-3.0,-3.0,Matches
Andrea Cambiaso,it ITA,"DF,FW",23.0,26.4,2,29,8,27.6,1.1,0.3,0.07,0.25,18.6,0,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
Danilo,br BRA,DF,32.0,27.2,1,17,2,11.8,0.62,0.07,0.06,0.5,19.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
Dušan Vlahović,rs SRB,FW,23.0,25.6,16,106,35,33.0,4.14,1.37,0.13,0.4,15.8,7,2,4,16.6,13.3,0.13,-0.6,0.7,Matches
Filip Kostić,rs SRB,DF,30.0,20.2,0,21,2,9.5,1.04,0.1,0.0,0.0,22.1,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
Federico Chiesa,it ITA,FW,25.0,24.4,9,74,25,33.8,3.03,1.02,0.11,0.32,19.2,5,1,1,6.4,5.6,0.08,2.6,2.4,Matches
Fabio Miretti,it ITA,MF,19.0,12.3,1,20,3,15.0,1.63,0.24,0.05,0.33,20.4,0,0,0,1.2,1.2,0.06,-0.2,-0.2,Matches
Daniele Rugani,it ITA,DF,29.0,13.2,2,8,2,25.0,0.61,0.15,0.25,1.0,7.3,0,0,0,1.6,1.6,0.3,0.4,0.4,Matches
Timothy Weah,us USA,"DF,FW",23.0,14.0,0,12,2,16.7,0.86,0.14,0.0,0.0,20.0,0,0,0,1.5,1.5,0.13,-1.5,-1.5,Matches
Kenan Yıldız,tr TUR,"FW,DF",18.0,10.6,2,19,7,36.8,1.8,0.66,0.11,0.29,16.6,0,0,0,1.6,1.6,0.09,0.4,0.4,Matches
Alex Sandro,br BRA,DF,32.0,8.0,1,5,1,20.0,0.62,0.12,0.2,1.0,8.2,0,0,0,0.4,0.4,0.08,0.6,0.6,Matches
