Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Gleison Bremer,br BRA,DF,26.0,35.9,1661,1930,86.1,34805,12857,419,478,87.7,973,1051,92.6,251,352,71.3,0,0.4,0.8,-0.4,7,111,0,0,120,Matches
Wojciech Szczęsny,pl POL,GK,33.0,35.0,780,1006,77.5,22098,15358,121,122,99.2,389,394,98.7,270,486,55.6,0,0.0,0.0,0.0,1,11,0,0,0,Matches
Manuel Locatelli,it ITA,MF,25.0,33.4,1703,1988,85.7,34595,11134,578,638,90.6,848,926,91.6,259,363,71.3,4,1.4,2.4,2.6,26,229,30,5,232,Matches
Adrien Rabiot,fr FRA,MF,28.0,29.5,996,1211,82.2,14960,3691,548,620,88.4,361,429,84.1,53,81,65.4,3,4.1,4.0,-1.1,26,103,23,10,120,Matches
Federico Gatti,it ITA,DF,25.0,29.3,1166,1370,85.1,21805,7166,432,475,90.9,613,669,91.6,112,177,63.3,0,1.5,1.3,-1.5,10,103,7,5,122,Matches
Weston McKennie,us USA,"MF,DF",24.0,28.8,898,1172,76.6,15437,4433,456,541,84.3,328,430,76.3,104,148,70.3,7,3.9,3.2,3.1,41,52,28,11,92,Matches
Andrea Cambiaso,it ITA,"DF,FW",23.0,26.4,1007,1207,83.4,16173,3526,516,565,91.3,387,450,86.0,73,104,70.2,3,3.9,3.8,-0.9,38,40,24,11,71,Matches
Danilo,br BRA,DF,32.0,27.2,1591,1849,86.0,31356,11027,541,580,93.3,839,916,91.6,195,303,64.4,1,0.9,1.0,0.1,21,148,14,4,161,Matches
Dušan Vlahović,rs SRB,FW,23.0,25.6,380,542,70.1,5845,888,192,253,75.9,150,188,79.8,18,34,52.9,4,2.3,1.6,1.7,29,21,14,1,46,Matches
Filip Kostić,rs SRB,DF,30.0,20.2,726,997,72.8,12641,4579,339,386,87.8,308,396,77.8,65,152,42.8,4,5.4,4.1,-1.4,40,53,30,19,88,Matches
Federico Chiesa,it ITA,FW,25.0,24.4,498,712,69.9,7884,2466,270,329,82.1,161,224,71.9,48,93,51.6,2,6.2,5.6,-4.2,54,42,45,18,70,Matches
Fabio Miretti,it ITA,MF,19.0,12.3,344,449,76.6,5815,1453,160,190,84.2,142,171,83.0,31,58,53.4,1,1.1,1.2,-0.1,24,31,12,2,43,Matches
Daniele Rugani,it ITA,DF,29.0,13.2,564,636,88.7,10905,3696,163,176,92.6,355,378,93.9,44,70,62.9,0,0.4,0.1,-0.4,3,54,1,0,46,Matches
Timothy Weah,us USA,"DF,FW",23.0,14.0,476,597,79.7,7512,1758,251,282,89.0,194,225,86.2,27,49,55.1,1,1.1,1.1,-0.1,13,36,13,4,48,Matches
Kenan Yıldız,tr TUR,"FW,DF",18.0,10.6,284,349,81.4,3984,1191,183,203,90.1,78,104,75.0,14,26,53.8,0,1.1,1.6,-1.1,18,21,13,2,40,Matches
Alex Sandro,br BRA,DF,32.0,8.0,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,-0.9,5,45,7,3,43,Matches
Moise Kean,it ITA,FW,23.0,7.3,66,96,68.8,911,134,37,49,75.5,18,20,90.0,5,6,83.3,0,0.7,0.1,-0.7,5,3,0,0,6,Matches
Arkadiusz Milik,pl POL,FW,29.0,10.2,215,270,79.6,3059,448,129,156,82.7,67,86,77.9,11,14,78.6,1,2.6,0.7,-1.6,15,8,8,0,22,Matches
Samuel Iling-Junior,eng ENG,"DF,MF",19.0,9.0,330,433,76.2,5264,1713,177,196,90.3,125,158,79.1,23,50,46.0,2,1.3,1.6,0.7,19,20,13,9,25,Matches
Nicolò Fagioli,it ITA,MF,22.0,4.9,193,223,86.5,3410,776,94,99,94.9,73,82,89.0,24,36,66.7,2,0.7,0.9,1.3,11,17,6,1,23,Matches
Carlos Alcaraz,ar ARG,MF,20.0,4.2,143,165,86.7,2573,754,68,79,86.1,56,62,90.3,17,19,89.5,1,0.1,0.4,0.9,2,20,4,0,27,Matches
Hans Nicolussi Caviglia,it ITA,MF,23.0,3.0,107,136,78.7,2137,714,56,61,91.8,33,43,76.7,18,28,64.3,1,0.6,0.8,0.4,8,16,1,0,14,Matches
