Player,Nation,Pos,Age,90s,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Matches
Gleison Bremer,br BRA,DF,26.0,35.9,24,0.67,19,0,0,3,0,2,3,0.08,2,0,0,1,0,0,Matches
Wojciech Szczęsny,pl POL,GK,33.0,35.0,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Manuel Locatelli,it ITA,MF,25.0,33.4,80,2.39,73,2,1,2,1,1,7,0.21,7,0,0,0,0,0,Matches
Adrien Rabiot,fr FRA,MF,28.0,29.5,64,2.17,54,0,2,4,4,0,5,0.17,4,0,1,0,0,0,Matches
Federico Gatti,it ITA,DF,25.0,29.3,29,0.99,23,0,2,2,1,1,2,0.07,1,0,0,1,0,0,Matches
Weston McKennie,us USA,"MF,DF",24.0,28.8,82,2.84,64,9,2,2,3,2,9,0.31,8,0,0,1,0,0,Matches
Andrea Cambiaso,it ITA,"DF,FW",23.0,26.4,78,2.96,62,5,4,3,3,1,5,0.19,5,0,0,0,0,0,Matches
Danilo,br BRA,DF,32.0,27.2,48,1.76,41,1,1,2,0,3,3,0.11,1,0,0,1,0,1,Matches
Dušan Vlahović,rs SRB,FW,23.0,25.6,73,2.85,49,1,5,15,2,1,9,0.35,6,0,0,3,0,0,Matches
Filip Kostić,rs SRB,DF,30.0,20.2,71,3.52,42,22,0,7,0,0,5,0.25,2,2,0,1,0,0,Matches
Federico Chiesa,it ITA,FW,25.0,24.4,117,4.79,70,17,14,7,8,1,9,0.37,5,0,2,0,2,0,Matches
Fabio Miretti,it ITA,MF,19.0,12.3,53,4.33,31,7,6,2,4,3,4,0.33,2,0,0,0,2,0,Matches
Daniele Rugani,it ITA,DF,29.0,13.2,12,0.91,9,0,0,2,0,1,2,0.15,1,0,0,1,0,0,Matches
Timothy Weah,us USA,"DF,FW",23.0,14.0,30,2.15,25,1,0,2,2,0,2,0.14,2,0,0,0,0,0,Matches
Kenan Yıldız,tr TUR,"FW,DF",18.0,10.6,39,3.69,26,2,5,2,3,1,4,0.38,0,0,1,1,1,1,Matches
Alex Sandro,br BRA,DF,32.0,8.0,14,1.75,9,0,0,2,1,2,1,0.12,0,0,0,0,1,0,Matches
Moise Kean,it ITA,FW,23.0,7.3,14,1.93,7,0,5,1,0,1,1,0.14,0,0,0,1,0,0,Matches
Arkadiusz Milik,pl POL,FW,29.0,10.2,37,3.62,24,0,1,7,4,1,6,0.59,2,0,0,3,0,1,Matches
Samuel Iling-Junior,eng ENG,"DF,MF",19.0,9.0,32,3.55,20,9,2,0,1,0,5,0.55,3,2,0,0,0,0,Matches
Nicolò Fagioli,it ITA,MF,22.0,4.9,16,3.29,9,6,0,1,0,0,2,0.41,1,1,0,0,0,0,Matches
Carlos Alcaraz,ar ARG,MF,20.0,4.2,6,1.42,6,0,0,0,0,0,1,0.24,1,0,0,0,0,0,Matches
Hans Nicolussi Caviglia,it ITA,MF,23.0,3.0,11,3.69,1,7,0,2,1,0,1,0.34,0,1,0,0,0,0,Matches
Mattia Perin,it ITA,GK,30.0,2.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Mattia De Sciglio,it ITA,DF,30.0,0.5,1,2.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Paul Pogba,fr FRA,MF,30.0,0.6,2,3.33,2,0,0,0,0,0,1,1.67,1,0,0,0,0,0,Matches
Carlo Pinsoglio,it ITA,GK,33.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Joseph Nonge,be BEL,MF,18.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Tiago Djaló,pt POR,DF,23.0,0.2,1,5.29,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Dean Huijsen,es ESP,DF,18.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Nikola Sekulov,it ITA,FW,21.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Leonardo Cerri,it ITA,DF,20.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.5,38.0,936,24.63,669,89,51,68,38,21,87,2.29,54,6,4,14,6,3,0
Opponent Total,0,0,26.6,38.0,777,20.45,591,68,23,45,39,11,43,1.13,28,3,2,8,2,0,0
