D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-12,13:00,DFB-Pokal,Round of 64,Sat,Away,W,4,0,TSG Balingen,0.0,0.0,69,13400,Wataru Endo,4-3-3,Robert Kampka,Match Report,0.0
2023-08-19,15:30,Bundesliga,Matchweek 1,Sat,Home,W,5,0,Bochum,3.0,0.8,60,53000,Waldemar Anton,4-2-3-1,Daniel Siebert,Match Report,0.0
2023-08-25,20:30,Bundesliga,Matchweek 2,Fri,Away,L,1,5,RB Leipzig,1.1,1.8,46,46084,Waldemar Anton,4-2-3-1,Frank Willenborg,Match Report,0.0
2023-09-02,15:30,Bundesliga,Matchweek 3,Sat,Home,W,5,0,Freiburg,1.7,1.0,48,54300,Waldemar Anton,4-2-3-1,Felix Brych,Match Report,0.0
2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,W,3,1,Mainz 05,1.6,0.9,60,30500,Waldemar Anton,4-2-3-1,Harm Osmers,Match Report,0.0
2023-09-22,20:30,Bundesliga,Matchweek 5,Fri,Home,W,3,1,Darmstadt 98,2.3,0.2,58,54000,Waldemar Anton,4-2-3-1,Matthias Jöllenbeck,Match Report,0.0
2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Away,W,2,0,Köln,2.5,0.7,60,50000,Waldemar Anton,4-2-3-1,Tobias Stieler,Match Report,0.0
2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Home,W,3,1,Wolfsburg,2.7,1.2,59,52000,Waldemar Anton,4-2-3-1,Daniel Siebert,Match Report,0.0
2023-10-21,15:30,Bundesliga,Matchweek 8,Sat,Away,W,3,0,Union Berlin,1.4,0.6,57,22012,Waldemar Anton,4-2-3-1,Bastian Dankert,Match Report,0.0
2023-10-28,15:30,Bundesliga,Matchweek 9,Sat,Home,L,2,3,Hoffenheim,3.6,1.7,73,53200,Waldemar Anton,4-2-3-1,Felix Zwayer,Match Report,0.0
2023-10-31,18:00,DFB-Pokal,Round of 32,Tue,Home,W,1,0,Union Berlin,0.0,0.0,62,52000,Waldemar Anton,4-2-3-1,Sascha Stegemann,Match Report,0.0
2023-11-05,17:30,Bundesliga,Matchweek 10,Sun,Away,L,0,2,Heidenheim,2.6,1.2,68,15000,Waldemar Anton,4-2-3-1,Florian Badstübner,Match Report,0.0
2023-11-11,15:30,Bundesliga,Matchweek 11,Sat,Home,W,2,1,Dortmund,4.2,1.0,59,55000,Waldemar Anton,4-2-2-2,Tobias Stieler,Match Report,0.0
2023-11-25,18:30,Bundesliga,Matchweek 12,Sat,Away,W,2,1,Eint Frankfurt,2.3,0.9,43,58000,Waldemar Anton,4-4-2,Felix Brych,Match Report,0.0
2023-12-02,18:30,Bundesliga,Matchweek 13,Sat,Home,W,2,0,Werder Bremen,3.5,0.8,58,54500,Waldemar Anton,4-2-2-2,Bastian Dankert,Match Report,0.0
2023-12-06,20:45,DFB-Pokal,Round of 16,Wed,Home,W,2,0,Dortmund,0.0,0.0,54,54500,Waldemar Anton,4-2-2-2,Benjamin Brand,Match Report,0.0
2023-12-10,15:30,Bundesliga,Matchweek 14,Sun,Home,D,1,1,Leverkusen,2.6,1.3,52,54500,Waldemar Anton,4-2-3-1,Deniz Aytekin,Match Report,0.0
2023-12-17,19:30,Bundesliga,Matchweek 15,Sun,Away,L,0,3,Bayern Munich,0.4,2.8,62,75000,Waldemar Anton,4-4-2,Tobias Stieler,Match Report,0.0
2023-12-20,20:30,Bundesliga,Matchweek 16,Wed,Home,W,3,0,Augsburg,2.6,0.2,66,53600,Waldemar Anton,4-4-2,Daniel Siebert,Match Report,0.0
2024-01-14,17:30,Bundesliga,Matchweek 17,Sun,Away,L,1,3,Gladbach,0.9,1.9,71,53429,Waldemar Anton,4-2-3-1,Harm Osmers,Match Report,0.0
2024-01-20,15:30,Bundesliga,Matchweek 18,Sat,Away,L,0,1,Bochum,1.4,0.9,62,26000,Waldemar Anton,4-2-3-1,Bastian Dankert,Match Report,0.0
2024-01-27,15:30,Bundesliga,Matchweek 19,Sat,Home,W,5,2,RB Leipzig,2.2,0.4,54,52100,Waldemar Anton,3-5-2,Sven Jablonski,Match Report,0.0
2024-02-03,15:30,Bundesliga,Matchweek 20,Sat,Away,W,3,1,Freiburg,1.7,0.7,65,34700,Waldemar Anton,3-4-3,Daniel Siebert,Match Report,0.0
2024-02-06,20:45,DFB-Pokal,Quarter-finals,Tue,Away,L,2,3,Leverkusen,0.0,0.0,44,30210,Waldemar Anton,3-4-3,Daniel Schlager,Match Report,0.0
2024-02-11,15:30,Bundesliga,Matchweek 21,Sun,Home,W,3,1,Mainz 05,1.9,1.4,61,52005,Waldemar Anton,4-2-3-1,Deniz Aytekin,Match Report,0.0
2024-02-17,15:30,Bundesliga,Matchweek 22,Sat,Away,W,2,1,Darmstadt 98,1.6,1.7,43,17810,Waldemar Anton,4-2-3-1,Tobias Welz,Match Report,0.0
2024-02-24,15:30,Bundesliga,Matchweek 23,Sat,Home,D,1,1,Köln,2.2,0.7,74,54500,Waldemar Anton,4-2-3-1,Patrick Ittrich,Match Report,0.0
2024-03-02,18:30,Bundesliga,Matchweek 24,Sat,Away,W,3,2,Wolfsburg,1.1,0.8,58,25000,Waldemar Anton,3-4-3,Benjamin Brand,Match Report,0.0
2024-03-08,20:30,Bundesliga,Matchweek 25,Fri,Home,W,2,0,Union Berlin,1.0,0.9,70,53800,Atakan Karazor,3-4-3,Robert Schröder,Match Report,0.0
2024-03-16,18:30,Bundesliga,Matchweek 26,Sat,Away,W,3,0,Hoffenheim,3.7,0.5,57,30150,Waldemar Anton,3-4-3,Sascha Stegemann,Match Report,0.0
2024-03-31,17:30,Bundesliga,Matchweek 27,Sun,Home,D,3,3,Heidenheim,3.0,1.3,72,60000,Waldemar Anton,4-2-2-2,Felix Zwayer,Match Report,0.0
2024-04-06,18:30,Bundesliga,Matchweek 28,Sat,Away,W,1,0,Dortmund,1.6,2.5,49,81365,Atakan Karazor,3-4-3,Matthias Jöllenbeck,Match Report,0.0
2024-04-13,18:30,Bundesliga,Matchweek 29,Sat,Home,W,3,0,Eint Frankfurt,1.2,0.6,54,60000,Waldemar Anton,4-2-3-1,Deniz Aytekin,Match Report,0.0
2024-04-21,15:30,Bundesliga,Matchweek 30,Sun,Away,L,1,2,Werder Bremen,2.2,1.5,69,42100,Waldemar Anton,3-5-2,Robert Schröder,Match Report,0.0
2024-04-27,18:30,Bundesliga,Matchweek 31,Sat,Away,D,2,2,Leverkusen,1.7,1.4,51,30210,Waldemar Anton,4-2-2-2,Felix Zwayer,Match Report,0.0
2024-05-04,15:30,Bundesliga,Matchweek 32,Sat,Home,W,3,1,Bayern Munich,1.8,1.7,61,60000,Waldemar Anton,4-2-2-2,Tobias Welz,Match Report,0.0
2024-05-10,20:30,Bundesliga,Matchweek 33,Fri,Away,W,1,0,Augsburg,1.9,0.6,76,30660,Waldemar Anton,4-2-2-2,Patrick Ittrich,Match Report,0.0
2024-05-18,15:30,Bundesliga,Matchweek 34,Sat,Home,W,4,0,Gladbach,1.6,1.3,60,60000,Waldemar Anton,4-2-3-1,Daniel Schlager,Match Report,0.0
