Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Chris Führich,de GER,"FW,MF",25.0,28.5,1667,8,117,628,948,124,1666,153,73,47.7,68,44.4,1070,8503,4459,153,106,56,53,27,1267,259,Matches
Waldemar Anton,de GER,DF,27.0,32.1,2977,296,1245,1612,138,34,2977,22,15,68.2,7,31.8,1847,10429,5711,38,19,5,28,12,2110,15,Matches
Atakan Karazor,de GER,MF,26.0,29.1,2181,61,378,1434,382,15,2181,27,5,18.5,14,51.9,1149,4345,1991,24,42,0,23,19,1574,31,Matches
Alexander Nübel,de GER,GK,26.0,30.0,1278,1050,1265,13,0,0,1278,0,0,0.0,0,0.0,762,3696,2160,0,0,0,0,0,733,0,Matches
Angelo Stiller,de GER,MF,22.0,29.9,2874,78,527,1844,525,29,2874,25,17,68.0,6,24.0,1523,5831,2774,37,46,4,39,27,2161,71,Matches
Enzo Millot,fr FRA,"MF,FW",21.0,24.9,1734,18,180,1008,569,70,1733,88,46,52.3,37,42.0,972,4825,1867,46,41,14,69,34,1373,167,Matches
Hiroki Ito,jp JPN,DF,24.0,24.8,2274,175,873,1204,204,18,2274,11,7,63.6,3,27.3,1259,5476,2647,29,26,2,13,5,1674,32,Matches
Serhou Guirassy,gn GUI,FW,27.0,24.5,1064,30,62,555,453,156,1060,41,16,39.0,21,51.2,626,2552,950,32,19,19,71,38,930,183,Matches
Maximilian Mittelstädt,de GER,DF,26.0,23.4,2041,78,494,1098,470,35,2041,60,36,60.0,19,31.7,1056,5264,2712,70,58,6,30,21,1337,129,Matches
Deniz Undav,de GER,"FW,MF",27.0,23.2,1089,9,69,492,537,147,1088,50,27,54.0,20,40.0,674,3116,1459,45,36,20,58,51,889,182,Matches
Jamie Leweling,de GER,"FW,MF",22.0,16.9,829,18,97,330,419,89,829,58,26,44.8,27,46.6,534,3571,1860,65,38,28,46,39,622,172,Matches
Dan-Axel Zagadou,fr FRA,DF,24.0,16.1,1533,150,714,786,40,19,1533,4,3,75.0,1,25.0,968,4603,2263,2,5,0,5,1,1089,3,Matches
Pascal Stenzel,de GER,DF,27.0,11.8,947,45,217,498,237,4,947,8,6,75.0,2,25.0,491,2454,1346,34,31,1,16,6,595,46,Matches
Josha Vagnoman,de GER,DF,22.0,13.1,735,22,175,333,234,41,735,15,10,66.7,4,26.7,367,1596,798,19,15,7,22,10,480,67,Matches
Anthony Rouault,fr FRA,DF,22.0,11.2,1030,75,385,571,76,5,1030,6,2,33.3,4,66.7,639,2713,1556,8,5,0,7,3,753,10,Matches
Silas Katompa,cd COD,"FW,MF",24.0,10.0,425,6,29,163,248,67,424,76,38,50.0,31,40.8,327,2484,1176,49,29,21,45,20,336,130,Matches
Leonidas Stergiou,ch SUI,DF,21.0,6.6,420,20,132,205,83,3,420,2,1,50.0,1,50.0,186,808,335,6,5,0,6,2,272,22,Matches
Jeong Woo-yeong,kr KOR,"MF,FW",23.0,7.0,416,8,52,210,157,26,416,19,4,21.1,11,57.9,259,1536,789,23,11,6,17,7,317,54,Matches
Fabian Bredlow,de GER,GK,28.0,4.0,190,165,190,0,0,0,190,0,0,0.0,0,0.0,126,719,401,0,0,0,0,0,112,0,Matches
Mahmoud Dahoud,de GER,MF,27.0,2.5,261,5,48,157,57,6,261,2,0,0.0,2,100.0,144,548,241,1,5,0,6,3,207,5,Matches
Lilian Egloff,de GER,"MF,DF",20.0,1.2,56,2,20,22,14,1,56,2,0,0.0,1,50.0,27,182,69,2,3,0,0,1,32,2,Matches
Roberto Massimo,de GER,"FW,DF",22.0,0.9,50,1,11,29,10,1,50,1,0,0.0,0,0.0,29,154,103,3,2,1,1,0,32,6,Matches
Borna Sosa,hr CRO,"FW,DF",25.0,0.5,48,0,4,18,26,2,48,0,0,0.0,0,0.0,31,180,100,5,1,1,1,0,35,10,Matches
Luca Raimund,de GER,"FW,MF",18.0,0.3,34,0,5,10,20,3,34,0,0,0.0,0,0.0,18,67,27,0,0,0,2,2,21,2,Matches
Jovan Milošević,rs SRB,"FW,MF",18.0,0.3,17,0,1,9,7,1,17,2,2,100.0,0,0.0,13,67,29,1,2,0,3,0,13,3,Matches
Genki Haraguchi,jp JPN,MF,32.0,0.3,21,2,5,14,2,1,21,0,0,0.0,0,0.0,7,47,30,1,0,0,0,0,16,0,Matches
Samuele Di Benedetto,de GER,MF,18.0,0.1,13,0,3,8,2,1,13,1,0,0.0,0,0.0,9,32,28,0,0,0,0,1,13,1,Matches
Squad Total,0,0,25.0,34.0,26204,2322,7298,13251,5858,898,26196,673,334,49.6,279,41.5,15113,75798,37881,693,545,191,561,329,18993,1602,0
Opponent Total,0,0,26.6,34.0,18685,2333,7069,8141,3673,599,18682,567,260,45.9,253,44.6,10135,52742,25761,466,313,123,491,284,11462,997,0
