Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Alexander Nübel,de GER,GK,26.0,30,30,2700,30.0,36,1.2,107,74,69.2,20,3,7,11,36.7,3,3,0,0,0.0,Matches
Fabian Bredlow,de GER,GK,28.0,4,4,360,4.0,3,0.75,22,19,86.4,3,1,0,1,25.0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.0,34,34,3060,34.0,39,1.15,129,93,72.1,23,4,7,12,35.3,3,3,0,0,0.0,0
Opponent Total,0,0,26.6,34,34,3060,34.0,78,2.29,213,133,65.7,7,4,23,3,8.8,8,5,2,1,28.6,0
