Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
João Ricardo Riedi,br BRA,GK,35-288,9.0,259,217,259,0,0,0,259,0,0,0.0,0,0.0,124,790,526,0,0,0,1,0,73,0,Matches
Guilherme Tinga,br BRA,DF,30-293,8.1,519,30,143,285,100,8,519,9,4,44.4,5,55.6,267,1443,879,16,11,1,6,6,294,27,Matches
Titi,br BRA,DF,36-100,7.0,303,37,153,150,4,3,303,1,0,0.0,0,0.0,174,911,521,2,1,0,7,2,189,0,Matches
Hércules,br BRA,"MF,FW",23-244,6.5,313,11,44,203,72,9,313,13,10,76.9,3,23.1,199,989,391,7,10,1,14,5,221,15,Matches
Breno,br BRA,FW,28-148,5.4,221,0,18,118,90,14,221,25,11,44.0,9,36.0,149,1296,651,23,12,9,8,5,182,37,Matches
Tomas Pochettino,ar ARG,"MF,FW",28-140,5.5,284,5,35,150,105,7,284,14,5,35.7,8,57.1,165,1029,400,15,14,4,12,9,183,35,Matches
Emanuel Brítez,ar ARG,DF,32-086,5.5,246,32,107,131,8,4,246,1,1,100.0,0,0.0,121,747,431,1,0,0,0,3,127,0,Matches
Pedro Borges,br BRA,MF,27-109,5.4,312,23,78,208,27,2,312,4,2,50.0,0,0.0,147,612,198,1,1,0,9,4,173,5,Matches
Felipe Jonatan,br BRA,DF,26-126,4.6,266,18,76,132,59,3,266,6,3,50.0,2,33.3,120,533,336,6,4,0,1,1,150,10,Matches
Renato Kayser,br BRA,FW,28-124,4.3,128,5,13,70,45,12,128,3,0,0.0,3,100.0,61,261,113,5,2,3,16,4,77,15,Matches
Bruno Pacheco,br BRA,DF,32-195,4.4,219,18,77,101,46,7,219,8,5,62.5,2,25.0,89,433,190,4,6,1,5,4,120,3,Matches
Juan Martín Lucero,ar ARG,FW,32-203,4.3,107,4,9,50,49,16,106,2,1,50.0,1,50.0,56,216,97,3,2,2,8,0,70,21,Matches
José Welison,br BRA,MF,29-101,4.0,214,12,49,145,21,0,214,2,0,0.0,2,100.0,107,436,174,3,1,0,6,5,116,4,Matches
Yago Pikachu,br BRA,"FW,DF",32-015,3.9,148,3,19,69,61,15,148,4,1,25.0,3,75.0,87,483,288,8,3,3,7,4,101,23,Matches
Tomás Cardona,ar ARG,DF,28-254,3.0,209,18,98,108,3,2,209,0,0,0.0,0,0.0,136,694,414,2,0,0,1,0,151,0,Matches
Benjamín Kuscevic,cl CHI,DF,28-049,3.0,157,33,95,61,2,2,157,1,0,0.0,1,100.0,74,379,262,0,0,0,2,1,90,0,Matches
Leandro Emmanuel Martínez,ar ARG,MF,30-016,2.7,170,5,24,101,51,5,170,3,2,66.7,1,33.3,111,573,283,5,9,0,5,2,119,13,Matches
Marinho,br BRA,"FW,DF",34-022,2.7,118,0,11,45,67,10,118,12,6,50.0,5,41.7,67,585,354,10,10,5,11,7,79,15,Matches
Imanol Machuca,ar ARG,"FW,MF",24-157,2.5,120,1,13,42,67,8,120,13,1,7.7,10,76.9,72,745,293,13,11,5,9,9,82,21,Matches
Matheus Rossetto,br BRA,MF,28-017,1.3,90,2,12,74,5,0,90,1,0,0.0,1,100.0,51,207,104,3,0,0,1,1,69,0,Matches
Lucas Sasha,br BRA,MF,34-111,1.8,90,7,26,50,16,3,90,2,1,50.0,0,0.0,37,168,50,0,1,0,4,1,38,7,Matches
Kervin Andrade,ve VEN,MF,19-068,0.8,36,0,3,15,19,2,36,2,0,0.0,1,50.0,20,79,12,0,0,0,4,2,21,6,Matches
Moises,br BRA,FW,27-292,1.7,87,6,17,29,42,13,87,10,6,60.0,3,30.0,46,361,211,11,2,9,3,2,55,10,Matches
Kauan,br BRA,MF,19-065,0.4,18,1,9,8,1,0,18,1,0,0.0,1,100.0,8,36,3,0,1,0,2,1,12,0,Matches
Calebe,br BRA,FW,24-051,0.2,8,0,1,2,6,1,8,2,2,100.0,0,0.0,7,66,52,3,1,1,1,0,6,2,Matches
Pedro Rocha Neves,br BRA,MF,29-264,0.1,7,0,0,1,6,1,7,0,0,0.0,0,0.0,6,24,7,0,0,0,0,1,6,2,Matches
Squad Total,0,0,30.2,9.0,4649,488,1389,2348,972,147,4648,139,61,43.9,61,43.9,2501,14096,7240,141,102,44,143,79,2804,271,0
Opponent Total,0,0,27.5,9.0,5834,518,1589,2967,1343,176,5833,173,91,52.6,71,41.0,3496,17431,8865,174,132,22,122,94,3999,350,0
