Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
João Ricardo Riedi,br BRA,GK,35-288,9.0,147,227,64.8,4216,3154,27,28,96.4,66,67,98.5,54,130,41.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Guilherme Tinga,br BRA,DF,30-293,8.1,338,443,76.3,6543,2752,141,161,87.6,144,185,77.8,50,79,63.3,0,0.5,0.3,-0.5,11,36,8,3,35,Matches
Titi,br BRA,DF,36-100,7.0,212,253,83.8,4126,1595,73,81,90.1,118,127,92.9,20,42,47.6,0,0.0,0.0,0.0,1,9,1,0,14,Matches
Hércules,br BRA,"MF,FW",23-244,6.5,203,249,81.5,3454,832,98,111,88.3,79,88,89.8,19,30,63.3,0,0.3,0.2,-0.3,4,25,1,0,30,Matches
Breno,br BRA,FW,28-148,5.4,143,175,81.7,2275,300,75,85,88.2,57,68,83.8,9,18,50.0,2,0.2,0.3,1.8,3,11,3,0,15,Matches
Tomas Pochettino,ar ARG,"MF,FW",28-140,5.5,153,216,70.8,3046,1098,62,70,88.6,57,79,72.2,28,52,53.8,1,1.2,0.6,-0.2,13,21,7,2,24,Matches
Emanuel Brítez,ar ARG,DF,32-086,5.5,148,192,77.1,2992,1263,58,63,92.1,63,79,79.7,26,44,59.1,0,0.0,0.0,0.0,2,9,0,0,10,Matches
Pedro Borges,br BRA,MF,27-109,5.4,193,235,82.1,3210,1020,96,112,85.7,76,84,90.5,15,27,55.6,1,0.2,0.2,0.8,3,23,1,1,23,Matches
Felipe Jonatan,br BRA,DF,26-126,4.6,171,223,76.7,2752,983,84,90,93.3,70,93,75.3,13,28,46.4,0,0.0,0.1,0.0,1,12,2,1,17,Matches
Renato Kayser,br BRA,FW,28-124,4.3,57,77,74.0,773,166,36,45,80.0,17,23,73.9,2,3,66.7,0,0.2,0.1,-0.2,5,3,1,0,5,Matches
Bruno Pacheco,br BRA,DF,32-195,4.4,123,178,69.1,1905,796,66,78,84.6,44,62,71.0,9,23,39.1,0,0.0,0.1,0.0,2,10,2,0,8,Matches
Juan Martín Lucero,ar ARG,FW,32-203,4.3,52,70,74.3,631,106,40,46,87.0,11,16,68.8,0,2,0.0,1,0.4,0.1,0.6,4,3,1,0,3,Matches
José Welison,br BRA,MF,29-101,4.0,139,166,83.7,2725,834,50,55,90.9,63,68,92.6,21,32,65.6,0,0.6,0.3,-0.6,4,21,1,1,23,Matches
Yago Pikachu,br BRA,"FW,DF",32-015,3.9,86,112,76.8,1563,450,34,40,85.0,43,52,82.7,8,12,66.7,0,0.3,0.3,-0.3,5,9,2,1,12,Matches
Tomás Cardona,ar ARG,DF,28-254,3.0,142,179,79.3,2611,905,45,49,91.8,91,98,92.9,6,30,20.0,0,0.0,0.0,0.0,0,9,0,0,10,Matches
Benjamín Kuscevic,cl CHI,DF,28-049,3.0,99,124,79.8,1955,795,37,41,90.2,48,54,88.9,13,26,50.0,0,0.0,0.0,0.0,0,4,1,0,1,Matches
Leandro Emmanuel Martínez,ar ARG,MF,30-016,2.7,120,141,85.1,1697,411,67,74,90.5,49,54,90.7,1,9,11.1,0,0.1,0.1,-0.1,1,11,1,1,11,Matches
Marinho,br BRA,"FW,DF",34-022,2.7,51,79,64.6,850,267,22,28,78.6,21,30,70.0,5,14,35.7,0,0.5,0.5,-0.5,4,2,2,1,9,Matches
Imanol Machuca,ar ARG,"FW,MF",24-157,2.5,59,88,67.0,971,311,34,42,81.0,17,20,85.0,8,17,47.1,1,0.7,1.1,0.3,7,6,4,1,7,Matches
Matheus Rossetto,br BRA,MF,28-017,1.3,71,81,87.7,1185,361,32,36,88.9,32,35,91.4,5,7,71.4,0,0.0,0.0,0.0,1,9,0,0,6,Matches
Lucas Sasha,br BRA,MF,34-111,1.8,50,62,80.6,852,229,24,27,88.9,23,29,79.3,3,5,60.0,0,0.5,0.7,-0.5,2,4,0,0,4,Matches
Kervin Andrade,ve VEN,MF,19-068,0.8,14,23,60.9,302,108,7,10,70.0,2,4,50.0,5,8,62.5,0,0.2,0.1,-0.2,4,2,1,0,3,Matches
Moises,br BRA,FW,27-292,1.7,40,60,66.7,780,221,19,28,67.9,14,18,77.8,7,9,77.8,0,0.2,0.1,-0.2,4,6,2,1,3,Matches
Kauan,br BRA,MF,19-065,0.4,11,11,100.0,179,30,4,4,100.0,5,5,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Calebe,br BRA,FW,24-051,0.2,4,5,80.0,61,30,3,3,100.0,1,1,100.0,0,1,0.0,0,0.1,0.0,-0.1,1,1,0,0,1,Matches
Pedro Rocha Neves,br BRA,MF,29-264,0.1,4,5,80.0,78,1,3,3,100.0,0,0,0.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
Squad Total,0,0,30.2,9.0,2830,3674,77.0,51732,19018,1237,1410,87.7,1211,1439,84.2,329,651,50.5,6,6.3,5.3,-0.3,82,246,41,13,274,0
Opponent Total,0,0,27.5,9.0,4039,4898,82.5,70127,24076,1831,2045,89.5,1778,2024,87.8,340,575,59.1,6,7.3,6.9,-1.3,85,309,73,24,356,0
