Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
João Ricardo Riedi,br BRA,GK,35-288,9.0,10,1,0,3,0,14.2,0.28,4.2,0.46,35,108,32.4,155,33,46.5,36.9,70,51.4,41.8,123,5,4.1,5,0.56,12.6,Matches
Squad Total,0,0,30.2,9.0,10,1,0,3,0,14.2,0.28,4.2,0.46,35,108,32.4,155,33,46.5,0.0,70,51.4,41.8,123,5,4.1,5,0.56,0.0,0
Opponent Total,0,0,27.5,9.0,7,1,0,2,0,8.0,0.24,1.0,0.11,31,80,38.8,236,25,26.3,30.6,60,30.0,32.5,137,9,6.6,19,2.11,16.4,0
