Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
João Ricardo Riedi,br BRA,GK,35-288,9.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Guilherme Tinga,br BRA,DF,30-293,8.1,0,2,0,0.0,0.25,0.0,0.0,0.0,11.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Titi,br BRA,DF,36-100,7.0,0,3,0,0.0,0.43,0.0,0.0,0.0,12.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Hércules,br BRA,"MF,FW",23-244,6.5,1,8,3,37.5,1.22,0.46,0.13,0.33,21.4,0,0,0,0.4,0.4,0.05,0.6,0.6,Matches
Breno,br BRA,FW,28-148,5.4,0,12,3,25.0,2.22,0.55,0.0,0.0,20.4,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
Tomas Pochettino,ar ARG,"MF,FW",28-140,5.5,1,12,3,25.0,2.18,0.54,0.08,0.33,26.5,2,0,0,0.5,0.5,0.04,0.5,0.5,Matches
Emanuel Brítez,ar ARG,DF,32-086,5.5,0,3,1,33.3,0.55,0.18,0.0,0.0,17.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Pedro Borges,br BRA,MF,27-109,5.4,0,4,2,50.0,0.74,0.37,0.0,0.0,29.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Felipe Jonatan,br BRA,DF,26-126,4.6,0,2,1,50.0,0.44,0.22,0.0,0.0,23.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Renato Kayser,br BRA,FW,28-124,4.3,0,9,2,22.2,2.09,0.46,0.0,0.0,16.6,1,0,0,1.0,1.0,0.11,-1.0,-1.0,Matches
Bruno Pacheco,br BRA,DF,32-195,4.4,0,3,0,0.0,0.68,0.0,0.0,0.0,11.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Juan Martín Lucero,ar ARG,FW,32-203,4.3,2,11,4,36.4,2.54,0.93,0.09,0.25,22.6,1,1,1,1.6,0.8,0.07,0.4,0.2,Matches
José Welison,br BRA,MF,29-101,4.0,0,2,0,0.0,0.5,0.0,0.0,0.0,31.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Yago Pikachu,br BRA,"FW,DF",32-015,3.9,0,8,0,0.0,2.07,0.0,0.0,0.0,16.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Tomás Cardona,ar ARG,DF,28-254,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Benjamín Kuscevic,cl CHI,DF,28-049,3.0,1,1,1,100.0,0.33,0.33,1.0,1.0,6.4,0,0,0,0.2,0.2,0.18,0.8,0.8,Matches
Leandro Emmanuel Martínez,ar ARG,MF,30-016,2.7,0,6,1,16.7,2.21,0.37,0.0,0.0,18.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Marinho,br BRA,"FW,DF",34-022,2.7,0,6,0,0.0,2.22,0.0,0.0,0.0,23.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Imanol Machuca,ar ARG,"FW,MF",24-157,2.5,1,3,2,66.7,1.22,0.81,0.33,0.5,15.6,0,0,0,0.7,0.7,0.22,0.3,0.3,Matches
Matheus Rossetto,br BRA,MF,28-017,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Lucas Sasha,br BRA,MF,34-111,1.8,0,1,0,0.0,0.57,0.0,0.0,0.0,14.7,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Kervin Andrade,ve VEN,MF,19-068,0.8,1,2,1,50.0,2.57,1.29,0.5,1.0,18.5,0,0,0,0.1,0.1,0.06,0.9,0.9,Matches
Moises,br BRA,FW,27-292,1.7,0,9,4,44.4,5.44,2.42,0.0,0.0,16.7,1,0,0,1.3,1.3,0.14,-1.3,-1.3,Matches
Kauan,br BRA,MF,19-065,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Calebe,br BRA,FW,24-051,0.2,0,2,0,0.0,10.0,0.0,0.0,0.0,25.9,1,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Pedro Rocha Neves,br BRA,MF,29-264,0.1,0,1,0,0.0,11.25,0.0,0.0,0.0,8.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Squad Total,0,0,30.2,9.0,7,110,28,25.5,12.22,3.11,0.05,0.21,20.0,6,1,1,8.6,7.9,0.07,-1.6,-1.9,0
Opponent Total,0,0,27.5,9.0,10,122,46,37.7,13.56,5.11,0.07,0.2,19.8,6,1,1,11.0,10.2,0.09,-1.0,-1.2,0
