Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
João Ricardo Riedi,br BRA,GK,35-288,9,9,810,9.0,10,1.11,47,37,80.9,3,4,2,3,33.3,1,1,0,0,0.0,Matches
Squad Total,0,0,30.2,9,9,810,9.0,10,1.11,47,37,80.9,3,4,2,3,33.3,1,1,0,0,0.0,0
Opponent Total,0,0,27.5,9,9,810,9.0,7,0.78,29,22,79.3,2,4,3,3,33.3,1,1,0,0,0.0,0
