Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
João Ricardo Riedi,br BRA,GK,35-288,9.0,1,0,1,0,0,0,0,0.0,0,0,0,0,0,1,3,1,Matches
Guilherme Tinga,br BRA,DF,30-293,8.1,15,11,9,6,0,10,19,52.6,9,4,0,4,9,24,30,0,Matches
Titi,br BRA,DF,36-100,7.0,8,5,8,0,0,4,11,36.4,7,8,5,3,4,12,20,2,Matches
Hércules,br BRA,"MF,FW",23-244,6.5,17,11,6,10,1,5,16,31.3,11,7,2,5,2,19,7,0,Matches
Breno,br BRA,FW,28-148,5.4,2,0,1,1,0,1,3,33.3,2,2,0,2,1,3,0,0,Matches
Tomas Pochettino,ar ARG,"MF,FW",28-140,5.5,11,3,2,9,0,3,11,27.3,8,8,0,8,2,13,5,0,Matches
Emanuel Brítez,ar ARG,DF,32-086,5.5,14,7,13,1,0,9,12,75.0,3,4,4,0,3,17,19,0,Matches
Pedro Borges,br BRA,MF,27-109,5.4,27,17,12,15,0,9,12,75.0,3,7,2,5,8,35,12,0,Matches
Felipe Jonatan,br BRA,DF,26-126,4.6,6,5,2,4,0,2,5,40.0,3,2,1,1,7,13,16,0,Matches
Renato Kayser,br BRA,FW,28-124,4.3,6,4,0,4,2,2,4,50.0,2,4,0,4,0,6,5,0,Matches
Bruno Pacheco,br BRA,DF,32-195,4.4,7,4,7,0,0,5,8,62.5,3,2,0,2,5,12,14,1,Matches
Juan Martín Lucero,ar ARG,FW,32-203,4.3,4,3,0,4,0,1,6,16.7,5,2,1,1,0,4,3,0,Matches
José Welison,br BRA,MF,29-101,4.0,16,11,9,7,0,6,12,50.0,6,9,2,7,4,20,6,1,Matches
Yago Pikachu,br BRA,"FW,DF",32-015,3.9,3,2,1,2,0,1,4,25.0,3,0,0,0,2,5,2,0,Matches
Tomás Cardona,ar ARG,DF,28-254,3.0,2,1,1,1,0,1,3,33.3,2,7,3,4,4,6,12,1,Matches
Benjamín Kuscevic,cl CHI,DF,28-049,3.0,6,4,4,2,0,2,5,40.0,3,4,3,1,1,7,15,0,Matches
Leandro Emmanuel Martínez,ar ARG,MF,30-016,2.7,3,0,2,1,0,3,7,42.9,4,7,2,5,2,5,0,0,Matches
Marinho,br BRA,"FW,DF",34-022,2.7,3,2,3,0,0,1,3,33.3,2,4,0,4,1,4,1,0,Matches
Imanol Machuca,ar ARG,"FW,MF",24-157,2.5,2,2,1,1,0,1,4,25.0,3,2,0,2,0,2,0,0,Matches
Matheus Rossetto,br BRA,MF,28-017,1.3,1,1,0,1,0,0,1,0.0,1,2,0,2,0,1,1,0,Matches
Lucas Sasha,br BRA,MF,34-111,1.8,9,5,6,3,0,5,10,50.0,5,5,0,5,4,13,3,0,Matches
Kervin Andrade,ve VEN,MF,19-068,0.8,0,0,0,0,0,0,0,0.0,0,4,0,4,0,0,0,0,Matches
Moises,br BRA,FW,27-292,1.7,2,1,0,2,0,0,4,0.0,4,1,0,1,1,3,5,0,Matches
Kauan,br BRA,MF,19-065,0.4,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,Matches
Calebe,br BRA,FW,24-051,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
Pedro Rocha Neves,br BRA,MF,29-264,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,30.2,9.0,165,99,88,74,3,71,162,43.8,91,96,25,71,61,226,180,6,0
Opponent Total,0,0,27.5,9.0,140,91,58,64,18,61,122,50.0,61,91,33,58,61,201,179,0,0
