Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Walace,br BRA,MF,28.0,37,3238.0,88.0,94.7,36.0,37,88.0,30,0,0.0,0,0.92,32.0,48.0,-16.0,-0.44,-0.44,35.6,43.9,-8.3,-0.23,0.59,Matches
Nehuén Pérez,ar ARG,DF,23.0,36,3238.0,90.0,94.7,36.0,36,90.0,34,0,0.0,0,1.0,36.0,49.0,-13.0,-0.36,1.12,37.9,47.0,-9.1,-0.25,0.2,Matches
Lorenzo Lucca,it ITA,FW,22.0,37,2592.0,70.0,75.8,28.8,30,80.0,13,7,26.0,0,1.0,28.0,38.0,-10.0,-0.35,0.3,29.9,35.4,-5.5,-0.19,0.3,Matches
Lazar Samardzic,rs SRB,MF,21.0,34,2372.0,70.0,69.4,26.4,28,79.0,14,6,27.0,4,1.03,23.0,28.0,-5.0,-0.19,0.75,29.5,30.0,-0.5,-0.02,0.8,Matches
Hassane Kamara,ci CIV,DF,29.0,35,2225.0,64.0,65.1,24.7,27,76.0,4,8,20.0,2,0.94,24.0,30.0,-6.0,-0.24,0.51,24.4,27.8,-3.4,-0.14,0.36,Matches
Thomas Kristensen,dk DEN,DF,21.0,26,2096.0,81.0,61.3,23.3,23,87.0,20,3,29.0,6,0.88,23.0,34.0,-11.0,-0.47,-0.13,20.8,29.0,-8.2,-0.35,-0.22,Matches
Jaka Bijol,si SVN,DF,24.0,24,2084.0,87.0,60.9,23.2,23,90.0,23,1,14.0,0,1.0,18.0,29.0,-11.0,-0.48,-0.14,24.8,27.3,-2.4,-0.11,0.4,Matches
Roberto Pereyra,ar ARG,"FW,MF",32.0,27,1858.0,69.0,54.3,20.6,22,80.0,13,5,20.0,4,0.93,25.0,30.0,-5.0,-0.24,0.39,21.2,27.8,-6.6,-0.32,-0.12,Matches
Sandi Lovrić,si SVN,MF,25.0,29,1987.0,69.0,58.1,22.1,21,85.0,11,8,24.0,0,0.9,22.0,34.0,-12.0,-0.54,-0.29,20.9,30.1,-9.2,-0.42,-0.37,Matches
Maduka Okoye,ng NGA,GK,23.0,21,1890.0,90.0,55.3,21.0,21,90.0,21,0,0.0,16,1.1,22.0,25.0,-3.0,-0.14,0.62,19.0,24.4,-5.4,-0.26,0.01,Matches
Martín Payero,ar ARG,MF,24.0,29,1796.0,62.0,52.5,20.0,21,77.0,9,8,21.0,4,0.97,24.0,29.0,-5.0,-0.25,0.36,22.5,25.3,-2.9,-0.14,0.25,Matches
Festy Ebosele,ie IRL,DF,20.0,31,1700.0,55.0,49.7,18.9,20,70.0,4,11,27.0,6,0.9,20.0,29.0,-9.0,-0.48,-0.11,22.0,24.8,-2.8,-0.15,0.23,Matches
Florian Thauvin,fr FRA,FW,30.0,29,1710.0,59.0,50.0,19.0,19,79.0,4,10,20.0,3,0.9,15.0,28.0,-13.0,-0.68,-0.53,19.1,26.5,-7.5,-0.39,-0.26,Matches
João Ferreira,pt POR,DF,22.0,35,1822.0,52.0,53.3,20.2,18,80.0,11,17,22.0,2,1.0,25.0,31.0,-6.0,-0.3,0.27,20.8,28.3,-7.5,-0.37,-0.23,Matches
Marco Silvestri,it ITA,GK,32.0,17,1530.0,90.0,44.7,17.0,17,90.0,17,0,0.0,16,0.82,15.0,28.0,-13.0,-0.76,-0.62,20.0,24.6,-4.6,-0.27,-0.01,Matches
Kingsley Ehizibue,nl NED,DF,28.0,23,955.0,42.0,27.9,10.6,11,63.0,0,12,22.0,1,0.87,9.0,15.0,-6.0,-0.57,-0.2,8.9,13.9,-5.0,-0.47,-0.29,Matches
Jordan Zemura,zw ZIM,DF,23.0,27,1038.0,38.0,30.4,11.5,10,73.0,0,17,18.0,7,0.93,11.0,17.0,-6.0,-0.52,-0.14,12.5,16.5,-4.0,-0.35,-0.12,Matches
Christian Kabasele,be BEL,DF,32.0,13,861.0,66.0,25.2,9.6,10,85.0,9,3,5.0,22,1.0,9.0,18.0,-9.0,-0.94,-0.69,11.6,15.5,-3.9,-0.4,-0.19,Matches
Isaac Success,ng NGA,"FW,MF",27.0,27,880.0,33.0,25.7,9.8,9,62.0,2,18,18.0,9,1.0,11.0,15.0,-4.0,-0.41,0.02,12.0,11.5,0.5,0.05,0.42,Matches
Lautaro Gianetti,ar ARG,DF,29.0,7,630.0,90.0,18.4,7.0,7,90.0,7,0,0.0,9,1.29,5.0,7.0,-2.0,-0.29,0.17,6.2,7.7,-1.5,-0.21,0.06,Matches
Oier Zarraga,es ESP,MF,24.0,15,404.0,27.0,11.8,4.5,4,74.0,2,11,10.0,23,1.07,6.0,10.0,-4.0,-0.89,-0.53,4.1,8.9,-4.8,-1.08,-0.92,Matches
Brenner,br BRA,"MF,FW",23.0,8,189.0,24.0,5.5,2.1,2,49.0,0,6,15.0,9,1.38,0.0,1.0,-1.0,-0.48,-0.06,1.4,1.3,0.1,0.03,0.31,Matches
Beto,gw GNB,FW,25.0,1,74.0,74.0,2.2,0.8,1,74.0,0,0,0.0,0,0.0,0.0,3.0,-3.0,-3.65,-3.3,0.5,1.8,-1.3,-1.61,-1.37,Matches
Adam Masina,ma MAR,DF,29.0,4,64.0,16.0,1.9,0.7,1,45.0,0,3,6.0,9,1.25,0.0,2.0,-2.0,-2.81,-2.44,0.3,2.2,-1.9,-2.67,-2.45,Matches
Keinan Davis,eng ENG,"FW,MF",25.0,8,186.0,23.0,5.4,2.1,0,0.0,0,8,23.0,6,1.5,4.0,2.0,2.0,0.97,1.47,2.6,2.2,0.4,0.17,0.46,Matches
Axel Guessand,fr FRA,DF,18.0,1,45.0,45.0,1.3,0.5,0,0.0,0,1,45.0,12,1.0,0.0,0.0,0.0,0.0,0.43,0.4,0.8,-0.4,-0.81,-0.55,Matches
Domingos Quina,pt POR,MF,23.0,2,13.0,7.0,0.4,0.1,0,0.0,0,2,7.0,15,1.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.26,Matches
