Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Maduka Okoye,ng NGA,GK,23.0,21,21,1890,21.0,25,1.19,89,65,75.3,5,8,8,5,23.8,3,3,0,0,0.0,Matches
Marco Silvestri,it ITA,GK,32.0,17,17,1530,17.0,28,1.65,68,40,67.6,1,11,5,4,23.5,6,6,0,0,0.0,Matches
Squad Total,0,0,25.7,38,38,3420,38.0,53,1.39,157,105,72.0,6,19,13,9,23.7,9,9,0,0,0.0,0
Opponent Total,0,0,26.6,38,38,3420,38.0,37,0.97,137,101,75.2,13,19,6,11,28.9,4,3,0,1,0.0,0
