Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Antonio Sivera,es ESP,GK,26.0,34.0,1105,653,449,154,0,8,0,0,0,0,0,0,651,3,0,Matches
Jon Guridi,es ESP,MF,28.0,29.8,830,805,19,1,2,3,21,1,0,0,0,0,643,6,20,Matches
Ander Guevara,es ESP,MF,26.0,32.6,1471,1431,35,26,8,3,8,2,7,1,0,0,1111,5,35,Matches
Andoni Gorosabel,es ESP,DF,26.0,31.7,1329,1014,311,25,0,3,81,285,1,0,0,0,1059,4,32,Matches
Luis Rioja,es ESP,"FW,MF",29.0,27.8,855,757,91,22,2,4,174,16,53,12,22,2,551,7,51,Matches
Antonio Blanco,es ESP,MF,23.0,27.0,1053,1018,30,25,4,21,15,2,3,1,0,0,811,5,27,Matches
Rafa Marín,es ESP,DF,21.0,27.1,1025,962,60,54,0,23,1,3,0,0,0,0,846,3,7,Matches
Abdel Abqar,ma MAR,DF,24.0,25.7,762,704,55,50,0,17,2,4,0,0,0,0,553,3,10,Matches
Javi López,es ESP,DF,21.0,26.5,1129,865,258,14,2,12,105,244,0,0,0,0,775,6,47,Matches
Samuel Omorodion,es ESP,FW,19.0,21.3,322,278,43,1,1,1,2,3,0,0,0,0,232,1,8,Matches
Rubén Duarte,es ESP,DF,27.0,20.9,827,658,160,55,0,8,70,104,1,0,0,0,566,9,10,Matches
Kiké,es ESP,"FW,MF",33.0,15.8,301,288,10,0,2,1,10,0,0,0,0,0,200,3,9,Matches
Alex Sola,es ESP,"FW,MF",24.0,14.0,430,364,66,4,0,1,84,41,21,3,13,0,269,0,25,Matches
Carlos Vicente,es ESP,FW,24.0,12.4,357,301,55,13,1,1,90,6,36,8,17,0,201,1,20,Matches
Nahuel Tenaglia,ar ARG,DF,27.0,12.7,454,384,67,13,1,3,17,54,0,0,0,0,330,3,13,Matches
Aleksandar Sedlar,rs SRB,DF,31.0,10.5,405,387,17,11,0,1,0,1,0,0,0,0,343,1,1,Matches
Carlos Benavídez,uy URU,MF,25.0,12.6,459,447,11,7,1,6,4,3,1,0,0,0,321,1,3,Matches
Ianis Hagi,ro ROU,"MF,FW",24.0,8.9,301,227,71,15,4,5,54,15,32,10,12,0,194,3,14,Matches
Abderrahman Rebbach,dz ALG,"FW,MF",24.0,8.0,225,179,44,3,0,1,63,12,28,10,8,2,124,2,18,Matches
Giuliano Simeone,ar ARG,FW,20.0,7.0,169,165,4,0,1,0,14,1,1,0,0,0,114,0,8,Matches
Jesús Owono,gq EQG,GK,22.0,4.0,119,75,44,13,0,0,0,0,0,0,0,0,77,0,0,Matches
Xeber,es ESP,"FW,MF",26.0,3.4,100,96,4,0,0,1,14,2,2,0,2,0,68,0,9,Matches
Joaquín Panichelli,ar ARG,"FW,MF",20.0,2.5,46,43,2,0,0,1,0,1,0,0,0,0,29,1,3,Matches
Miguel,es ESP,"FW,MF",23.0,0.7,15,12,3,0,0,0,0,0,0,0,0,0,7,0,1,Matches
Mamadou Sylla,sn SEN,"FW,MF",29.0,0.2,7,6,1,0,0,0,0,0,0,0,0,0,3,0,0,Matches
Jon Karrikaburu,es ESP,"MF,FW",20.0,0.2,5,3,1,0,0,0,0,0,0,0,0,0,2,1,0,Matches
Eneko Ortiz,es ESP,DF,20.0,0.2,4,2,2,0,0,0,1,2,0,0,0,0,3,0,1,Matches
Tomás Mendes,es ESP,MF,18.0,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
Unai Ropero,es ESP,MF,21.0,0.1,5,3,1,0,0,0,0,0,1,0,0,0,4,1,0,Matches
Victor Parada,es ESP,"FW,MF",21.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.6,38.0,14116,12133,1914,506,29,124,830,802,187,45,74,4,10091,69,372,0
Opponent Total,0,0,27.2,38.0,20256,18248,1948,519,55,144,686,850,167,64,74,1,16352,60,310,0
