Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Antonio Sivera,es ESP,GK,26.0,34,3060.0,90.0,89.5,34.0,34,90.0,34,0,0.0,4,1.21,32.0,38.0,-6.0,-0.18,0.82,39.5,39.1,0.4,0.01,-0.25,Matches
Jon Guridi,es ESP,MF,28.0,36,2678.0,74.0,78.3,29.8,34,77.0,10,2,36.0,1,1.28,30.0,32.0,-2.0,-0.07,0.9,37.0,32.2,4.8,0.16,0.57,Matches
Ander Guevara,es ESP,MF,26.0,37,2932.0,79.0,85.7,32.6,33,86.0,23,4,22.0,0,1.24,31.0,41.0,-10.0,-0.31,-0.31,39.3,39.0,0.3,0.01,-0.22,Matches
Andoni Gorosabel,es ESP,DF,26.0,36,2854.0,79.0,83.5,31.7,33,85.0,21,3,13.0,1,1.25,28.0,35.0,-7.0,-0.22,0.26,36.2,36.4,-0.2,-0.01,-0.28,Matches
Luis Rioja,es ESP,"FW,MF",29.0,37,2498.0,68.0,73.0,27.8,31,78.0,5,6,11.0,1,1.22,25.0,36.0,-11.0,-0.4,-0.49,31.7,32.4,-0.7,-0.02,-0.24,Matches
Antonio Blanco,es ESP,MF,23.0,33,2426.0,74.0,70.9,27.0,29,82.0,16,4,11.0,2,1.3,22.0,30.0,-8.0,-0.3,-0.12,29.0,30.5,-1.6,-0.06,-0.34,Matches
Rafa Marín,es ESP,DF,21.0,33,2443.0,74.0,71.4,27.1,27,87.0,26,6,15.0,3,1.18,23.0,36.0,-13.0,-0.48,-0.76,30.5,33.8,-3.3,-0.12,-0.56,Matches
Abdel Abqar,ma MAR,DF,24.0,27,2312.0,86.0,67.6,25.7,27,86.0,23,0,0.0,4,1.07,21.0,30.0,-9.0,-0.35,-0.27,27.0,30.7,-3.8,-0.15,-0.58,Matches
Javi López,es ESP,DF,21.0,32,2386.0,75.0,69.8,26.5,25,88.0,20,7,28.0,5,1.31,29.0,28.0,1.0,0.04,1.0,34.4,29.1,5.3,0.2,0.53,Matches
Samuel Omorodion,es ESP,FW,19.0,34,1918.0,56.0,56.1,21.3,21,78.0,3,13,21.0,1,1.15,15.0,28.0,-13.0,-0.61,-0.79,23.1,27.0,-3.9,-0.18,-0.51,Matches
Rubén Duarte,es ESP,DF,27.0,28,1878.0,67.0,54.9,20.9,21,83.0,15,7,19.0,6,1.07,20.0,30.0,-10.0,-0.48,-0.48,25.9,25.8,0.1,0.01,-0.07,Matches
Kiké,es ESP,"FW,MF",33.0,33,1423.0,43.0,41.6,15.8,15,71.0,1,18,20.0,4,1.24,19.0,15.0,4.0,0.25,0.88,23.6,17.3,6.4,0.4,0.62,Matches
Alex Sola,es ESP,"FW,MF",24.0,29,1262.0,44.0,36.9,14.0,14,71.0,3,15,18.0,6,1.24,9.0,20.0,-11.0,-0.78,-0.83,17.8,18.7,-1.0,-0.07,-0.17,Matches
