Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Antonio Sivera,es ESP,GK,26.0,34.0,3,0,0,0,2,0,0,0,0,0,0,0,23,7,1,87.5,Matches
Jon Guridi,es ESP,MF,28.0,29.8,2,0,0,21,30,2,21,22,24,0,0,0,131,45,47,48.9,Matches
Ander Guevara,es ESP,MF,26.0,32.6,7,0,0,48,30,0,8,13,32,1,0,0,218,45,41,52.3,Matches
Andoni Gorosabel,es ESP,DF,26.0,31.7,6,0,0,29,41,0,81,28,42,1,1,0,164,25,57,30.5,Matches
Luis Rioja,es ESP,"FW,MF",29.0,27.8,4,0,0,22,18,10,174,16,19,1,0,0,128,10,23,30.3,Matches
Antonio Blanco,es ESP,MF,23.0,27.0,5,1,0,36,40,0,15,35,36,0,0,0,160,21,18,53.8,Matches
Rafa Marín,es ESP,DF,21.0,27.1,6,0,0,28,16,0,1,33,20,0,0,1,117,56,43,56.6,Matches
Abdel Abqar,ma MAR,DF,24.0,25.7,10,0,0,33,23,1,2,23,19,0,2,1,109,39,36,52.0,Matches
Javi López,es ESP,DF,21.0,26.5,3,0,0,25,29,1,105,10,12,0,1,0,123,28,22,56.0,Matches
Samuel Omorodion,es ESP,FW,19.0,21.3,6,0,0,30,30,16,2,1,3,1,0,0,46,59,89,39.9,Matches
Rubén Duarte,es ESP,DF,27.0,20.9,7,0,0,31,30,0,70,23,20,0,0,0,93,27,26,50.9,Matches
Kiké,es ESP,"FW,MF",33.0,15.8,3,0,0,25,36,7,10,1,4,2,0,0,52,50,63,44.2,Matches
Alex Sola,es ESP,"FW,MF",24.0,14.0,2,0,0,11,28,10,84,11,15,0,1,0,79,16,18,47.1,Matches
Carlos Vicente,es ESP,FW,24.0,12.4,1,0,0,18,25,9,90,4,6,0,0,0,47,22,26,45.8,Matches
Nahuel Tenaglia,ar ARG,DF,27.0,12.7,5,0,0,13,14,2,17,12,19,0,0,0,47,25,18,58.1,Matches
Aleksandar Sedlar,rs SRB,DF,31.0,10.5,2,0,0,14,4,1,0,13,10,0,1,0,49,17,18,48.6,Matches
Carlos Benavídez,uy URU,MF,25.0,12.6,5,0,0,38,9,1,4,19,35,0,2,0,72,35,30,53.8,Matches
Ianis Hagi,ro ROU,"MF,FW",24.0,8.9,3,0,0,13,19,1,54,5,12,0,0,0,33,13,11,54.2,Matches
Abderrahman Rebbach,dz ALG,"FW,MF",24.0,8.0,1,0,0,13,10,3,63,3,5,0,0,0,31,7,13,35.0,Matches
Giuliano Simeone,ar ARG,FW,20.0,7.0,1,0,0,11,6,2,14,5,5,1,0,0,37,2,10,16.7,Matches
Jesús Owono,gq EQG,GK,22.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0,100.0,Matches
Xeber,es ESP,"FW,MF",26.0,3.4,1,0,0,9,0,1,14,1,5,0,0,0,19,2,5,28.6,Matches
Joaquín Panichelli,ar ARG,"FW,MF",20.0,2.5,0,0,0,8,4,1,0,1,3,0,0,0,10,17,5,77.3,Matches
Miguel,es ESP,"FW,MF",23.0,0.7,0,0,0,2,3,0,0,0,0,0,0,0,3,1,2,33.3,Matches
Mamadou Sylla,sn SEN,"FW,MF",29.0,0.2,0,0,0,1,2,0,0,0,0,0,0,0,1,3,3,50.0,Matches
Jon Karrikaburu,es ESP,"MF,FW",20.0,0.2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0.0,Matches
Eneko Ortiz,es ESP,DF,20.0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,Matches
Tomás Mendes,es ESP,MF,18.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,Matches
Unai Ropero,es ESP,MF,21.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Matches
Victor Parada,es ESP,"FW,MF",21.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,25.6,38.0,84,1,0,481,449,69,830,279,347,7,8,2,1807,574,625,47.9,0
Opponent Total,0,0,27.2,38.0,102,7,3,476,451,60,686,233,340,6,7,3,1752,625,574,52.1,0
