Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Andrés Fernández,es ESP,GK,37-187,33,33,2970,33.0,29,0.88,120,91,78.3,11,16,6,16,48.5,4,3,1,0,25.0,Matches
Joan Femenías,es ESP,GK,27-307,9,9,810,9.0,16,1.78,40,24,67.5,2,4,3,2,22.2,3,3,0,0,0.0,Matches
Squad Total,0,0,26.9,42,42,3780,42.0,45,1.07,160,115,75.6,13,20,9,18,42.9,7,6,1,0,14.3,0
Opponent Total,0,0,27.8,42,42,3780,42.0,49,1.17,170,120,72.4,9,20,13,13,31.0,4,2,1,1,33.3,0
