Player,Nation,Pos,Age,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Matches
Andrés Fernández,es ESP,GK,37-187,33.0,3,0,0,0,2,0,0,0,1,0,0,1,35,4,0,100.0,Matches
Oriol Rey,es ESP,MF,26-117,32.4,8,0,0,43,22,0,9,32,28,0,0,0,181,22,28,44.0,Matches
Álex Muñoz,es ESP,DF,29-327,29.6,9,0,0,48,19,0,23,29,25,1,2,0,124,66,37,64.1,Matches
Pablo Martínez,es ESP,MF,26-120,25.8,3,0,0,24,21,4,141,37,22,0,0,0,147,17,18,48.6,Matches
Sergio Lozano,es ESP,MF,25-089,24.4,8,1,0,43,48,3,80,8,30,1,0,0,137,17,18,48.6,Matches
Álex Valle,es ESP,DF,20-057,25.6,2,0,0,30,39,1,61,36,40,0,2,0,144,30,33,47.6,Matches
Dani Gómez,es ESP,FW,25-327,22.6,4,0,0,28,36,27,15,5,6,0,0,0,57,19,31,38.0,Matches
Adrián de la Fuente,es ESP,DF,25-116,28.8,9,0,0,39,21,0,25,46,17,0,0,0,128,51,27,65.4,Matches
Carlos Álvarez,es ESP,MF,20-320,20.9,4,0,0,28,44,1,44,14,23,0,0,0,114,6,16,27.3,Matches
Mohamed Bouldini,ma MAR,FW,28-207,23.0,10,0,0,64,27,18,6,7,17,0,0,0,58,102,73,58.3,Matches
Sergio Postigo,es ESP,DF,35-230,18.6,4,0,0,8,9,1,0,11,7,0,1,0,73,27,23,54.0,Matches
Brugui,es ESP,"MF,FW",27-230,20.6,1,1,0,22,22,8,36,19,19,0,0,0,80,26,41,38.8,Matches
Ander Capa,es ESP,DF,32-134,17.0,7,0,0,20,7,2,29,21,24,0,2,0,101,15,5,75.0,Matches
Rúben Vezo,pt POR,DF,30-057,15.9,2,1,0,20,20,0,7,22,16,0,0,0,87,40,22,64.5,Matches
Andrés García,es ESP,"DF,MF",21-135,16.7,0,0,0,29,3,1,79,12,18,0,0,0,118,8,10,44.4,Matches
Fabrício,br BRA,"FW,MF",23-257,15.1,2,0,0,28,44,14,41,7,8,0,0,0,66,14,31,31.1,Matches
Giorgi Kochorashvili,ge GEO,MF,24-358,14.3,3,1,0,35,27,0,28,17,14,0,0,0,98,16,20,44.4,Matches
Ángel Algobia,es ESP,MF,24-364,12.8,2,0,0,21,2,0,5,10,8,0,0,0,62,10,18,35.7,Matches
Álex Cantero,es ESP,"FW,MF",24-013,9.8,4,0,0,14,15,3,20,4,4,0,0,0,34,8,19,29.6,Matches
Joan Femenías,es ESP,GK,27-307,9.0,1,0,0,0,0,0,0,0,0,0,0,0,13,2,0,100.0,Matches
Iván Romero,es ESP,"FW,MF",23-072,9.6,0,0,0,19,16,1,5,8,9,0,0,0,29,7,11,38.9,Matches
Nikola Maraš,rs SRB,DF,28-185,7.5,1,0,0,10,5,1,0,3,10,0,0,0,23,26,13,66.7,Matches
Xavi Grande,es ESP,DF,19-145,6.8,0,0,0,6,3,0,41,4,6,0,0,0,21,4,12,25.0,Matches
Jorge Cabello,es ESP,DF,20-057,5.7,0,0,0,2,6,0,0,1,6,0,0,0,12,7,5,58.3,Matches
Óscar Clemente,es ESP,MF,25-087,8.8,0,0,0,9,11,2,16,7,6,0,0,0,52,4,7,36.4,Matches
Robert Ibáñez,es ESP,"MF,FW",31-091,4.0,1,0,0,8,19,0,9,3,6,0,0,0,23,1,3,25.0,Matches
Buba Sangaré,es ESP,DF,16-320,1.0,0,0,0,0,3,0,1,3,4,0,0,0,5,0,1,0.0,Matches
Marcos Navarro,es ESP,DF,20-022,0.6,0,0,0,0,3,0,1,1,2,0,0,0,5,1,3,25.0,Matches
Paco Cortés,es ESP,MF,16-315,0.5,0,0,0,0,1,0,1,0,0,0,0,0,3,0,1,0.0,Matches
Carlos Espí,es ESP,FW,18-333,0.4,1,0,0,0,0,1,0,1,0,0,0,0,2,2,2,50.0,Matches
Lancinet Kourouma,es ESP,MF,20-083,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,Matches
Edgar Alcañiz,es ESP,"FW,MF",19-095,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Matches
Alejandro Blesa,es ESP,MF,22-158,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.9,42.0,89,4,0,599,495,88,724,369,376,2,7,1,2033,552,528,51.1,0
Opponent Total,0,0,27.8,42.0,89,7,5,522,563,76,883,370,465,4,4,0,2043,528,552,48.9,0
