D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-11,19:00,La Liga 2,Matchweek 1,Fri,Away,D,1,1,Amorebieta,1.3,1.4,58.0,1297,Sergio Postigo,4-1-2-1-2◆,Dámaso Arcediano,Match Report,0.0
2023-08-19,19:30,La Liga 2,Matchweek 2,Sat,Home,W,3,2,Burgos,1.7,2.0,50.0,12952,Sergio Postigo,4-4-2,José Guzmán,Match Report,0.0
2023-08-25,21:30,La Liga 2,Matchweek 3,Fri,Away,W,1,0,Cartagena,1.3,0.7,45.0,7243,Sergio Postigo,4-4-2,Adrián Cordero,Match Report,0.0
2023-09-02,18:30,La Liga 2,Matchweek 4,Sat,Home,D,1,1,Oviedo,1.0,1.3,72.0,13844,Sergio Postigo,3-4-1-2,Luis Milla,Match Report,0.0
2023-09-08,21:00,La Liga 2,Matchweek 5,Fri,Home,L,1,4,Espanyol,1.0,2.3,58.0,15548,Rúben Vezo,4-4-2,Jon González,Match Report,0.0
2023-09-16,18:30,La Liga 2,Matchweek 6,Sat,Away,W,2,0,Alcorcón,1.0,1.1,70.0,3505,Sergio Postigo,4-4-2,Iosu Galech,Match Report,0.0
2023-09-23,16:15,La Liga 2,Matchweek 7,Sat,Home,W,2,0,Eldense,1.9,0.6,41.0,14845,Sergio Postigo,4-4-2,Rafael Sánchez,Match Report,0.0
2023-09-30,18:30,La Liga 2,Matchweek 8,Sat,Away,D,0,0,Elche,0.5,2.0,47.0,15660,Sergio Postigo,4-4-2,Raúl González,Match Report,0.0
2023-10-03,19:00,La Liga 2,Matchweek 9,Tue,Home,D,1,1,Villarreal B,1.8,0.8,63.0,12850,Rúben Vezo,4-4-2,Adrián Cordero,Match Report,0.0
2023-10-06,21:00,La Liga 2,Matchweek 10,Fri,Away,W,2,0,Albacete,1.5,1.2,35.0,13246,Sergio Postigo,3-4-1-2,José López,Match Report,0.0
2023-10-16,21:00,La Liga 2,Matchweek 11,Mon,Home,W,1,0,Racing Ferrol,0.7,1.2,47.0,13155,Rúben Vezo,4-1-3-2,Rubén Ávalos,Match Report,0.0
2023-10-21,17:30,La Liga 2,Matchweek 12,Sat,Away,D,0,0,Tenerife,0.3,1.3,43.0,19102,Sergio Postigo,4-4-2,Alejandro Quintero,Match Report,0.0
2023-10-28,18:30,La Liga 2,Matchweek 13,Sat,Away,L,0,2,FC Andorra,0.6,1.7,45.0,1730,Sergio Postigo,3-4-3,Miguel González,Match Report,0.0
2023-10-31,20:00,Copa del Rey,First round,Tue,Away,W,3,0,Varea,0.0,0.0,0.0,1500,0,3-4-3,Jon González,Match Report,0.0
2023-11-04,18:30,La Liga 2,Matchweek 14,Sat,Home,D,2,2,CD Mirandés,1.2,2.2,45.0,14299,Sergio Postigo,4-4-2,Raúl González,Match Report,0.0
2023-11-10,20:30,La Liga 2,Matchweek 15,Fri,Away,L,1,2,Leganés,0.3,1.4,59.0,8416,Sergio Postigo,4-2-3-1,Luis Milla,Match Report,0.0
2023-11-20,21:00,La Liga 2,Matchweek 16,Mon,Home,L,2,4,Racing Sant,1.4,2.4,60.0,12691,Rúben Vezo,4-4-2,Iosu Galech,Match Report,0.0
2023-11-25,21:00,La Liga 2,Matchweek 17,Sat,Away,L,1,3,Eibar,0.7,1.8,43.0,5153,Sergio Postigo,4-2-2-2,Adrián Cordero,Match Report,0.0
2023-12-02,21:00,La Liga 2,Matchweek 18,Sat,Home,W,2,1,Valladolid,1.7,1.8,40.0,12978,Sergio Postigo,4-1-3-2,José Guzmán,Match Report,0.0
2023-12-06,19:00,Copa del Rey,Second round,Wed,Home,L,0,1,Amorebieta,0.0,0.0,0.0,11216,Sergio Postigo,4-4-2,Miguel Sesma,Match Report,0.0
2023-12-09,18:30,La Liga 2,Matchweek 19,Sat,Away,D,0,0,Sporting Gijón,0.4,0.6,49.0,19640,Sergio Postigo,4-4-2,Germán Cid Camacho,Match Report,0.0
2023-12-17,16:15,La Liga 2,Matchweek 20,Sun,Home,W,2,1,Huesca,1.0,1.1,62.0,13281,Pablo Martínez,4-4-2,Alejandro Quintero,Match Report,0.0
2023-12-20,19:00,La Liga 2,Matchweek 21,Wed,Away,D,2,2,Zaragoza,0.7,1.2,46.0,20520,Pablo Martínez,4-1-3-2,Álvaro Moreno,Match Report,0.0
2024-01-13,16:15,La Liga 2,Matchweek 22,Sat,Home,W,3,2,Albacete,2.4,0.9,53.0,15487,Pablo Martínez,4-1-3-2,Daniel Trujillo,Match Report,0.0
2024-01-21,16:15,La Liga 2,Matchweek 23,Sun,Away,D,1,1,CD Mirandés,0.4,0.8,53.0,2847,Rúben Vezo,4-4-2,José Guzmán,Match Report,0.0
2024-01-27,21:00,La Liga 2,Matchweek 24,Sat,Home,D,0,0,Tenerife,1.3,0.4,46.0,14427,Pablo Martínez,4-1-3-2,José López,Match Report,0.0
2024-02-04,18:30,La Liga 2,Matchweek 25,Sun,Away,L,1,2,Espanyol,1.0,1.4,58.0,19524,Pablo Martínez,3-1-4-2,Dámaso Arcediano,Match Report,0.0
2024-02-09,20:30,La Liga 2,Matchweek 26,Fri,Home,D,0,0,Leganés,0.7,0.8,53.0,13286,Pablo Martínez,3-4-1-2,Oliver De La Fuente,Match Report,0.0
2024-02-18,16:15,La Liga 2,Matchweek 27,Sun,Away,D,0,0,Racing Ferrol,1.1,0.3,59.0,6821,Sergio Postigo,4-1-3-2,Germán Cid Camacho,Match Report,0.0
2024-03-02,18:30,La Liga 2,Matchweek 29,Sat,Away,L,2,3,Oviedo,1.3,1.9,33.0,14318,Sergio Postigo,4-4-2,Iosu Galech,Match Report,0.0
2024-03-10,16:15,La Liga 2,Matchweek 30,Sun,Home,W,1,0,Sporting Gijón,2.4,1.0,43.0,12704,Sergio Postigo,4-4-2,Manuel Orellana,Match Report,0.0
2024-03-13,19:00,La Liga 2,Matchweek 28,Wed,Home,D,0,0,FC Andorra,1.0,0.4,46.0,12015,Adrián de la Fuente,4-4-2,Miguel Sesma,Match Report,0.0
2024-03-16,14:00,La Liga 2,Matchweek 31,Sat,Away,D,1,1,Burgos,1.1,1.6,57.0,9753,Pablo Martínez,3-4-3,Rafael Sánchez,Match Report,0.0
2024-03-24,18:30,La Liga 2,Matchweek 32,Sun,Home,W,3,2,Elche,1.5,1.6,46.0,15134,Pablo Martínez,3-4-3,Oliver De La Fuente,Match Report,0.0
2024-03-30,14:00,La Liga 2,Matchweek 33,Sat,Away,D,0,0,Valladolid,0.4,0.4,42.0,14218,Pablo Martínez,4-4-2,Álvaro Moreno,Match Report,0.0
2024-04-06,18:30,La Liga 2,Matchweek 34,Sat,Home,W,2,1,Zaragoza,1.0,0.7,60.0,16360,Pablo Martínez,4-3-3,José Guzmán,Match Report,0.0
2024-04-13,21:00,La Liga 2,Matchweek 35,Sat,Home,L,1,2,Amorebieta,1.8,1.6,52.0,17240,Pablo Martínez,4-4-2,Germán Cid Camacho,Match Report,0.0
2024-04-20,16:15,La Liga 2,Matchweek 36,Sat,Away,D,0,0,Racing Sant,1.1,2.2,51.0,19203,Pablo Martínez,4-4-2,Raúl González,Match Report,0.0
2024-04-28,18:30,La Liga 2,Matchweek 37,Sun,Home,L,0,1,Cartagena,0.8,1.2,60.0,16141,Pablo Martínez,4-4-2,Adrián Cordero,Match Report,0.0
2024-05-03,20:30,La Liga 2,Matchweek 38,Fri,Away,W,3,0,Villarreal B,1.1,1.1,54.0,9467,Pablo Martínez,4-4-2,José López,Match Report,0.0
2024-05-11,21:00,La Liga 2,Matchweek 39,Sat,Home,D,2,2,Eibar,2.6,0.9,51.0,15651,Brugui,4-4-2,Dámaso Arcediano,Match Report,0.0
2024-05-18,21:00,La Liga 2,Matchweek 40,Sat,Away,D,0,0,Eldense,0.3,0.8,59.0,5486,Brugui,4-4-2,Alejandro Quintero,Match Report,0.0
2024-05-26,18:30,La Liga 2,Matchweek 41,Sun,Home,D,2,2,Alcorcón,1.1,0.9,60.0,13854,Pablo Martínez,4-4-2,Rafael Sánchez,Match Report,0.0
2024-06-02,16:15,La Liga 2,Matchweek 42,Sun,Away,D,0,0,Huesca,0.8,1.2,60.0,5034,Sergio Postigo,4-4-2,Jon González,Match Report,0.0
