Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Andrés Fernández,es ESP,GK,37-187,33.0,786,973,80.8,21280,15162,154,155,99.4,398,402,99.0,231,411,56.2,0,0.0,0.0,0.0,0,13,0,0,0,Matches
Oriol Rey,es ESP,MF,26-117,32.4,1442,1690,85.3,25177,7677,623,705,88.4,684,759,90.1,111,160,69.4,1,1.2,1.6,-0.2,23,145,14,2,165,Matches
Álex Muñoz,es ESP,DF,29-327,29.6,1436,1714,83.8,25600,9745,575,625,92.0,743,855,86.9,103,188,54.8,0,1.0,1.4,-1.0,20,134,15,4,151,Matches
Pablo Martínez,es ESP,MF,26-120,25.8,1077,1413,76.2,19017,5555,497,562,88.4,425,513,82.8,119,252,47.2,5,3.0,5.0,2.0,52,113,32,12,124,Matches
Sergio Lozano,es ESP,MF,25-089,24.4,1011,1296,78.0,17691,5048,469,530,88.5,408,501,81.4,108,185,58.4,8,6.0,5.8,2.0,56,113,37,2,141,Matches
Álex Valle,es ESP,DF,20-057,25.6,1147,1495,76.7,17388,6351,644,729,88.3,416,523,79.5,61,149,40.9,0,1.8,1.7,-1.8,17,92,23,9,108,Matches
Dani Gómez,es ESP,FW,25-327,22.6,306,415,73.7,3982,671,204,247,82.6,78,112,69.6,9,18,50.0,1,2.6,2.4,-1.6,24,21,10,2,30,Matches
Adrián de la Fuente,es ESP,DF,25-116,28.8,1493,1821,82.0,32047,12292,416,461,90.2,827,908,91.1,238,416,57.2,2,2.0,1.5,0.0,6,137,13,7,113,Matches
Carlos Álvarez,es ESP,MF,20-320,20.9,657,854,76.9,10361,3178,355,414,85.7,223,284,78.5,57,98,58.2,2,3.7,4.9,-1.7,45,87,34,3,109,Matches
Mohamed Bouldini,ma MAR,FW,28-207,23.0,300,471,63.7,4132,583,178,244,73.0,83,144,57.6,16,28,57.1,0,1.6,2.1,-1.6,20,12,11,3,30,Matches
Sergio Postigo,es ESP,DF,35-230,18.6,775,904,85.7,16975,6509,192,205,93.7,453,481,94.2,128,200,64.0,0,0.8,0.3,-0.8,5,45,2,0,53,Matches
Brugui,es ESP,"MF,FW",27-230,20.6,422,590,71.5,6029,1712,261,315,82.9,119,171,69.6,22,38,57.9,3,2.3,2.3,0.7,19,28,18,5,55,Matches
Ander Capa,es ESP,DF,32-134,17.0,793,979,81.0,13115,4410,408,438,93.2,312,378,82.5,58,118,49.2,0,0.3,0.5,-0.3,8,66,9,2,73,Matches
Rúben Vezo,pt POR,DF,30-057,15.9,819,1002,81.7,17970,7401,190,223,85.2,471,528,89.2,151,222,68.0,2,0.7,0.7,1.3,7,61,9,0,84,Matches
Andrés García,es ESP,"DF,MF",21-135,16.7,573,764,75.0,9732,2489,301,348,86.5,212,278,76.3,53,103,51.5,3,1.6,2.0,1.4,20,21,19,16,22,Matches
Fabrício,br BRA,"FW,MF",23-257,15.1,116,207,56.0,1694,333,62,92,67.4,36,63,57.1,8,22,36.4,0,1.0,1.2,-1.0,12,6,8,3,11,Matches
Giorgi Kochorashvili,ge GEO,MF,24-358,14.3,650,777,83.7,10881,3647,316,352,89.8,256,288,88.9,60,92,65.2,0,1.0,0.8,-1.0,11,70,9,2,69,Matches
Ángel Algobia,es ESP,MF,24-364,12.8,577,671,86.0,10553,2829,240,266,90.2,258,281,91.8,65,91,71.4,2,0.9,1.5,1.1,16,62,6,0,51,Matches
Álex Cantero,es ESP,"FW,MF",24-013,9.8,145,228,63.6,1990,487,98,120,81.7,34,57,59.6,6,17,35.3,2,1.2,1.1,0.8,12,7,10,2,20,Matches
Joan Femenías,es ESP,GK,27-307,9.0,222,256,86.7,5626,3841,55,55,100.0,101,101,100.0,64,97,66.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
