Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Lutsharel Geertruida,nl NED,DF,23.0,33.8,2345,2114,229,34,3,2,24,195,0,0,0,0,2100,2,16,Matches
Dávid Hancko,sk SVK,DF,25.0,33.7,3030,2878,143,51,3,7,35,44,0,0,0,0,2671,9,18,Matches
Quinten Timber,nl NED,MF,22.0,29.6,1083,1024,52,25,19,3,14,11,3,1,0,0,860,7,31,Matches
Mats Wieffer,nl NED,MF,23.0,28.8,1865,1782,78,44,3,10,14,31,0,0,0,0,1552,5,22,Matches
Santiago Giménez,mx MEX,FW,22.0,26.3,399,368,26,4,2,1,6,5,0,0,0,0,270,5,9,Matches
Calvin Stengs,nl NED,"MF,FW",24.0,23.3,1028,870,156,32,11,2,91,16,87,47,10,0,802,2,34,Matches
Quilindschy Hartman,nl NED,DF,21.0,23.0,1735,1532,195,29,13,11,66,156,10,7,1,0,1399,8,36,Matches
Igor Paixão,br BRA,FW,23.0,21.4,792,682,106,19,1,2,143,14,72,36,20,0,566,4,15,Matches
Timon Wellenreuther,de GER,GK,27.0,17.8,707,628,78,32,0,0,0,0,0,0,0,0,566,1,0,Matches
Justin Bijlow,nl NED,GK,25.0,16.2,708,631,77,25,1,2,0,0,0,0,0,0,619,0,0,Matches
Yankuba Minteh,gm GAM,FW,19.0,16.2,568,531,30,4,3,3,61,19,7,4,0,0,363,7,35,Matches
Gernot Trauner,at AUT,DF,31.0,15.1,1249,1222,27,21,3,2,0,4,0,0,0,0,1147,0,5,Matches
Ramiz Zerrouki,dz ALG,MF,25.0,15.4,1175,1134,37,20,2,11,17,7,10,3,6,0,1006,4,13,Matches
Thomas Beelen,nl NED,DF,22.0,14.4,1175,1138,34,20,0,4,2,3,0,0,0,0,1075,3,8,Matches
Luka Ivanušec,hr CRO,FW,24.0,12.9,687,616,69,8,7,1,68,7,54,30,14,1,545,2,17,Matches
Bart Nieuwkoop,nl NED,DF,27.0,9.5,542,457,82,6,1,0,18,76,0,0,0,0,425,3,12,Matches
Ayase Ueda,jp JPN,"FW,MF",24.0,9.3,176,172,3,0,1,0,5,0,0,0,0,0,126,1,5,Matches
Marcos López,pe PER,DF,23.0,5.2,392,338,54,11,3,1,4,43,0,0,0,0,330,0,8,Matches
Alireza Jahanbakhsh,ir IRN,"FW,MF",29.0,5.1,323,290,31,2,1,2,33,27,2,0,2,0,222,2,12,Matches
Javairô Dilrosun,nl NED,"FW,MF",25.0,3.5,175,163,12,2,2,0,26,7,3,2,0,0,139,0,2,Matches
Thomas van den Belt,nl NED,MF,22.0,3.0,122,118,3,0,0,1,3,2,0,0,0,0,89,1,5,Matches
Antoni Milambo,nl NED,"MF,FW",18.0,2.6,95,92,3,0,1,1,2,1,0,0,0,0,78,0,6,Matches
Ondřej Lingr,cz CZE,"MF,FW",24.0,3.8,133,132,0,0,1,2,5,0,0,0,0,0,105,1,6,Matches
Leo Sauer,sk SVK,"FW,MF",17.0,3.2,181,165,15,2,0,1,20,2,11,2,2,0,135,1,7,Matches
Gjivai Zechiël,nl NED,"DF,MF",19.0,0.3,18,18,0,0,0,0,0,0,0,0,0,0,16,0,1,Matches
Squad Total,0,0,24.0,34.0,20703,19095,1540,391,81,69,657,670,259,132,55,1,17206,68,323,0
Opponent Total,0,0,25.1,34.0,12711,11145,1514,361,36,95,402,563,103,47,33,2,9199,52,303,0
