D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,14:30,Eredivisie,Matchweek 1,Sun,Home,D,0,0,Fortuna Sittard,1.3,1.2,61,47500.0,Lutsharel Geertruida,4-3-3,Rob Dieperink,Match Report,0
2023-08-20,14:30,Eredivisie,Matchweek 2,Sun,Away,D,2,2,Sparta R'dam,2.0,0.9,71,10600.0,Lutsharel Geertruida,4-2-3-1,Danny Makkelie,Match Report,0
2023-08-27,14:30,Eredivisie,Matchweek 3,Sun,Home,W,6,1,Almere City,4.4,1.3,63,47500.0,Gernot Trauner,4-2-3-1,Bas Nijhuis,Match Report,0
2023-09-03,12:15,Eredivisie,Matchweek 4,Sun,Away,W,5,1,Utrecht,4.5,0.6,55,20366.0,Gernot Trauner,4-2-3-1,Pol van Boekel,Match Report,0
2023-09-16,16:30,Eredivisie,Matchweek 5,Sat,Home,W,6,1,Heerenveen,3.3,0.8,61,47500.0,Gernot Trauner,4-2-3-1,Jeroen Manschot,Match Report,0
2023-09-19,21:00,Champions Lg,Group stage,Tue,Home,W,2,0,sct Celtic,1.6,0.3,61,44008.0,Gernot Trauner,4-2-3-1,Irfan Peljto,Match Report,0
2023-09-27,14:00,Eredivisie,Matchweek 6,Wed,Away,W,4,0,Ajax,2.5,0.3,38,0.0,Gernot Trauner,4-2-3-1,Serdar Gözübüyük,Match Report,0
2023-09-30,16:30,Eredivisie,Matchweek 7,Sat,Home,W,3,1,Go Ahead Eag,3.3,0.4,62,47500.0,Gernot Trauner,4-2-3-1,Jochem Kamphuis,Match Report,0
2023-10-04,18:45,Champions Lg,Group stage,Wed,Away,L,2,3,es Atlético Madrid,2.4,0.8,52,61742.0,Gernot Trauner,4-3-3,François Letexier,Match Report,0
2023-10-08,12:15,Eredivisie,Matchweek 8,Sun,Away,W,2,0,Zwolle,2.2,0.8,58,14000.0,Lutsharel Geertruida,4-2-3-1,Sander van der Eijk,Match Report,0
2023-10-21,21:00,Eredivisie,Matchweek 9,Sat,Home,W,4,0,Vitesse,3.0,0.1,57,47500.0,Lutsharel Geertruida,4-3-3,Bas Nijhuis,Match Report,0
2023-10-25,18:45,Champions Lg,Group stage,Wed,Home,W,3,1,it Lazio,2.1,2.3,46,44031.0,Lutsharel Geertruida,4-3-3,Tobias Stieler,Match Report,0
2023-10-29,12:15,Eredivisie,Matchweek 10,Sun,Away,L,1,2,Twente,1.5,1.5,59,30000.0,Lutsharel Geertruida,4-3-3,Dennis Higler,Match Report,0
2023-11-04,18:45,Eredivisie,Matchweek 11,Sat,Away,W,2,1,RKC Waalwijk,4.2,0.5,75,7168.0,Lutsharel Geertruida,4-2-3-1,Pol van Boekel,Match Report,0
2023-11-07,21:00,Champions Lg,Group stage,Tue,Away,L,0,1,it Lazio,1.4,1.1,64,36612.0,Lutsharel Geertruida,4-3-3,Szymon Marciniak,Match Report,0
2023-11-12,16:45,Eredivisie,Matchweek 12,Sun,Home,W,1,0,AZ Alkmaar,0.5,0.2,54,47500.0,Gernot Trauner,4-4-1-1,Danny Makkelie,Match Report,0
2023-11-25,16:30,Eredivisie,Matchweek 13,Sat,Away,W,4,2,Excelsior,4.5,1.3,61,4400.0,Lutsharel Geertruida,4-2-3-1,Serdar Gözübüyük,Match Report,0
2023-11-28,21:00,Champions Lg,Group stage,Tue,Home,L,1,3,es Atlético Madrid,1.1,1.3,51,43992.0,Gernot Trauner,4-2-3-1,Anthony Taylor,Match Report,0
2023-12-03,12:15,Eredivisie,Matchweek 14,Sun,Home,L,1,2,PSV Eindhoven,1.3,1.9,60,47500.0,Gernot Trauner,4-3-3,Danny Makkelie,Match Report,0
2023-12-07,21:00,Eredivisie,Matchweek 15,Thu,Home,W,3,1,Volendam,3.4,0.5,83,40000.0,Gernot Trauner,4-2-3-1,Martin van den Kerkhof,Match Report,0
2023-12-13,20:00,Champions Lg,Group stage,Wed,Away,L,1,2,sct Celtic,2.1,2.2,53,56391.0,Lutsharel Geertruida,4-2-3-1,Benoît Bastien,Match Report,0
2023-12-17,14:30,Eredivisie,Matchweek 16,Sun,Away,W,4,0,Heracles Almelo,3.0,0.1,66,12080.0,Gernot Trauner,4-2-3-1,Jeroen Manschot,Match Report,0
