Player,Nation,Pos,Age,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist,Matches
Timon Wellenreuther,de GER,GK,27.0,17.8,12,1,0,3,0,12.8,0.27,0.8,0.04,71,193,36.8,660,85,25.9,29.3,46,47.8,42.7,170,20,11.8,41,2.31,19.2,Matches
Justin Bijlow,nl NED,GK,25.0,16.2,14,0,0,1,0,13.7,0.35,-0.3,-0.02,57,138,41.3,656,64,17.8,25.6,52,40.4,39.9,142,19,13.4,50,3.08,19.2,Matches
Squad Total,0,0,24.0,34.0,26,1,0,4,0,26.4,0.31,0.4,0.01,128,331,38.7,1255,149,22.9,0.0,159,27.0,28.5,312,39,12.5,91,2.68,0.0,0
Opponent Total,0,0,25.1,34.0,92,4,1,14,2,85.8,0.32,-4.2,-0.12,250,752,33.2,1168,172,47.2,38.7,364,55.2,44.2,521,23,4.4,25,0.74,12.7,0
