Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Lutsharel Geertruida,nl NED,DF,23.0,34,3038.0,89.0,99.3,33.8,34,89.0,31,0,0.0,0,2.47,90.0,26.0,64.0,1.9,-6.29,91.5,25.9,65.5,1.94,-3.82,Matches
Dávid Hancko,sk SVK,DF,25.0,34,3034.0,89.0,99.2,33.7,34,89.0,33,0,0.0,0,2.47,89.0,26.0,63.0,1.87,-8.52,90.1,25.9,64.2,1.9,-7.75,Matches
Quinten Timber,nl NED,MF,22.0,31,2663.0,86.0,87.0,29.6,31,86.0,20,0,0.0,0,2.42,75.0,23.0,52.0,1.76,-1.42,76.2,21.8,54.4,1.84,-1.02,Matches
Mats Wieffer,nl NED,MF,23.0,29,2590.0,89.0,84.6,28.8,29,89.0,28,0,0.0,0,2.38,74.0,21.0,53.0,1.84,-0.65,74.3,21.5,52.8,1.83,-0.87,Matches
Santiago Giménez,mx MEX,FW,22.0,30,2370.0,79.0,77.5,26.3,29,81.0,14,1,26.0,1,2.4,69.0,22.0,47.0,1.78,-0.69,70.7,19.9,50.9,1.93,-0.16,Matches
Calvin Stengs,nl NED,"MF,FW",24.0,29,2095.0,72.0,68.5,23.3,26,77.0,7,3,35.0,0,2.52,68.0,16.0,52.0,2.23,0.93,64.2,16.3,47.9,2.06,0.29,Matches
Quilindschy Hartman,nl NED,DF,21.0,26,2070.0,80.0,67.6,23.0,26,80.0,15,0,0.0,0,2.38,58.0,16.0,42.0,1.83,-0.36,59.4,16.4,43.0,1.87,-0.3,Matches
Igor Paixão,br BRA,FW,23.0,31,1924.0,62.0,62.9,21.4,25,71.0,3,6,25.0,2,2.48,63.0,15.0,48.0,2.25,0.82,57.8,14.9,42.8,2.0,0.09,Matches
Timon Wellenreuther,de GER,GK,27.0,19,1598.0,84.0,52.2,17.8,17,90.0,17,2,34.0,15,2.68,53.0,12.0,41.0,2.31,0.77,49.7,12.9,36.8,2.07,0.22,Matches
Justin Bijlow,nl NED,GK,25.0,17,1462.0,86.0,47.8,16.2,17,86.0,15,0,0.0,1,2.29,39.0,14.0,25.0,1.54,-0.77,43.4,13.3,30.1,1.85,-0.22,Matches
