Player,Nation,Pos,Age,MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Matches,League,Team,Playing Time MP
Raul Bicalho,br BRA,DF,25-057,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Matheus Donelli,br BRA,GK,22-034,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Gabriel Moscardo,br BRA,MF,18-266,2.0,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,Matches,Brasil Serie A,Corinthians,
Maycon,br BRA,MF,26-341,2.0,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,Brasil Serie A,Corinthians,
Matheus Bidu,br BRA,DF,25-047,2.0,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.17,0.05,0.17,Matches,Brasil Serie A,Corinthians,
Giovane,br BRA,"MF,DF",20-209,3.0,0,34.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.17,0.04,0.17,Matches,Brasil Serie A,Corinthians,
Guilherme Biro,br BRA,MF,20-061,2.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.81,0.81,0.81,Matches,Brasil Serie A,Corinthians,
Léo Mana,br BRA,DF,20-075,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
João Pedro,br BRA,DF,20-172,1.0,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Matheus Araújo,br BRA,FW,22-029,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Arthur,br BRA,FW,21-100,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Ryan Gustavo,br BRA,MF,20-341,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Felipe Longo,br BRA,GK,19-107,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Diego Palacios,ec ECU,DF,24-344,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Guilherme Silva,br BRA,FW,17-135,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Corinthians,
Barreto,br BRA,MF,28-193,8.0,8,682.0,7.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4,1.4,3.0,27.0,9.0,0.13,0.13,0.26,0.13,0.26,0.13,0.06,0.19,0.13,0.19,Matches,Brasil Serie A,Criciuma,
Rodrigo Fagundes,br BRA,DF,37-102,7.0,7,630.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.8,0.9,4.0,25.0,1.0,0.0,0.14,0.14,0.0,0.14,0.02,0.11,0.13,0.02,0.13,Matches,Brasil Serie A,Criciuma,
Marcelo Hermes,br BRA,"DF,MF",29-140,7.0,7,605.0,6.7,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.5,0.7,4.0,19.0,27.0,0.15,0.3,0.45,0.15,0.45,0.04,0.07,0.11,0.04,0.11,Matches,Brasil Serie A,Criciuma,
Yannick Bolasie,cd COD,FW,35-027,8.0,7,598.0,6.6,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,2.1,2.1,0.3,2.4,20.0,14.0,46.0,0.15,0.3,0.45,0.15,0.45,0.32,0.04,0.36,0.32,0.36,Matches,Brasil Serie A,Criciuma,
Marquinhos Gabriel,br BRA,MF,33-335,8.0,6,462.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.8,1.0,8.0,18.0,25.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.2,0.05,0.2,Matches,Brasil Serie A,Criciuma,
Higor Meritão,br BRA,MF,29-363,7.0,6,462.0,5.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.0,0.7,5.0,17.0,3.0,0.19,0.0,0.19,0.19,0.19,0.14,0.0,0.14,0.14,0.14,Matches,Brasil Serie A,Criciuma,
Claudinho,br BRA,DF,23-270,8.0,5,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,5.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,Brasil Serie A,Criciuma,
Gustavo,br BRA,GK,31-102,5.0,5,422.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Tobias Figueiredo,pt POR,DF,30-139,4.0,4,360.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,1.0,11.0,1.0,0.25,0.0,0.25,0.25,0.25,0.05,0.0,0.05,0.05,0.05,Matches,Brasil Serie A,Criciuma,
Matheusinho,br BRA,"MF,FW",26-130,7.0,4,349.0,3.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.5,1.5,0.2,1.8,2.0,21.0,21.0,0.77,0.0,0.77,0.77,0.77,0.4,0.06,0.46,0.4,0.46,Matches,Brasil Serie A,Criciuma,
Éder,it ITA,FW,37-218,6.0,4,325.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.9,1.3,6.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.13,0.24,0.37,0.13,0.37,Matches,Brasil Serie A,Criciuma,
Arthur,br BRA,"FW,MF",32-005,8.0,3,329.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.3,1.8,1.0,8.0,14.0,0.27,0.0,0.27,0.27,0.27,0.4,0.08,0.48,0.4,0.48,Matches,Brasil Serie A,Criciuma,
Ronald,br BRA,MF,27-002,5.0,3,316.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.6,8.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.16,0.1,0.16,Matches,Brasil Serie A,Criciuma,
Walisson Maia,br BRA,DF,32-304,5.0,3,305.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.9,0.0,3.0,1.0,0.0,0.3,0.3,0.0,0.3,0.06,0.19,0.25,0.06,0.25,Matches,Brasil Serie A,Criciuma,
Alisson,br BRA,GK,29-012,4.0,3,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Jonathan,br BRA,DF,31-300,5.0,3,264.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,5.0,13.0,5.0,0.0,0.34,0.34,0.0,0.34,0.01,0.19,0.2,0.01,0.2,Matches,Brasil Serie A,Criciuma,
Fellipe Mateus,br BRA,MF,33-129,3.0,3,262.0,2.9,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.4,2.0,8.0,11.0,0.69,0.0,0.69,0.69,0.69,0.09,0.04,0.12,0.09,0.12,Matches,Brasil Serie A,Criciuma,
Newton,br BRA,MF,24-100,4.0,2,200.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.6,2.0,12.0,13.0,0.45,0.0,0.45,0.45,0.45,0.2,0.05,0.26,0.2,0.26,Matches,Brasil Serie A,Criciuma,
Miguel Trauco,pe PER,DF,31-300,4.0,2,198.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1,0.1,0.0,0.1,2.0,13.0,2.0,0.45,0.0,0.45,0.45,0.45,0.03,0.01,0.03,0.03,0.03,Matches,Brasil Serie A,Criciuma,
Wilker Ángel,ve VEN,DF,31-094,3.0,2,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Brasil Serie A,Criciuma,
Renato Kayser,br BRA,FW,28-124,1.0,1,85.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.5,0.0,4.0,3.0,1.06,0.0,1.06,1.06,1.06,0.48,0.07,0.56,0.48,0.56,Matches,Brasil Serie A,Criciuma,
Felipe Vizeu,br BRA,FW,27-100,2.0,0,47.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.16,0.33,0.49,0.16,0.49,Matches,Brasil Serie A,Criciuma,
Yerson Candelo,co COL,DF,32-117,2.0,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,Matches,Brasil Serie A,Criciuma,
Allano,br BRA,FW,29-057,2.0,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,Matches,Brasil Serie A,Criciuma,
Mateo Barcia,uy URU,"MF,FW",23-122,3.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
João Carlos,br BRA,FW,22-365,1.0,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Eliédson,br BRA,MF,21-095,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Adriano Filho,br BRA,MF,20-006,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Erick Garcia,br BRA,DF,19-016,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Léo Gonçalves,br BRA,MF,22-058,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Guilherme,br BRA,DF,21-311,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Eduardo Melo,br BRA,FW,23-038,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Kauã Moroso,br BRA,GK,20-101,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Matheus Teixeira,br BRA,GK,25-104,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Criciuma,
Anderson,br BRA,GK,26-107,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cruzeiro,
William,br BRA,DF,29-078,9.0,9,810.0,9.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.4,0.6,1.4,2.1,20.0,48.0,56.0,0.22,0.22,0.44,0.11,0.33,0.15,0.16,0.31,0.07,0.23,Matches,Brasil Serie A,Cruzeiro,
Lucas Silva,br BRA,MF,31-125,9.0,9,653.0,7.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3,0.3,0.3,0.6,8.0,27.0,16.0,0.14,0.0,0.14,0.14,0.14,0.04,0.04,0.08,0.04,0.08,Matches,Brasil Serie A,Cruzeiro,
João Marcelo,br BRA,DF,24-007,9.0,8,721.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.2,12.0,34.0,2.0,0.0,0.12,0.12,0.0,0.12,0.02,0.01,0.03,0.02,0.03,Matches,Brasil Serie A,Cruzeiro,
Matheus Pereira,pt POR,"FW,MF",28-046,8.0,8,709.0,7.9,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.9,1.9,1.3,3.2,19.0,44.0,36.0,0.38,0.13,0.51,0.38,0.51,0.24,0.16,0.4,0.24,0.4,Matches,Brasil Serie A,Cruzeiro,
Marlon,br BRA,DF,27-031,8.0,8,667.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.5,0.8,14.0,33.0,34.0,0.0,0.0,0.0,0.0,0.0,0.04,0.07,0.11,0.04,0.11,Matches,Brasil Serie A,Cruzeiro,
Rafael Silva,br BRA,FW,32-077,8.0,8,527.0,5.9,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,1.7,1.7,0.1,1.8,6.0,10.0,27.0,0.51,0.0,0.51,0.51,0.51,0.29,0.02,0.31,0.29,0.31,Matches,Brasil Serie A,Cruzeiro,
Zé Ivaldo,br BRA,DF,27-120,8.0,7,675.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.2,0.6,8.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08,Matches,Brasil Serie A,Cruzeiro,
Lucas Romero,ar ARG,MF,30-063,7.0,7,583.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,0.2,0.4,1.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.05,0.03,0.05,Matches,Brasil Serie A,Cruzeiro,
Ramiro Benetti,br BRA,MF,31-029,8.0,5,448.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.3,0.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07,Matches,Brasil Serie A,Cruzeiro,
Arthur,br BRA,FW,25-353,6.0,5,364.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,11.0,7.0,31.0,0.25,0.25,0.49,0.25,0.49,0.02,0.09,0.11,0.02,0.11,Matches,Brasil Serie A,Cruzeiro,
Gabriel Veron,br BRA,"MF,FW",21-291,8.0,4,324.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.14,0.11,0.14,Matches,Brasil Serie A,Cruzeiro,
Álvaro Barreal,ar ARG,"MF,FW",23-308,7.0,3,313.0,3.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.2,1.0,3.0,15.0,33.0,0.0,0.58,0.58,0.0,0.58,0.24,0.06,0.3,0.24,0.3,Matches,Brasil Serie A,Cruzeiro,
Neris,br BRA,DF,32-003,4.0,3,231.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Brasil Serie A,Cruzeiro,
Robert,br BRA,MF,19-068,5.0,2,211.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,9.0,1.0,14.0,0.0,0.43,0.43,0.0,0.43,0.04,0.05,0.09,0.04,0.09,Matches,Brasil Serie A,Cruzeiro,
Machado,br BRA,MF,28-152,2.0,2,107.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,Matches,Brasil Serie A,Cruzeiro,
Kaiki,br BRA,DF,21-104,2.0,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Brasil Serie A,Cruzeiro,
José Cifuentes,ec ECU,MF,25-100,3.0,1,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,Matches,Brasil Serie A,Cruzeiro,
Vitor Hugo Amorim,br BRA,MF,20-123,5.0,0,117.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Brasil Serie A,Cruzeiro,
Rafael Elias,br BRA,FW,25-069,5.0,0,103.0,1.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,0.0,0.6,0.0,3.0,9.0,0.87,0.0,0.87,0.87,0.87,0.5,0.0,0.5,0.5,0.5,Matches,Brasil Serie A,Cruzeiro,
João Pedro,br BRA,"FW,MF",21-139,3.0,0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,Brasil Serie A,Cruzeiro,
João Wellington,br BRA,MF,20-170,3.0,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Brasil Serie A,Cruzeiro,
Mateus Vital,br BRA,MF,26-129,4.0,0,68.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,5.0,5.0,1.32,0.0,1.32,1.32,1.32,0.21,0.0,0.21,0.21,0.21,Matches,Brasil Serie A,Cruzeiro,
Arthur Rodrigues,br BRA,FW,20-129,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,Brasil Serie A,Cruzeiro,
Lucas Villalba,ar ARG,"DF,MF",29-306,2.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cruzeiro,
Wesley Gasolina,br BRA,MF,24-099,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cruzeiro,
Léo Aragão,br BRA,GK,22-062,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cruzeiro,
Rafael Bilu,br BRA,MF,25-060,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cruzeiro,
Gabriel Chapecó,br BRA,GK,24-083,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cruzeiro,
Jhosefer,br BRA,FW,20-103,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cruzeiro,
Helibelton Palacios,co COL,DF,31-009,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cruzeiro,
Walter,br BRA,GK,36-215,10.0,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Brasil Serie A,Cuiaba,
Marllon Borges,br BRA,DF,32-065,9.0,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.2,0.5,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Matches,Brasil Serie A,Cuiaba,
Isidro Pitta,py PAR,FW,24-311,10.0,9,712.0,7.9,3.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,3.2,2.4,1.6,4.0,14.0,13.0,34.0,0.38,0.13,0.51,0.25,0.38,0.4,0.2,0.6,0.3,0.5,Matches,Brasil Serie A,Cuiaba,
Alan Empereur,br BRA,DF,30-102,9.0,9,711.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,2.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Brasil Serie A,Cuiaba,
Clayson,br BRA,"FW,MF",29-093,10.0,9,617.0,6.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.3,1.3,0.2,1.5,15.0,21.0,32.0,0.44,0.0,0.44,0.44,0.44,0.19,0.02,0.21,0.19,0.21,Matches,Brasil Serie A,Cuiaba,
Denilson,br BRA,MF,23-089,8.0,8,569.0,6.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.9,1.1,11.0,25.0,13.0,0.0,0.16,0.16,0.0,0.16,0.03,0.14,0.17,0.03,0.17,Matches,Brasil Serie A,Cuiaba,
Matheus Alexandre,br BRA,DF,25-074,8.0,7,654.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.2,0.4,7.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,Brasil Serie A,Cuiaba,
Lucas Mineiro,br BRA,MF,28-117,8.0,7,623.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,6.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Brasil Serie A,Cuiaba,
