Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23.0,35.1,1480,1255,214,91,17,17,182,5,97,42,45,0,1045,11,30,Matches
Murillo,br BRA,DF,21.0,31.0,1460,1378,73,42,6,18,4,3,0,0,0,0,1123,9,12,Matches
Anthony Elanga,se SWE,"FW,MF",21.0,27.0,712,695,13,0,4,2,58,6,0,0,0,0,498,4,37,Matches
Ryan Yates,eng ENG,MF,25.0,22.1,827,749,75,26,2,0,6,2,0,0,0,0,658,3,23,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22.0,20.6,736,705,27,6,3,8,74,11,9,5,2,0,574,4,17,Matches
Chris Wood,nz NZL,FW,31.0,20.1,433,428,5,0,1,1,2,0,0,0,0,0,278,0,12,Matches
Danilo,br BRA,MF,22.0,19.9,758,717,35,7,4,9,26,1,19,19,0,0,589,6,15,Matches
Ola Aina,ng NGA,DF,26.0,18.8,802,649,150,12,2,2,28,138,0,0,0,0,603,3,17,Matches
Orel Mangala,be BEL,MF,25.0,17.4,646,639,5,4,1,2,2,0,0,0,0,0,570,2,6,Matches
Nicolás Domínguez,ar ARG,"MF,FW",25.0,16.6,843,817,22,10,2,5,6,4,1,0,1,0,714,4,13,Matches
Neco Williams,wls WAL,DF,22.0,18.2,785,642,138,18,0,2,68,115,4,0,4,0,519,5,34,Matches
Willy Boly,ci CIV,DF,32.0,16.0,671,597,71,15,1,1,1,56,0,0,0,0,503,3,10,Matches
Matt Turner,us USA,GK,29.0,17.0,578,373,199,63,0,0,0,0,0,0,0,0,398,6,2,Matches
Matz Sels,be BEL,GK,31.0,16.0,378,254,122,29,0,0,0,0,0,0,0,0,263,2,0,Matches
Moussa Niakhate,sn SEN,DF,27.0,16.2,774,687,86,11,0,3,11,74,0,0,0,0,617,1,7,Matches
Harry Toffolo,eng ENG,DF,27.0,16.2,590,465,125,15,0,0,47,97,13,11,1,0,424,0,15,Matches
Ibrahim Sangaré,ci CIV,MF,25.0,11.5,425,414,8,7,3,6,2,1,0,0,0,0,339,3,16,Matches
Taiwo Awoniyi,ng NGA,FW,25.0,11.6,175,169,4,0,2,1,1,0,0,0,0,0,127,2,3,Matches
Serge Aurier,ci CIV,"DF,MF",30.0,9.3,448,407,41,6,1,0,22,35,0,0,0,0,348,0,8,Matches
Gonzalo Montiel,ar ARG,DF,26.0,8.9,386,328,57,6,1,0,16,51,0,0,0,0,292,1,9,Matches
Andrew Omobamidele,ie IRL,DF,21.0,8.7,310,304,6,5,0,0,0,1,0,0,0,0,271,0,1,Matches
Divock Origi,be BEL,FW,28.0,6.7,144,143,1,1,3,0,13,0,0,0,0,0,92,0,10,Matches
Nuno Tavares,pt POR,DF,23.0,5.1,274,225,48,8,0,4,16,39,1,0,1,0,201,1,7,Matches
Odisseas Vlachodimos,gr GRE,GK,29.0,5.0,176,119,55,11,0,0,0,0,0,0,0,0,141,2,0,Matches
Joe Worrall,eng ENG,DF,26.0,4.9,164,157,7,4,0,1,0,3,0,0,0,0,138,0,1,Matches
Scott McKenna,sct SCO,DF,26.0,4.6,186,168,18,1,0,0,0,17,0,0,0,0,137,0,2,Matches
Felipe,br BRA,DF,34.0,4.2,215,206,8,7,0,1,0,1,0,0,0,0,183,1,1,Matches
Brennan Johnson,wls WAL,"FW,MF",22.0,2.6,61,55,5,0,0,0,2,0,0,0,0,0,47,1,2,Matches
Gio Reyna,us USA,"FW,MF",20.0,2.6,140,129,9,4,0,0,8,1,4,3,1,0,118,2,3,Matches
Cheikhou Kouyaté,sn SEN,MF,33.0,2.4,74,73,0,0,0,0,0,0,0,0,0,0,47,1,1,Matches
Rodrigo Ribeiro,pt POR,"MF,FW",18.0,0.2,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Andrey Santos,br BRA,MF,19.0,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Brandon Aguilera,cr CRC,FW,20.0,0.1,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1,Matches
Squad Total,0,0,25.7,38.0,15673,13969,1627,409,53,83,595,661,148,80,55,0,11873,77,315,0
Opponent Total,0,0,26.4,38.0,23038,21232,1768,476,51,128,799,715,245,129,58,4,19163,38,389,0
