Player,Nation,Pos,Age,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23.0,35.1,1876,28,217,893,801,103,1875,115,44,38.3,55,47.8,1033,5636,2889,80,62,15,78,44,1234,181,Matches
Murillo,br BRA,DF,21.0,31.0,1850,359,1045,731,94,30,1850,35,20,57.1,15,42.9,985,5473,3400,22,14,3,20,15,1091,7,Matches
Anthony Elanga,se SWE,"FW,MF",21.0,27.0,1022,25,181,348,507,122,1022,76,28,36.8,42,55.3,625,4704,2514,98,54,42,67,22,740,196,Matches
Ryan Yates,eng ENG,MF,25.0,22.1,1124,60,342,556,234,45,1124,9,4,44.4,4,44.4,457,2027,942,18,15,0,24,10,559,37,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22.0,20.6,930,19,129,297,523,77,930,80,43,53.8,27,33.8,646,5044,3054,111,57,39,34,33,701,171,Matches
Chris Wood,nz NZL,FW,31.0,20.1,628,34,80,311,237,92,628,17,6,35.3,9,52.9,295,949,477,16,10,7,50,21,467,76,Matches
Danilo,br BRA,MF,22.0,19.9,977,79,281,521,191,16,977,26,17,65.4,9,34.6,515,2547,1178,22,20,3,24,13,592,28,Matches
Ola Aina,ng NGA,DF,26.0,18.8,1019,62,340,462,228,13,1019,45,27,60.0,14,31.1,494,3139,1830,53,29,11,24,10,539,38,Matches
Orel Mangala,be BEL,MF,25.0,17.4,819,46,245,471,116,9,819,30,13,43.3,13,43.3,429,2097,961,13,11,1,17,18,529,14,Matches
Nicolás Domínguez,ar ARG,"MF,FW",25.0,16.6,1049,39,266,542,248,33,1049,17,7,41.2,8,47.1,492,2030,1106,14,13,2,21,7,628,43,Matches
Neco Williams,wls WAL,DF,22.0,18.2,1080,71,378,422,298,30,1080,44,19,43.2,18,40.9,496,3101,1631,48,24,6,38,27,526,86,Matches
Willy Boly,ci CIV,DF,32.0,16.0,895,148,502,334,61,34,895,7,3,42.9,2,28.6,379,1712,864,4,2,1,4,3,446,3,Matches
Matt Turner,us USA,GK,29.0,17.0,616,489,611,6,0,0,616,0,0,0.0,0,0.0,319,1984,1372,0,0,0,1,0,230,0,Matches
Matz Sels,be BEL,GK,31.0,16.0,409,334,404,5,0,0,409,0,0,0.0,0,0.0,213,1145,657,0,0,0,0,0,178,0,Matches
Moussa Niakhate,sn SEN,DF,27.0,16.2,926,121,465,367,104,7,926,3,3,100.0,0,0.0,502,2510,1184,13,12,1,4,3,535,6,Matches
Harry Toffolo,eng ENG,DF,27.0,16.2,745,70,283,296,172,12,745,3,1,33.3,2,66.7,272,966,475,10,7,1,7,5,343,34,Matches
Ibrahim Sangaré,ci CIV,MF,25.0,11.5,554,36,176,289,92,12,554,12,6,50.0,6,50.0,279,1219,532,5,4,0,10,8,327,7,Matches
Taiwo Awoniyi,ng NGA,FW,25.0,11.6,294,14,30,153,118,43,294,16,8,50.0,7,43.8,168,748,320,8,6,6,38,11,209,45,Matches
Serge Aurier,ci CIV,"DF,MF",30.0,9.3,568,39,165,280,127,13,568,14,3,21.4,11,78.6,249,1039,532,10,15,1,9,8,347,29,Matches
Gonzalo Montiel,ar ARG,DF,26.0,8.9,473,47,175,185,117,13,473,1,1,100.0,0,0.0,210,932,577,10,10,1,7,3,239,32,Matches
Andrew Omobamidele,ie IRL,DF,21.0,8.7,399,76,222,164,14,5,399,0,0,0.0,0,0.0,217,1082,429,1,0,0,3,0,246,0,Matches
Divock Origi,be BEL,FW,28.0,6.7,225,3,23,103,105,26,225,24,9,37.5,12,50.0,144,914,409,19,9,9,16,10,172,41,Matches
Nuno Tavares,pt POR,DF,23.0,5.1,343,20,118,123,109,6,343,9,6,66.7,3,33.3,166,940,564,14,12,2,10,4,186,12,Matches
Odisseas Vlachodimos,gr GRE,GK,29.0,5.0,181,140,179,2,0,0,181,0,0,0.0,0,0.0,94,476,265,0,0,0,0,0,89,0,Matches
Joe Worrall,eng ENG,DF,26.0,4.9,216,55,138,72,8,7,216,0,0,0.0,0,0.0,105,410,111,0,0,0,0,0,124,1,Matches
Scott McKenna,sct SCO,DF,26.0,4.6,244,43,142,92,11,5,244,0,0,0.0,0,0.0,102,365,177,1,0,0,3,0,107,0,Matches
Felipe,br BRA,DF,34.0,4.2,257,22,133,116,9,4,257,2,1,50.0,1,50.0,147,692,361,1,1,0,3,1,156,0,Matches
Brennan Johnson,wls WAL,"FW,MF",22.0,2.6,85,2,15,38,34,9,85,7,2,28.6,3,42.9,50,372,205,8,4,3,4,2,52,14,Matches
Gio Reyna,us USA,"FW,MF",20.0,2.6,173,2,18,71,84,12,173,7,3,42.9,4,57.1,83,327,101,3,2,2,8,4,121,14,Matches
Cheikhou Kouyaté,sn SEN,MF,33.0,2.4,108,10,30,49,29,5,108,2,1,50.0,1,50.0,37,112,46,0,1,0,3,3,48,5,Matches
Rodrigo Ribeiro,pt POR,"MF,FW",18.0,0.2,12,0,1,4,7,2,12,1,0,0.0,1,100.0,7,59,43,2,1,0,0,1,8,1,Matches
Andrey Santos,br BRA,MF,19.0,0.1,10,1,3,3,4,0,10,1,0,0.0,1,100.0,2,15,13,0,0,0,0,0,4,0,Matches
Brandon Aguilera,cr CRC,FW,20.0,0.1,11,1,3,4,4,0,11,0,0,0.0,0,0.0,4,16,12,0,1,0,0,0,6,1,Matches
Squad Total,0,0,25.7,38.0,20118,2495,7340,8310,4686,785,20117,603,275,45.6,268,44.4,10216,54782,29231,604,396,156,527,286,11779,1122,0
Opponent Total,0,0,26.4,38.0,27160,2343,7385,12613,7355,986,27156,685,282,41.2,325,47.4,16411,87453,47491,812,593,193,585,403,18927,1882,0
