Player,Nation,Pos,Age,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23.0,35.1,1045,1480,70.6,18412,6092,499,609,81.9,350,452,77.4,152,297,51.2,10,8.4,6.8,1.6,74,114,39,13,170,Matches
Murillo,br BRA,DF,21.0,31.0,1123,1460,76.9,22984,10571,387,440,88.0,572,657,87.1,154,326,47.2,2,1.2,0.6,0.8,7,101,11,0,89,Matches
Anthony Elanga,se SWE,"FW,MF",21.0,27.0,498,712,69.9,6655,1569,313,391,80.1,143,211,67.8,15,28,53.6,9,6.7,4.0,2.3,32,28,24,5,49,Matches
Ryan Yates,eng ENG,MF,25.0,22.1,658,827,79.6,10590,2717,315,375,84.0,279,324,86.1,37,67,55.2,1,0.8,0.6,0.2,7,59,10,0,73,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22.0,20.6,574,736,78.0,9036,1826,325,359,90.5,187,251,74.5,46,83,55.4,1,2.8,2.5,-1.8,36,20,32,8,58,Matches
Chris Wood,nz NZL,FW,31.0,20.1,278,433,64.2,3415,784,178,260,68.5,70,108,64.8,7,11,63.6,1,2.1,1.1,-1.1,22,19,3,0,30,Matches
Danilo,br BRA,MF,22.0,19.9,589,758,77.7,10498,3239,255,297,85.9,247,286,86.4,70,123,56.9,2,1.5,0.7,0.5,20,74,14,0,83,Matches
Ola Aina,ng NGA,DF,26.0,18.8,603,802,75.2,9610,4012,328,374,87.7,217,284,76.4,45,99,45.5,1,0.9,1.0,0.1,11,58,13,6,68,Matches
Orel Mangala,be BEL,MF,25.0,17.4,570,646,88.2,9021,2312,292,321,91.0,225,247,91.1,37,47,78.7,0,0.2,0.3,-0.2,6,39,1,0,45,Matches
Nicolás Domínguez,ar ARG,"MF,FW",25.0,16.6,714,843,84.7,10894,3223,380,424,89.6,254,298,85.2,45,61,73.8,2,1.0,1.3,1.0,10,61,16,1,91,Matches
Neco Williams,wls WAL,DF,22.0,18.2,519,785,66.1,8061,3375,287,331,86.7,185,288,64.2,32,99,32.3,1,1.6,1.7,-0.6,11,43,17,11,47,Matches
Willy Boly,ci CIV,DF,32.0,16.0,503,671,75.0,9362,4059,201,229,87.8,239,304,78.6,49,109,45.0,1,1.3,0.8,-0.3,9,34,8,0,32,Matches
Matt Turner,us USA,GK,29.0,17.0,398,578,68.9,12363,9869,87,87,100.0,147,151,97.4,162,330,49.1,0,0.0,0.0,0.0,0,10,0,0,0,Matches
