Player,Nation,Pos,Age,MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23.0,37,3156.0,85.0,92.3,35.1,35,88.0,27,2,38.0,0,0.97,46.0,59.0,-13.0,-0.37,1.33,47.2,49.1,-1.9,-0.05,0.43,Matches
Murillo,br BRA,DF,21.0,32,2789.0,87.0,81.5,31.0,32,87.0,28,0,0.0,0,0.91,41.0,56.0,-15.0,-0.48,-0.06,41.8,42.8,-0.9,-0.03,0.31,Matches
Anthony Elanga,se SWE,"FW,MF",21.0,36,2433.0,68.0,71.1,27.0,25,86.0,15,11,27.0,0,0.97,40.0,47.0,-7.0,-0.26,0.74,39.1,39.7,-0.7,-0.02,0.21,Matches
Ryan Yates,eng ENG,MF,25.0,35,1992.0,57.0,58.2,22.1,21,83.0,14,14,18.0,2,1.0,31.0,38.0,-7.0,-0.32,0.38,27.9,32.0,-4.1,-0.18,-0.23,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22.0,29,1854.0,64.0,54.2,20.6,20,82.0,9,9,24.0,1,0.86,32.0,41.0,-9.0,-0.44,0.08,32.4,28.2,4.2,0.21,0.64,Matches
Chris Wood,nz NZL,FW,31.0,31,1812.0,58.0,53.0,20.1,20,83.0,13,11,14.0,0,0.94,28.0,34.0,-6.0,-0.3,0.37,29.5,26.5,3.0,0.15,0.5,Matches
Danilo,br BRA,MF,22.0,29,1792.0,62.0,52.4,19.9,20,80.0,7,9,20.0,2,1.03,31.0,42.0,-11.0,-0.55,-0.17,30.4,28.1,2.3,0.11,0.42,Matches
Ola Aina,ng NGA,DF,26.0,22,1692.0,77.0,49.5,18.8,20,84.0,9,2,5.0,3,1.0,27.0,39.0,-12.0,-0.64,-0.33,23.3,28.6,-5.3,-0.28,-0.39,Matches
Orel Mangala,be BEL,MF,25.0,20,1563.0,78.0,45.7,17.4,19,82.0,10,1,4.0,1,0.85,16.0,31.0,-15.0,-0.86,-0.72,17.3,24.7,-7.4,-0.43,-0.62,Matches
Nicolás Domínguez,ar ARG,"MF,FW",25.0,26,1495.0,58.0,43.7,16.6,19,74.0,3,7,12.0,6,0.92,16.0,27.0,-11.0,-0.66,-0.33,18.6,20.8,-2.2,-0.13,-0.08,Matches
Neco Williams,wls WAL,DF,22.0,26,1637.0,63.0,47.9,18.2,18,85.0,14,8,13.0,5,0.92,23.0,33.0,-10.0,-0.55,-0.15,25.6,22.9,2.7,0.15,0.45,Matches
