Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23.0,35.1,36,24,6,20,10,14,33,42.4,19,31,8,23,17,53,21,0,Matches
Murillo,br BRA,DF,21.0,31.0,50,31,36,13,1,19,33,57.6,14,41,24,17,37,87,188,0,Matches
Anthony Elanga,se SWE,"FW,MF",21.0,27.0,33,19,20,6,7,17,36,47.2,19,22,2,20,8,41,20,1,Matches
Ryan Yates,eng ENG,MF,25.0,22.1,66,39,39,21,6,19,34,55.9,15,42,15,27,21,87,44,1,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22.0,20.6,18,8,4,5,9,7,28,25.0,21,16,1,15,7,25,12,1,Matches
Chris Wood,nz NZL,FW,31.0,20.1,7,4,1,4,2,3,9,33.3,6,11,3,8,1,8,26,0,Matches
Danilo,br BRA,MF,22.0,19.9,36,18,22,12,2,21,46,45.7,25,33,8,25,35,71,42,0,Matches
Ola Aina,ng NGA,DF,26.0,18.8,47,31,31,12,4,29,41,70.7,12,19,3,16,18,65,51,1,Matches
Orel Mangala,be BEL,MF,25.0,17.4,27,13,16,10,1,14,29,48.3,15,12,6,6,26,53,32,0,Matches
Nicolás Domínguez,ar ARG,"MF,FW",25.0,16.6,63,34,35,27,1,23,48,47.9,25,31,5,26,18,81,24,0,Matches
Neco Williams,wls WAL,DF,22.0,18.2,69,40,42,18,9,35,56,62.5,21,44,13,31,22,91,53,0,Matches
Willy Boly,ci CIV,DF,32.0,16.0,46,29,36,9,1,22,40,55.0,18,32,21,11,25,71,90,0,Matches
Matt Turner,us USA,GK,29.0,17.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,4,Matches
Matz Sels,be BEL,GK,31.0,16.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,1,Matches
Moussa Niakhate,sn SEN,DF,27.0,16.2,42,25,33,9,0,20,25,80.0,5,19,12,7,14,56,51,0,Matches
Harry Toffolo,eng ENG,DF,27.0,16.2,26,14,20,6,0,15,24,62.5,9,34,13,21,14,40,49,0,Matches
Ibrahim Sangaré,ci CIV,MF,25.0,11.5,42,23,25,13,4,12,29,41.4,17,24,7,17,16,58,21,0,Matches
Taiwo Awoniyi,ng NGA,FW,25.0,11.6,9,7,1,4,4,1,2,50.0,1,7,2,5,1,10,9,0,Matches
Serge Aurier,ci CIV,"DF,MF",30.0,9.3,20,14,9,11,0,5,11,45.5,6,10,3,7,9,29,36,1,Matches
Gonzalo Montiel,ar ARG,DF,26.0,8.9,22,19,12,8,2,16,29,55.2,13,8,3,5,9,31,31,1,Matches
Andrew Omobamidele,ie IRL,DF,21.0,8.7,10,3,9,1,0,5,8,62.5,3,12,8,4,13,23,42,1,Matches
Divock Origi,be BEL,FW,28.0,6.7,6,4,5,0,1,0,0,0.0,0,6,0,6,2,8,4,0,Matches
Nuno Tavares,pt POR,DF,23.0,5.1,11,7,9,1,1,8,9,88.9,1,6,0,6,1,12,21,0,Matches
Odisseas Vlachodimos,gr GRE,GK,29.0,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,Matches
Joe Worrall,eng ENG,DF,26.0,4.9,7,5,6,1,0,3,6,50.0,3,5,4,1,3,10,32,1,Matches
Scott McKenna,sct SCO,DF,26.0,4.6,4,0,3,1,0,2,3,66.7,1,6,4,2,5,9,27,0,Matches
Felipe,br BRA,DF,34.0,4.2,12,9,9,3,0,9,12,75.0,3,4,1,3,4,16,12,0,Matches
Brennan Johnson,wls WAL,"FW,MF",22.0,2.6,4,1,1,1,2,2,4,50.0,2,4,1,3,0,4,0,0,Matches
Gio Reyna,us USA,"FW,MF",20.0,2.6,7,3,4,0,3,3,6,50.0,3,3,0,3,2,9,0,0,Matches
Cheikhou Kouyaté,sn SEN,MF,33.0,2.4,8,5,3,3,2,1,4,25.0,3,4,1,3,2,10,10,0,Matches
Rodrigo Ribeiro,pt POR,"MF,FW",18.0,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
Andrey Santos,br BRA,MF,19.0,0.1,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,Matches
Brandon Aguilera,cr CRC,FW,20.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,25.7,38.0,728,429,437,219,72,325,607,53.5,282,488,168,320,331,1059,968,13,0
Opponent Total,0,0,26.4,38.0,554,341,234,219,101,268,543,49.4,275,391,113,278,289,843,747,12,0
