Player,Nation,Pos,Age,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Matches
Morgan Gibbs-White,eng ENG,"MF,FW",23.0,35.1,5,70,13,18.6,2.0,0.37,0.06,0.31,19.8,4,1,1,6.9,6.1,0.09,-1.9,-2.1,Matches
Murillo,br BRA,DF,21.0,31.0,0,17,6,35.3,0.55,0.19,0.0,0.0,22.6,2,0,0,1.8,1.8,0.11,-1.8,-1.8,Matches
Anthony Elanga,se SWE,"FW,MF",21.0,27.0,5,54,22,40.7,2.0,0.81,0.09,0.23,16.2,0,0,0,6.6,6.6,0.12,-1.6,-1.6,Matches
Ryan Yates,eng ENG,MF,25.0,22.1,1,32,7,21.9,1.45,0.32,0.03,0.14,18.2,0,0,0,2.6,2.6,0.08,-1.6,-1.6,Matches
Callum Hudson-Odoi,eng ENG,"FW,MF",22.0,20.6,8,38,20,52.6,1.84,0.97,0.21,0.4,18.3,1,0,0,2.7,2.7,0.07,5.3,5.3,Matches
Chris Wood,nz NZL,FW,31.0,20.1,14,48,26,54.2,2.38,1.29,0.29,0.54,10.2,0,0,0,11.9,11.9,0.25,2.1,2.1,Matches
Danilo,br BRA,MF,22.0,19.9,2,23,7,30.4,1.16,0.35,0.09,0.29,21.0,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
Ola Aina,ng NGA,DF,26.0,18.8,1,11,1,9.1,0.59,0.05,0.09,1.0,26.6,0,0,0,0.3,0.3,0.02,0.7,0.7,Matches
Orel Mangala,be BEL,MF,25.0,17.4,1,10,1,10.0,0.58,0.06,0.1,1.0,18.9,0,0,0,0.8,0.8,0.08,0.2,0.2,Matches
Nicolás Domínguez,ar ARG,"MF,FW",25.0,16.6,2,22,6,27.3,1.32,0.36,0.09,0.33,16.9,0,0,0,1.3,1.3,0.06,0.7,0.7,Matches
Neco Williams,wls WAL,DF,22.0,18.2,0,15,4,26.7,0.82,0.22,0.0,0.0,18.9,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Willy Boly,ci CIV,DF,32.0,16.0,2,14,6,42.9,0.88,0.38,0.14,0.33,10.4,0,0,0,1.5,1.5,0.11,0.5,0.5,Matches
Matt Turner,us USA,GK,29.0,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Matz Sels,be BEL,GK,31.0,16.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
Moussa Niakhate,sn SEN,DF,27.0,16.2,1,5,1,20.0,0.31,0.06,0.2,1.0,9.0,0,0,0,1.1,1.1,0.22,-0.1,-0.1,Matches
Harry Toffolo,eng ENG,DF,27.0,16.2,1,8,5,62.5,0.49,0.31,0.13,0.2,14.4,0,0,0,1.6,1.6,0.21,-0.6,-0.6,Matches
Ibrahim Sangaré,ci CIV,MF,25.0,11.5,0,8,0,0.0,0.7,0.0,0.0,0.0,17.0,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Taiwo Awoniyi,ng NGA,FW,25.0,11.6,6,22,11,50.0,1.9,0.95,0.27,0.55,11.5,0,0,0,4.7,4.7,0.22,1.3,1.3,Matches
Serge Aurier,ci CIV,"DF,MF",30.0,9.3,0,6,1,16.7,0.65,0.11,0.0,0.0,16.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Gonzalo Montiel,ar ARG,DF,26.0,8.9,0,3,0,0.0,0.34,0.0,0.0,0.0,18.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Andrew Omobamidele,ie IRL,DF,21.0,8.7,0,1,0,0.0,0.11,0.0,0.0,0.0,5.1,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
