Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Carlos Miguel,br BRA,GK,25-255,6,6,540,6.0,7,1.17,29,24,79.3,1,3,2,2,33.3,1,1,0,0,0.0,Matches
Cássio,br BRA,GK,37-014,3,3,270,3.0,3,1.0,14,11,78.6,0,1,2,1,33.3,0,0,0,0,0.0,Matches
Matheus Donelli,br BRA,GK,22-034,1,1,90,1.0,1,1.0,5,4,80.0,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,26.6,10,10,900,10.0,11,1.1,48,39,79.2,1,4,5,3,30.0,1,1,0,0,0.0,0
Opponent Total,0,0,28.8,10,10,900,10.0,7,0.7,48,41,85.4,5,4,1,7,70.0,0,0,0,0,0.0,0
