Player,Nation,Pos,Age,90s,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,Matches
Hugo,br BRA,DF,26-296,9.3,427,331,95,7,0,0,4,88,0,0,0,0,337,1,5,Matches
Rodrigo Garro,ar ARG,"MF,FW",26-168,8.7,455,379,72,36,5,3,62,5,29,7,15,3,312,4,10,Matches
Raniele,br BRA,MF,27-172,8.4,296,287,8,8,0,0,3,0,0,0,0,0,213,1,10,Matches
Wesley Ribeiro,br BRA,FW,19-107,8.1,184,168,16,2,0,4,25,11,3,1,0,0,133,0,11,Matches
Félix Torres Caicedo,ec ECU,DF,27-161,7.0,420,407,13,8,0,1,1,5,0,0,0,0,362,0,4,Matches
Cacá,br BRA,DF,25-056,6.8,295,284,11,11,0,1,0,0,0,0,0,0,254,0,3,Matches
Yuri Alberto,br BRA,FW,23-094,6.2,99,86,13,0,0,1,1,0,0,0,0,0,72,0,1,Matches
Carlos Miguel,br BRA,GK,25-255,6.0,185,122,63,17,0,1,0,0,0,0,0,0,147,0,0,Matches
Breno,br BRA,MF,19-121,5.6,211,201,9,8,1,3,4,1,0,0,0,0,173,1,6,Matches
Igor Coronado,br BRA,"MF,FW",31-307,5.6,271,234,36,16,1,3,44,4,16,4,12,0,193,1,13,Matches
Matheuzinho,br BRA,"DF,FW",23-286,6.0,262,201,60,6,0,2,22,51,3,0,2,0,204,1,7,Matches
Ángel Romero,py PAR,FW,31-352,4.7,130,123,7,2,1,1,12,3,0,0,0,0,94,0,11,Matches
Fagner,br BRA,"DF,MF",35-009,4.3,212,158,54,8,0,3,17,40,6,2,4,0,160,0,5,Matches
Gustavo Henrique,br BRA,DF,31-088,4.2,178,172,6,6,0,0,0,0,0,0,0,0,154,0,0,Matches
Cássio,br BRA,GK,37-014,3.0,88,61,26,7,0,0,0,0,0,0,0,0,71,1,0,Matches
Gustavo Mosquito,br BRA,FW,26-287,3.0,76,74,2,0,0,0,10,2,0,0,0,0,60,0,3,Matches
Fausto Vera,ar ARG,MF,24-086,2.4,139,135,4,3,0,1,0,1,0,0,0,0,120,0,2,Matches
Pedro Henrique,br BRA,FW,34-004,0.8,24,24,0,0,0,0,2,0,0,0,0,0,17,0,0,Matches
Pedro Raul,br BRA,FW,27-228,2.1,44,39,3,0,0,0,0,0,0,0,0,0,22,2,3,Matches
Paulinho,br BRA,MF,35-331,1.3,59,52,7,7,0,0,0,0,0,0,0,0,52,0,0,Matches
Caetano,br BRA,"DF,FW",24-362,1.2,53,53,0,0,0,0,0,0,0,0,0,0,52,0,0,Matches
Raul Bicalho,br BRA,DF,25-057,1.0,61,60,1,1,0,2,1,0,0,0,0,0,49,0,0,Matches
Matheus Donelli,br BRA,GK,22-034,1.0,30,22,8,3,0,0,0,0,0,0,0,0,23,0,0,Matches
Gabriel Moscardo,br BRA,MF,18-266,0.9,22,22,0,0,0,0,0,0,0,0,0,0,15,0,1,Matches
Maycon,br BRA,MF,26-341,0.5,32,32,0,0,0,0,0,0,0,0,0,0,25,0,0,Matches
Matheus Bidu,br BRA,DF,25-047,0.5,40,35,4,1,1,0,1,3,0,0,0,0,34,1,1,Matches
Giovane,br BRA,"MF,DF",20-209,0.4,9,8,1,0,0,0,3,0,0,0,0,0,5,0,0,Matches
Guilherme Biro,br BRA,MF,20-061,0.1,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0,Matches
Léo Mana,br BRA,DF,20-075,0.1,13,10,3,0,0,0,0,3,0,0,0,0,9,0,0,Matches
João Pedro,br BRA,DF,20-172,0.1,4,2,2,2,0,0,0,0,0,0,0,0,3,0,0,Matches
Matheus Araújo,br BRA,FW,22-029,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.6,10.0,4326,3789,524,159,9,26,212,217,57,14,33,3,3371,13,96,0
Opponent Total,0,0,28.8,10.0,4696,4192,487,135,12,32,177,202,54,18,19,1,3696,17,108,0
