Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Sergio Herrera,es ESP,GK,30.0,31.9,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,22,3,Matches
Jesús Areso,es ESP,DF,24.0,29.6,45,24,25,13,7,31,38,81.6,7,36,15,21,18,63,58,0,Matches
Ante Budimir,hr CRO,FW,32.0,27.1,21,15,2,11,8,5,14,35.7,9,19,5,14,5,26,18,0,Matches
Catena,es ESP,DF,28.0,28.2,33,18,26,6,1,19,35,54.3,16,24,15,9,15,48,119,3,Matches
David García,es ESP,DF,29.0,25.9,29,18,19,9,1,16,26,61.5,10,40,19,21,18,47,115,2,Matches
Aimar Oroz,es ESP,MF,21.0,26.0,43,26,18,20,5,13,37,35.1,24,27,2,25,16,59,11,0,Matches
Rubén Peña,es ESP,"DF,FW",32.0,23.2,47,25,22,18,7,20,49,40.8,29,37,8,29,30,77,39,3,Matches
Moi Gómez,es ESP,"MF,FW",29.0,22.3,30,19,7,19,4,9,24,37.5,15,15,1,14,11,41,22,0,Matches
Johan Mojica,co COL,DF,30.0,22.7,30,22,11,15,4,16,25,64.0,9,15,2,13,21,51,40,2,Matches
Jon Moncayola,es ESP,MF,25.0,20.0,27,18,14,10,3,17,42,40.5,25,31,5,26,15,42,21,0,Matches
Lucas Torró,es ESP,MF,29.0,19.9,25,15,11,8,6,11,28,39.3,17,10,2,8,33,58,37,0,Matches
Iker Muñoz,es ESP,MF,20.0,20.6,32,18,13,17,2,15,31,48.4,16,16,5,11,11,43,50,0,Matches
Rubén García,es ESP,"FW,MF",30.0,17.2,32,18,8,17,7,13,33,39.4,20,23,3,20,12,44,23,0,Matches
Juan Cruz Armada,es ESP,DF,31.0,18.5,27,15,16,10,1,17,25,68.0,8,14,7,7,12,39,39,1,Matches
Jorge Herrando,es ESP,DF,22.0,18.3,29,19,23,6,0,12,19,63.2,7,20,11,9,15,44,69,1,Matches
Raúl,es ESP,FW,22.0,15.1,10,4,4,2,4,2,10,20.0,8,9,1,8,5,15,11,0,Matches
Pablo Ibáñez,es ESP,MF,24.0,12.8,18,9,5,7,6,5,21,23.8,16,26,3,23,9,27,17,0,Matches
Ezequiel Ávila,ar ARG,"FW,MF",29.0,9.6,3,2,1,1,1,3,11,27.3,8,14,0,14,4,7,8,0,Matches
José Arnaiz,es ESP,"FW,MF",28.0,10.3,14,8,6,4,4,6,21,28.6,15,11,2,9,3,17,2,0,Matches
Unai García,es ESP,DF,31.0,6.2,12,9,9,2,1,5,10,50.0,5,7,1,6,8,20,18,0,Matches
Aitor Fernández,es ESP,GK,32.0,6.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,Matches
Kike Barja,es ESP,"FW,MF",26.0,3.4,6,2,2,2,2,3,8,37.5,5,2,1,1,2,8,2,0,Matches
Nacho Vidal,es ESP,"DF,FW",28.0,1.1,5,4,2,2,1,2,5,40.0,3,2,0,2,0,5,6,0,Matches
Darko Brašanac,rs SRB,MF,31.0,0.5,1,0,1,0,0,1,1,100.0,0,1,0,1,0,1,0,0,Matches
Iñigo Arguibide,es ESP,DF,18.0,0.2,1,0,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,Matches
Jorge Moreno,es ESP,DF,22.0,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,3,0,Matches
Xabier Huarte Armendáriz,es ESP,MF,22.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Asier Osambela,es ESP,MF,19.0,0.1,2,1,0,1,1,0,0,0.0,0,0,0,0,0,2,0,0,Matches
Max Svensson,es ESP,FW,0.0,0.0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,0,0,Matches
Squad Total,0,0,27.7,38.0,525,311,247,201,77,243,517,47.0,274,400,108,292,263,788,756,16,0
Opponent Total,0,0,27.0,38.0,530,339,286,187,57,247,484,51.0,237,411,101,310,291,821,903,9,0
