Player,Nation,Pos,Age,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Matches
Luuk de Jong,nl NED,FW,32.0,30.6,29,17,5,13,11,10,22,45.5,12,29,7,22,3,32,29,0,Matches
Walter Benítez,ar ARG,GK,30.0,32.9,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,6,5,Matches
Olivier Boscagli,fr FRA,DF,25.0,31.5,41,26,23,13,5,23,39,59.0,16,32,16,16,66,107,119,3,Matches
Johan Bakayoko,be BEL,FW,20.0,27.7,33,23,13,10,10,8,22,36.4,14,27,1,26,9,42,4,0,Matches
Jordan Teze,nl NED,DF,23.0,27.6,51,31,21,22,8,31,49,63.3,18,34,2,32,16,67,36,0,Matches
André Ramalho,br BRA,DF,31.0,26.2,48,31,25,22,1,23,34,67.6,11,38,27,11,30,78,99,2,Matches
Jerdy Schouten,nl NED,"MF,DF",26.0,26.9,54,32,17,29,8,25,37,67.6,12,26,6,20,43,97,30,1,Matches
Joey Veerman,nl NED,MF,24.0,26.5,68,45,35,24,9,38,77,49.4,39,30,4,26,20,88,33,1,Matches
Sergiño Dest,us USA,DF,22.0,23.5,33,21,18,14,1,18,29,62.1,11,23,3,20,11,44,28,1,Matches
Guus Til,nl NED,MF,25.0,22.6,19,10,7,8,4,8,23,34.8,15,15,5,10,11,30,13,0,Matches
Malik Tillman,us USA,"FW,MF",21.0,17.7,40,24,17,15,8,16,36,44.4,20,38,4,34,15,55,10,0,Matches
Hirving Lozano,mx MEX,FW,28.0,17.1,24,14,8,12,4,7,20,35.0,13,17,1,16,15,39,4,0,Matches
Ismael Saibari,ma MAR,MF,22.0,11.3,31,20,13,11,7,13,28,46.4,15,14,3,11,10,41,10,0,Matches
Patrick van Aanholt,nl NED,DF,32.0,12.4,22,17,13,6,3,13,20,65.0,7,4,1,3,15,37,9,0,Matches
Mauro Júnior,br BRA,"MF,DF",24.0,9.7,18,12,8,7,3,12,19,63.2,7,9,2,7,7,25,17,0,Matches
Noa Lang,nl NED,"FW,MF",24.0,6.5,3,1,0,2,1,1,5,20.0,4,6,0,6,1,4,3,0,Matches
Yorbe Vertessen,be BEL,FW,22.0,4.9,5,4,3,0,2,5,12,41.7,7,3,1,2,1,6,6,0,Matches
Isaac Babadi,nl NED,MF,18.0,3.9,8,3,2,3,3,3,5,60.0,2,3,0,3,1,9,1,0,Matches
Ibrahim Sangaré,ci CIV,MF,25.0,2.0,2,0,1,1,0,2,2,100.0,0,2,0,2,2,4,2,0,Matches
Armel Bella Kotchap,de GER,DF,21.0,1.8,1,0,0,0,1,0,2,0.0,2,1,0,1,2,3,5,0,Matches
Ricardo Pepi,us USA,"FW,MF",20.0,5.4,9,3,0,4,5,1,3,33.3,2,1,0,1,1,10,2,0,Matches
Shurandy Sambo,nl NED,DF,21.0,2.1,3,3,1,1,1,3,4,75.0,1,3,1,2,5,8,5,0,Matches
Armando Obispo,nl NED,DF,24.0,1.9,3,2,3,0,0,1,1,100.0,0,4,2,2,1,4,5,0,Matches
Joel Drommel,nl NED,GK,26.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,Matches
Tygo Land,nl NED,MF,17.0,0.2,2,2,0,2,0,0,0,0.0,0,0,0,0,0,2,0,0,Matches
Richy Ledezma,us USA,MF,22.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Boy Waterman,nl NED,GK,39.0,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Anwar El Ghazi,nl NED,FW,28.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Jesper Uneken,nl NED,FW,18.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,Matches
Squad Total,0,0,26.1,34.0,547,341,233,219,95,261,492,53.0,231,359,86,273,285,832,477,13,0
Opponent Total,0,0,25.1,34.0,622,365,372,189,61,317,721,44.0,404,473,173,300,335,957,768,17,0
