D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-08,20:30,Champions Lg,Third qualifying round,Tue,Home,W,4,1,at Sturm Graz,0.0,0.0,0.0,31500,Luuk de Jong,4-3-3,Radu Petrescu,Match Report,Leg 1 of 2
2023-08-12,16:30,Eredivisie,Matchweek 1,Sat,Home,W,2,0,Utrecht,2.6,0.7,67.0,32486,Luuk de Jong,4-3-3,Serdar Gözübüyük,Match Report,0
2023-08-15,20:30,Champions Lg,Third qualifying round,Tue,Away,W,3,1,at Sturm Graz,0.0,0.0,0.0,12571,Luuk de Jong,4-3-3,Srđan Jovanović,Match Report,Leg 2 of 2; PSV Eindhoven won
2023-08-19,18:45,Eredivisie,Matchweek 2,Sat,Away,W,3,1,Vitesse,2.3,2.1,65.0,14876,Luuk de Jong,4-2-3-1,Bas Nijhuis,Match Report,0
2023-08-22,20:00,Champions Lg,Play-off round,Tue,Away,D,2,2,sct Rangers,0.0,0.0,69.0,47537,Luuk de Jong,4-3-3,Clément Turpin,Match Report,Leg 1 of 2
2023-08-30,21:00,Champions Lg,Play-off round,Wed,Home,W,5,1,sct Rangers,0.0,0.0,57.0,34560,Luuk de Jong,4-2-3-1,José Sánchez,Match Report,Leg 2 of 2; PSV Eindhoven won
2023-09-02,20:00,Eredivisie,Matchweek 4,Sat,Away,W,4,0,RKC Waalwijk,2.1,0.9,60.0,6609,Luuk de Jong,4-2-3-1,Dennis Higler,Match Report,0
2023-09-16,20:00,Eredivisie,Matchweek 5,Sat,Home,W,4,0,NEC Nijmegen,5.6,0.2,60.0,34200,Luuk de Jong,4-2-3-1,Joey Kooij,Match Report,0
2023-09-20,20:00,Champions Lg,Group stage,Wed,Away,L,0,4,eng Arsenal,0.5,2.3,42.0,58860,Luuk de Jong,4-2-3-1,Felix Zwayer,Match Report,0
2023-09-23,20:00,Eredivisie,Matchweek 6,Sat,Away,W,4,0,Almere City,3.6,0.4,60.0,4332,Luuk de Jong,4-3-3,Alex Bos,Match Report,0
2023-09-27,18:45,Eredivisie,Matchweek 3,Wed,Home,W,3,0,Go Ahead Eag,3.3,0.8,65.0,33400,Luuk de Jong,4-1-4-1,Marc Nagtegaal,Match Report,0
