Player,Nation,Pos,Age,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Matches
Frederik Rønnow,dk DEN,GK,30.0,33,33,2970,33.0,56,1.7,162,105,68.5,9,6,18,7,21.2,7,5,2,0,28.6,Matches
Alexander Schwolow,de GER,GK,31.0,1,1,90,1.0,2,2.0,6,4,66.7,0,0,1,0,0.0,0,0,0,0,0.0,Matches
Squad Total,0,0,28.1,34,34,3060,34.0,58,1.71,168,109,68.5,9,6,19,7,20.6,7,5,2,0,28.6,0
Opponent Total,0,0,26.5,34,34,3060,34.0,33,0.97,133,97,77.4,19,6,9,17,50.0,6,3,3,0,50.0,0
