D a t e,T i m e,C o m p,R o u n d,D a y,V e n u e,R e s u l t,G F,G A,O p p o n e n t,x G,x G A,P o s s,A t t e n d a n c e,C a p t a i n,F o r m a t i o n,R e f e r e e,M a t c h   R e p o r t,N o t e s
2023-08-13,18:00,DFB-Pokal,Round of 64,Sun,Away,W,4,0,Astoria Walldorf,0.0,0.0,49,4000,Rani Khedira,3-4-3,Wolfgang Haslberger,Match Report,0.0
2023-08-20,15:30,Bundesliga,Matchweek 1,Sun,Home,W,4,1,Mainz 05,1.9,2.3,47,22012,Christopher Trimmel,5-3-2,Tobias Stieler,Match Report,0.0
2023-08-26,15:30,Bundesliga,Matchweek 2,Sat,Away,W,4,1,Darmstadt 98,1.7,2.3,27,17810,Danilho Doekhi,3-5-2,Patrick Ittrich,Match Report,0.0
2023-09-03,17:30,Bundesliga,Matchweek 3,Sun,Home,L,0,3,RB Leipzig,0.3,1.2,36,22012,Danilho Doekhi,3-4-3,Daniel Schlager,Match Report,0.0
2023-09-16,15:30,Bundesliga,Matchweek 4,Sat,Away,L,1,2,Wolfsburg,1.1,0.4,56,21917,Christopher Trimmel,3-5-2,Felix Brych,Match Report,0.0
2023-09-20,18:45,Champions Lg,Group stage,Wed,Away,L,0,1,es Real Madrid,0.2,3.7,25,65207,Sheraldo Becker,3-5-2,Espen Eskås,Match Report,0.0
2023-09-23,15:30,Bundesliga,Matchweek 5,Sat,Home,L,0,2,Hoffenheim,1.6,2.0,57,20000,Sheraldo Becker,3-5-2,Deniz Aytekin,Match Report,0.0
2023-09-30,15:30,Bundesliga,Matchweek 6,Sat,Away,L,0,1,Heidenheim,2.2,0.8,50,15000,Christopher Trimmel,3-4-3,Sascha Stegemann,Match Report,0.0
2023-10-03,18:45,Champions Lg,Group stage,Tue,Home,L,2,3,pt Braga,2.0,1.2,37,73445,Sheraldo Becker,5-3-2,Srđan Jovanović,Match Report,0.0
2023-10-07,15:30,Bundesliga,Matchweek 7,Sat,Away,L,2,4,Dortmund,1.4,1.6,34,81365,Christopher Trimmel,5-3-2,Patrick Ittrich,Match Report,0.0
